 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	43995923.36	41438686.44	31828964.66	28537761.21	12245771.36	7075590.9	49496664.63	16809771.35	41089066.12	31920095.66	29571083.26	6019609.51	35546562.15	16108959.89
B	50694174.43	44206145.99	39681112.72	38195372.2	53002415.03	31730412.85	30988897.67	17791793.24	40513299.18	28853830.8	30325168.6	5381190.91	23049647.37	3926966.77
C	40309317.77	35018163.83	29905248.51	23960241.01	64246766.9	14810846.3	10885591.51	7403707.2	21546023.93	24560141.37	27651921.41	28650305.19	42826290.99	18155064.57
D	35864987.11	32873324.37	22555935.81	22156190.74	20666124.59	8512812.32	9683393.61	5119775.59	12097467.6	19608103.06	27437239.06	24140676.91	15970672.84	17152884.38
E	37951736.48	38388089.18	28520859.1	25839706.55	26377855.81	5766775.9	11398414.04	5312035.57	23157734.03	26228377.91	35805070.66	24983154.55	38355431.44	61901827.7
F	39942145.5	36307632.95	29416241.24	28875210.93	22074723.91	4161670.18	9314875.75	6527313.04	18111022.37	26468449.11	39599329.13	11172343.36	25527947.0	38092091.11
G	39859585.57	29528647.51	32627883.62	33637376.09	18234411.39	7040566.96	29464548.66	20542154.94	25860962.89	37307757.82	29522626.45	6825094.2	26944600.53	7160339.34
H	41550703.36	41126429.73	27047805.2	33806189.12	16088379.22	17044185.68	25314379.61	13483554.7	30184394.05	34460405.11	33727105.01	6487436.45	34493076.22	5609602.63
I	39692554.98	35015823.84	27233917.17	32623450.72	10091361.72	12393496.12	60419387.17	26883325.37	42423352.48	53963426.97	45793221.88	19378491.32	36517791.06	6398893.17
J	43935020.24	32078896.55	23426498.25	26289908.57	8859601.89	6971304.12	53399116.85	19459062.11	36744922.78	46744689.73	41046351.45	30812765.32	37136716.45	6213883.47
K	40606917.79	29708301.72	28992894.88	29194188.87	20625917.39	21193654.74	15443357.59	19492252.39	30726025.09	36647199.19	40943058.67	30691376.36	40618782.95	14116089.99
L	49871095.67	46121367.62	34578720.91	28387061.03	18408295.66	47871895.11	22156887.4	26007554.69	28949552.19	39241816.55	42301932.09	37525727.32	5257836.42	15342389.84
M	94716163.19	65156316.23	53869976.51	45559856.42	85850598.98	59228020.65	40786711.14	34802528.06	24887696.29	58590883.79	47955752.12	29561678.94	29499418.75	25365498.62
N	44804459.61	46170204.39	35085180.59	25853184.37	26925689.72	52466299.84	22870779.25	27909497.79	31786653.88	44134149.14	48097267.82	18082581.52	6975135.15	26631515.57
O	46546302.66	37046844.68	34906682.65	32872008.22	28588064.21	50219941.9	25839271.82	36767738.23	32607814.48	36250988.32	44726000.02	14441581.92	18396199.15	27626870.37
P	47427203.61	42114834.47	36749726.43	33282547.57	30296047.0	49653052.63	24691461.17	58057958.36	25636820.61	35819083.08	38805530.95	13422038.26	3219199.1	11086986.09
Q	45433671.41	32456448.46	25458609.63	30020896.05	30212090.49	51166328.15	19703659.84	64791510.69	24456917.53	31676940.57	35874283.13	7149083.86	3727725.56	8327931.87
R	41545414.39	34764198.58	30637936.2	29693801.83	32894802.88	43927921.7	23590866.66	45553771.39	25999289.11	33866067.39	41435062.65	7018260.08	39130822.45	8899935.03
S	35099651.87	25562366.08	31488301.25	33535069.53	21053642.95	19779950.46	30883601.43	32669569.29	28024873.9	48302602.04	45169427.86	8762372.65	16742409.1	10704934.49
T	39410586.4	31794845.72	36151130.02	42530693.34	19805678.85	13014808.22	40479037.55	22822656.12	33997512.09	48738453.05	44924320.15	44856175.99	55129822.21	36164636.46
U	39580173.85	37526011.28	32170852.56	37146801.7	33159294.33	21239848.96	30969627.95	35729079.63	29722895.37	48771604.81	44330823.23	34080989.67	64121647.5	52458650.09
V	45954095.87	45233059.06	33136107.35	32980722.53	33108309.94	17519494.05	29053863.59	20459672.44	27965868.67	42787919.21	41686434.62	31376974.16	65853692.74	26164925.07
W	50744974.21	44798634.62	35632509.46	38741694.62	35043211.89	9386278.27	22352508.58	23996746.72	34945454.68	48055499.57	44930768.08	38576430.99	61218513.94	13955999.08
X	54263432.35	50126226.82	45299269.98	35988617.72	39609239.41	9052747.38	43934914.51	20619369.97	26077668.34	56972516.5	45070219.06	37288101.16	63311858.38	8243340.13
