 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	103177018.48	103304711.94	76461776.43	57154159.33	22515173.02	19797418.19	55409699.54	44101309.64	104459190.61	39413497.0	34621380.62	3934610.72	32167098.37	11596769.69
B	98441813.94	121549735.6	102253746.77	93556567.21	126532196.1	73048791.19	79982004.23	62143684.72	88201893.51	34422659.65	30092191.54	5167696.36	21858033.66	4157149.22
C	159912983.77	92752827.2	86159973.57	74078586.77	70007524.87	64022840.2	210387984.06	30770057.47	41077781.66	22886679.62	20187451.41	25450650.05	31477940.33	8060741.44
D	68624299.88	76301648.42	62460851.25	78231220.12	79429900.15	125342711.17	152014137.94	21044709.5	25167864.97	18454873.59	17013516.02	23671259.98	17895331.72	4482902.21
E	83465231.67	103682197.03	108767903.51	109336441.13	33577975.79	86802752.76	63445000.89	16265729.2	44698615.71	27889278.24	22420701.1	22681817.32	28863853.57	21107533.62
F	93397146.7	100068841.15	97437086.2	102396081.66	35723678.75	42133056.02	37731508.85	18350274.99	33886573.58	31199056.72	34808200.63	13554680.97	21768880.95	25144852.55
G	96087798.93	86329598.6	99888248.58	96539068.99	27707121.05	20785262.78	59563830.46	44999078.02	46100066.82	37202730.08	23591011.78	8071634.31	15577289.31	2392419.92
H	95843914.88	104558503.54	83361878.09	89908105.29	30663691.02	59162984.69	50817370.28	52566022.64	64759948.1	40574535.9	34479121.85	10810582.66	35920067.0	3240857.87
I	88124787.75	78869762.15	55515019.53	46488435.5	14599062.61	24869305.05	55614154.21	83640437.49	72151174.32	54560365.29	52548361.2	11083397.57	31822627.35	1897983.57
J	82310585.92	71603034.9	49719212.58	51029810.0	13803851.34	19420188.54	39311223.59	42908153.94	73100416.07	49044434.21	45553888.79	28781327.16	29395837.62	3356040.8
K	87117984.09	75789647.74	74000719.02	58934989.4	46923315.58	34902336.36	45187111.49	125100075.62	52290188.78	32609764.12	36318901.33	28915315.92	34443162.95	2000556.96
L	53515298.36	53039229.97	54399224.18	43930266.48	64445815.39	70726628.88	71802381.29	98006505.37	42767641.74	22329862.72	38920257.14	37163166.29	4044711.17	2865754.59
M	119168808.47	105482884.15	137778638.43	118100324.8	109940761.88	83443659.68	96047482.12	97941678.04	46885021.88	81626290.83	79268349.75	25581799.24	7170777.79	1053444.34
N	72338664.46	50492680.14	56886659.25	45484896.62	85737244.04	32935650.04	60336326.14	109961772.6	41577339.54	24824191.79	66384794.25	14136510.41	3043678.62	1640621.33
O	69279857.95	61300950.23	53915588.31	46834610.95	57582157.67	67124965.69	55034654.3	62984196.04	56527664.95	43738995.61	52402235.78	12988001.57	2969235.44	1424974.77
P	58546803.51	55824304.79	47750348.16	70334899.03	102211005.84	34885288.2	51181717.83	49445144.82	42019621.99	25334272.6	53520540.74	10847471.97	1764491.98	8494517.04
Q	55519454.51	57068746.68	36656357.09	39787815.16	118609759.35	87146882.19	63404433.84	54233834.3	54252000.9	11682806.16	38426461.95	6298249.59	2759109.2	5007721.27
R	61622724.06	63159229.77	53885647.12	55426572.78	74170396.87	119781824.33	70179073.7	61906507.27	63015072.22	27176283.54	42208632.42	6092643.79	27771029.66	7882437.59
S	69754118.06	60651372.71	78608345.74	76477751.26	56344263.32	78416131.86	81789756.69	45587457.03	60744623.39	35508830.09	37498102.89	5766008.51	6689169.85	6355683.96
T	77986292.89	78651100.51	94143811.55	92743046.28	23163539.04	80481379.96	68912334.38	59240169.0	58326079.54	40053112.92	32347366.0	12929755.26	13750251.18	8017224.47
U	70499124.0	70586021.92	74196416.15	73595445.91	29887717.89	53793876.17	58910273.96	48475766.28	54906973.27	13752370.54	29584962.59	21226163.29	17986573.5	24438612.9
V	77130862.65	77176300.29	67924931.36	73301646.72	26113306.32	104176927.65	59827339.92	45880731.6	46684289.41	38959886.34	33234415.13	34502513.07	44099936.96	17917401.86
W	87686856.94	87715555.84	86542157.74	103454702.62	18181772.61	62446964.66	36035207.46	46834686.15	68587526.76	38721525.81	36453515.6	46782651.19	43325206.27	8376254.89
X	82585811.66	86736001.91	91125242.37	103991226.84	22729441.31	9905379.63	44589419.85	51592574.38	59054803.15	52389338.72	42432683.11	31767784.23	19677914.39	4389477.34
