 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	51172251.09	46756884.79	30750511.0	20902790.59	5620794.2	5409996.72	14279089.74	12881024.49	21299922.46	21841217.98	13743387.21	3813422.65	11679669.61	8446887.89
B	50135368.55	51130511.63	41521448.96	38436053.81	31718440.81	31448855.62	24800324.11	27771103.87	27847400.46	24914342.0	18105621.75	3385829.62	9510478.24	2706956.48
C	56135350.21	61288722.92	56788563.77	47464164.82	187177443.22	30987784.67	55286051.14	11949401.11	17954515.41	26714248.76	22435990.66	16952039.59	15665879.94	6483542.71
D	52856319.64	54451498.39	48445749.45	44576874.14	45805306.61	55399826.49	57104185.38	7019650.1	15459449.08	18764886.01	16110864.67	16499686.08	8390996.55	10153303.11
E	55039057.26	71560510.5	60758035.27	56038198.17	16821344.32	44548474.51	28278604.27	6917760.64	20212719.66	29813837.98	19451090.52	12701770.98	14473506.39	17410960.16
F	59544128.63	65694282.86	57530164.68	53270139.93	15052857.73	19767297.84	16899519.27	7668679.49	15716861.01	28114426.95	21050672.73	8719730.28	13894468.85	20819956.81
G	61535972.23	51531554.78	53929118.1	47535238.73	11756196.24	10594281.99	20401758.88	13235932.72	16521620.6	30816888.81	22602259.43	5005378.58	9151726.97	1356149.56
H	58808845.61	62867210.98	42050508.9	48599245.59	13516516.6	30275602.52	22626814.39	25935660.37	25131894.64	29667356.97	23019012.98	4306408.86	14526944.83	955738.38
I	56589648.62	49398436.23	31984197.77	30252376.3	6184566.28	8008927.59	20395826.16	34846926.54	26749583.95	37516054.56	24842903.73	5827779.9	15387590.05	860510.22
J	55145450.62	44934157.16	26106617.48	29580316.0	5830376.74	6052568.05	17052009.3	15151699.18	18579470.11	28453894.4	22896556.9	15849223.68	16046804.8	1151791.59
K	49407842.89	43331092.97	33561714.02	34037073.34	13318425.38	10859977.99	13550801.14	48279762.23	23092211.79	31540208.04	25860345.29	18987219.95	18483099.15	985926.81
L	46534334.09	38914732.58	38357510.4	18418963.42	10389675.84	30742085.62	24629699.79	36291770.06	36361719.98	36208072.67	37830476.38	28583324.54	2570754.74	1022341.61
M	68721049.94	81648423.04	70992966.59	61305593.82	28906492.42	25795315.41	38245686.47	36852564.48	21258233.55	49415635.51	44665090.13	19721763.7	13080578.31	866364.35
N	53240902.0	42807956.74	43693268.89	20835166.25	23395793.72	12153932.68	22649719.38	36186108.66	18460663.83	34609552.1	38406777.54	11983766.4	3310658.5	917225.48
O	50318064.41	47925991.71	31281758.45	26503752.06	25782629.48	30893985.01	21738603.18	27260155.27	22325630.07	32231652.46	30108010.44	11325193.58	10251547.74	1070991.31
P	54576260.77	44255029.11	27365516.19	29832197.5	69057353.46	17200814.92	22276810.13	26130529.36	17887234.04	23715787.22	35071296.02	9000972.62	1524201.87	3251675.27
Q	45852526.9	42268470.94	24695867.14	27770878.23	68056839.3	38696311.68	24003006.53	29714833.73	15208174.44	23776752.52	28332555.63	5133220.3	1900717.85	2534641.39
R	46494508.26	36952047.3	30768390.1	32347689.01	34082860.01	41948097.2	31564878.49	29399171.98	18929634.2	24522692.66	27172453.4	3685135.07	16256216.98	4340382.49
S	42202192.97	36257391.24	35333399.73	38356048.18	22729736.02	33553924.85	30064739.88	16680637.26	19733980.28	31731483.21	28806004.44	3091832.97	2167676.63	3152574.17
T	49512243.01	39891644.94	42015528.79	43996549.82	9837706.98	33219814.28	28146866.42	20527776.16	19703015.4	34365567.23	27458701.01	6563743.4	7411000.74	4566731.15
U	43757018.1	50070668.08	37750887.19	46800661.95	14410223.04	28878797.93	23850796.15	22673975.17	20869194.66	28527209.33	27730449.65	11530746.55	5670030.57	10795184.49
V	56399572.69	51854319.61	38534539.92	39165698.4	10793438.34	41744736.26	22443614.32	20088049.36	17824919.56	29236143.62	22925555.39	29913147.66	32974929.53	9076074.89
W	60500412.46	66761135.31	37217601.04	44115379.66	6072380.25	19439816.2	13437106.77	18940031.17	23406463.16	33606852.97	29011250.0	41222383.12	28896435.61	5619920.45
X	63713619.52	63666062.2	44075469.78	51456663.78	10371284.82	3988595.08	19366458.23	13484871.11	23542398.09	40521137.68	33927959.49	32497713.11	4235754.07	3733167.28
