 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	41273581.78	38273877.71	21824056.08	24391601.55	6930365.85	9067053.22	16769640.26	7794067.67	22566563.02	24742968.1	20754069.84	6150072.92	27647891.39	31234878.19
B	36435254.0	34794331.8	29522961.54	29716571.24	22678551.61	27957504.19	34188549.15	15402078.81	27696314.83	36012398.86	31106780.13	6462678.87	25143137.65	7398962.34
C	36854348.72	36669163.77	35740867.33	28489136.13	54034683.2	32369829.84	91005722.93	16928795.39	24766219.65	38612703.54	48352338.19	23975090.76	28293374.59	10183259.21
D	29939435.03	29036174.99	29308370.18	28074300.77	38768555.86	34317927.6	43047884.72	10999571.15	21927880.83	25338433.09	26531220.7	27960362.22	12804765.93	24032123.29
E	31514353.89	38752178.9	46348383.43	32847965.54	33127468.87	49582148.03	30134714.35	9634448.26	25700060.03	34736126.13	29253743.58	21255724.68	23918939.03	39742093.22
F	37386840.39	36892508.56	40184734.02	35128538.22	57215870.95	23242631.8	21616833.62	11330488.63	24851356.48	43751158.25	37202132.63	10987856.65	22072184.51	41957718.96
G	34265428.37	30195344.13	34437183.63	30691650.76	49827082.74	11607568.12	26664311.99	16434622.2	24301428.07	38281449.67	34990953.74	8371367.65	9711479.07	3711878.04
H	30224030.76	37979400.79	26350902.18	34539546.57	12052156.48	32038521.75	25989475.66	20809879.57	26681530.82	38046772.66	37353452.48	7714443.79	29981616.9	3585312.55
I	38899726.05	33609239.17	26588413.87	30649678.84	9349441.79	10790321.33	27331853.7	14691538.4	29161426.12	41958176.05	41256644.15	8003725.74	22049617.77	3346354.84
J	34930662.12	32365693.7	20579442.91	30283952.13	8590962.97	9572116.94	19119917.3	10923932.72	23272312.73	35658490.76	38827736.15	22632633.0	25861545.56	3694616.89
K	33280280.67	31981536.28	28379612.74	27878006.6	13867035.71	11433406.93	19800470.17	25492944.26	29635864.63	33083521.51	33822906.86	20715426.19	26441498.3	3814867.01
L	32348846.72	29174036.16	33531684.07	17363502.25	18578384.93	22707801.05	34550236.01	34163622.83	35013901.03	36848822.26	47933116.21	39850959.31	6508218.79	3587504.5
M	87239012.32	65595320.7	72247644.8	47706653.49	36154696.59	27000426.49	46878013.76	39558085.13	25461601.28	50448675.61	58002298.13	32131543.73	63511720.13	4161134.46
N	29852084.72	30720223.08	35408438.96	19231895.24	22446886.6	15441496.99	29038024.4	24998478.06	26029581.2	32663569.33	57877813.51	20136351.56	11255340.45	4043047.26
O	31645040.01	32696411.67	24424271.42	22089333.01	19388321.05	32360828.52	23149913.86	29348473.08	24859841.02	34723480.3	32444128.24	21725845.19	47384070.25	4531861.72
P	27933959.8	27094732.56	25037164.02	25538443.18	42473532.65	18356078.95	24184767.51	35034803.37	20312726.71	28636371.58	42988766.47	18131681.49	5479149.27	8827907.59
Q	25850602.21	32771688.53	30391709.86	23636789.89	45888372.29	24089862.75	30058166.45	34702491.3	17003449.06	25095159.29	42046262.18	10483703.34	5306469.23	6908061.56
R	26654907.09	29702012.78	25176305.02	23203032.05	25059237.81	41550013.86	34667301.59	40661810.66	20315807.21	26606029.08	35456923.61	9027995.33	27171584.21	9346825.7
S	30174634.09	23628602.22	25720210.79	26415423.18	26028980.3	19765785.85	27842377.37	19591327.36	25240506.55	38940780.69	40549636.3	7202085.84	5543906.67	8121685.32
T	31766328.46	31084722.89	30659556.79	48006527.54	13742693.5	24885523.3	23729140.81	22236321.09	24989104.27	43891355.72	36843092.28	20836626.22	9425005.54	8677679.66
U	34399606.03	41175283.16	33784348.09	37142962.51	18076985.11	30844274.12	33438577.27	31560891.79	28855138.55	36173849.75	34748876.67	18629898.32	7549101.96	16289140.89
V	35170675.51	39905334.36	29105622.84	38701347.9	14194665.72	47712015.51	23554686.85	23080977.49	21454178.04	36707920.37	34478013.92	39502580.76	31214552.37	14407832.29
W	45943225.1	47258908.45	30106615.94	35769780.44	8654732.76	24334383.04	13687954.79	16326528.53	29778935.69	45440995.91	39370519.83	52005668.84	37407288.23	12094287.94
X	42201121.47	45708331.69	36982432.57	48946696.43	12337058.38	7572805.75	20794215.09	34256602.52	33145526.94	53982668.35	43189920.86	48419019.34	7790042.58	7329526.06
