 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	29415457.55	24623383.06	23208909.29	16959975.2	8555212.59	6027036.37	18001316.33	7174519.29	21565899.2	16516653.8	15664558.03	1901086.15	13200465.53	4364372.29
B	31694207.88	34495002.27	32162811.36	25704081.94	41667930.53	24531469.78	29872701.94	28597388.91	20067252.74	17810405.46	14867736.21	2374739.74	9748838.79	1892902.88
C	69839728.67	88803386.67	109997747.51	84298011.41	280509656.43	243535415.16	50973073.4	9647949.46	9148528.89	14125398.31	12787908.67	12047715.78	11805285.13	4032263.34
D	93763091.85	75439674.32	114768762.46	98305567.43	113109570.2	28808972.78	42648207.93	6996614.41	12641195.81	20127135.45	16369447.24	16065809.1	5378502.29	6316806.47
E	44899839.48	73377378.88	53473523.81	51043435.16	33564326.78	21158072.52	21100501.01	5280276.61	16040747.79	16570389.04	15022948.99	6787624.14	9988817.76	17474151.85
F	50303253.38	48959777.24	52118837.4	35102054.36	58273975.99	9634651.04	14062208.3	8345465.51	17140116.43	16553272.02	18125106.47	5126832.49	12813972.21	12414461.9
G	40620886.51	24071576.25	38997222.94	35431173.6	20552362.03	10432974.78	19736225.95	9595410.26	11665059.2	12544036.18	16720680.59	6214646.75	6524625.2	2710716.84
H	28442933.35	30115776.03	25741019.66	33920457.98	16448315.83	23028277.46	22195724.13	12044214.04	20460518.69	12140300.06	15445621.85	11580192.73	10217346.54	3947121.49
I	26139745.7	20038220.55	18191465.22	13407105.55	6874229.81	7361703.1	15008176.74	8317140.76	16016448.4	6765750.09	7565024.13	9126696.65	11490957.44	6661348.3
J	27204436.71	17829595.21	16283100.41	14643703.79	8526765.3	9079338.11	15807750.86	7484113.68	16133586.74	11130069.73	10644996.82	13223424.7	11716299.11	7211073.57
K	37044333.47	24991676.09	21638893.72	23306731.7	16240873.33	21790510.69	15065190.41	18213790.5	19273055.44	11312099.69	8561377.0	10661434.99	14740315.59	6743137.32
L	20063187.69	18295949.28	18197645.35	10800630.6	9847734.79	33734089.25	52607756.05	30396900.85	15475267.84	8041973.26	13482010.22	11986392.38	2032329.46	6480292.84
M	58837244.43	48250359.98	56865478.51	47403468.26	58068718.61	50066827.99	36431785.88	30661080.28	10736057.63	13795861.38	12476185.09	9843420.76	20342697.32	16044049.67
N	27711838.7	14461086.84	15758081.58	11458833.09	9936240.35	24568139.2	23370359.48	17784918.54	11280299.9	8016008.44	10208978.01	6996002.83	3763222.71	13174453.23
O	30411967.8	18105309.09	13797468.48	14739908.48	11523548.37	15931158.73	16116868.44	38166550.13	15915298.46	10772302.73	7814860.39	4427561.71	6399362.12	12607805.03
P	17753152.41	16712316.52	14268822.94	10816833.14	13680265.24	12506666.56	18494591.92	18395099.07	12193221.43	7130396.43	9135936.44	4032547.06	998900.44	3896861.12
Q	21966847.38	16432906.87	15005688.07	9616165.56	16425284.25	12625779.39	14103250.35	21443062.96	8742150.95	5490106.94	7911093.55	1525745.23	986523.26	1610938.86
R	26877120.63	19787729.46	17009918.51	16135929.72	13743360.31	25701932.19	19277029.16	29796006.69	14469410.83	8005754.61	8574885.6	3198488.3	7706763.09	3227447.71
S	29701040.88	19341373.31	24656216.57	29378014.36	17934511.61	21439703.73	21072960.8	15050336.77	15234200.11	16167215.98	11328622.41	10752641.45	3331322.45	3920201.76
T	27206937.48	25680367.1	34659733.55	32397859.71	15444852.89	16107605.3	16792563.26	20950947.73	16759293.88	14907697.28	13109272.17	25498172.31	6372876.74	7019888.09
U	36989266.37	37825651.61	34481789.89	30628984.49	24634000.79	25535415.68	16594591.09	24815538.0	19268395.82	13780241.68	10704389.26	12543422.95	7541493.86	13906092.99
V	36041760.02	45572166.7	24694328.43	20900291.62	17140533.2	17475015.64	15993538.25	18523719.84	14104967.1	17219477.25	11146422.73	23719923.08	7536676.53	12478920.3
W	50893747.84	41739631.79	28044447.52	36227052.4	12805905.03	7904296.55	10605012.03	16194823.09	18119187.37	21104038.28	13646837.25	18759730.24	16488289.85	2705243.47
X	34790065.13	51478959.06	27027397.88	19656194.28	10201473.74	5150115.57	19240725.01	50280490.68	28270683.89	29627838.63	13983572.29	21993393.71	17396114.41	826046.18
