 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	8964339.91	6522547.47	3809748.24	3693663.84	859340.75	908287.45	2053462.98	835453.42	4470671.5	6466622.07	5086906.1	718087.49	8004923.23	9332116.87
B	8844159.97	8358053.18	6365845.79	5842800.99	4912472.63	7358416.77	6837951.34	2696055.74	6114485.87	11108419.3	8010316.9	884157.36	6063876.74	836535.55
C	11610345.76	10794070.7	9463892.25	7190974.52	23926177.2	19370117.82	37658794.16	5127493.63	8276006.65	15197806.51	18129982.05	7229306.49	5940465.15	1098850.39
D	10429034.67	8511207.56	5523924.06	5994367.64	17767109.76	10297176.15	15272050.57	2160756.88	6256869.96	9848480.33	10084142.38	8606024.24	2032170.55	3918327.88
E	8488899.65	9833774.91	11675557.5	10877157.52	10173532.14	13501834.99	11390583.52	1614726.81	7342403.0	14122496.86	9690493.91	7189477.59	5272155.54	15553885.46
F	10200226.77	8758539.66	10190195.84	7809861.76	17524629.41	4179529.83	9798905.13	1801487.41	5233446.89	14597303.85	8770088.3	2020718.83	5300889.55	14388483.08
G	8779103.14	5609824.13	7062480.65	8120175.81	9223089.14	1584303.26	5723648.02	1878523.03	4112378.02	9245755.7	9611250.95	1494929.73	1916293.48	1306759.9
H	8156370.39	7356255.61	5131675.12	6313179.37	1770101.62	4192737.6	3869802.75	2987426.88	4837414.66	8939015.2	7795137.54	1299639.51	6143672.14	806590.44
I	7606248.04	6089617.0	4025811.02	5216524.97	1105482.15	887363.26	2574189.46	1247373.52	3963904.51	7083927.25	5981987.05	1413242.66	5230924.52	1848562.95
J	7219088.26	5148888.23	3329565.51	4120988.44	858676.0	811042.02	1817064.62	868941.2	3247897.51	7121634.91	5334206.29	4244173.55	5399106.37	877755.87
K	7580934.66	5895615.46	7034695.8	5117944.44	4214750.51	8139885.15	4361286.86	3448655.44	7393053.22	11474082.35	9162156.61	5140702.89	6927083.05	852458.81
L	9545311.21	7835797.22	8910417.0	3826121.36	2790232.1	4820912.26	11959617.64	6642437.18	11579460.04	13983287.19	15374017.97	9772189.82	924798.32	612942.89
M	11519065.79	17893603.35	17500942.13	13825746.94	9377182.34	6006818.51	12398045.07	7584440.93	6032317.49	16339795.28	14435295.56	8717562.91	10129428.61	676649.01
N	9225162.63	7653131.19	8744806.6	3870455.07	4752999.12	3570715.05	7226269.14	6635057.91	6484602.37	12773962.44	17884324.06	6089595.27	1537583.48	833552.53
O	8091580.62	6892721.7	5362472.99	4098829.15	3696336.45	7957304.36	5291760.61	7776578.1	5667199.63	10062634.31	11751836.85	6695179.82	16741904.13	2723709.47
P	8657664.51	7337464.9	5783485.25	5140804.77	9233849.86	4392177.89	5053473.01	8747416.93	3794693.71	10144544.73	13064391.7	4674413.22	1009747.09	2660303.27
Q	8578812.29	6981399.55	6060227.61	5731720.28	9663766.1	9063676.4	5774772.29	15557122.43	4454453.63	8997308.86	11007353.88	1862347.14	663422.93	1275168.98
R	7447553.67	5606041.0	5885521.99	5254902.51	4907794.09	8919441.63	5627529.02	9843804.27	4348897.9	9562966.34	11356438.57	1491079.2	7382886.59	2658657.81
S	6842605.61	5520733.36	5986368.97	6270490.36	4690548.82	3857789.37	4371307.72	2954578.34	5078168.09	14119475.58	9582409.0	1086859.05	930118.53	1650755.96
T	6908125.99	5699620.2	6115259.71	8734572.18	1844076.58	3005579.8	3699688.13	2027401.66	5831852.65	11806910.3	8023289.28	4045457.04	1718543.28	1721366.72
U	7736725.89	10066490.87	7276475.13	7544263.6	3292623.76	5754386.3	5689018.3	6244321.09	6321968.37	12712681.95	10291532.3	4261772.95	1637949.31	4992261.2
V	8035055.0	7288996.25	5240213.97	6942097.64	1974805.03	6461717.65	3359666.16	2817248.63	4499927.56	11470763.37	7966670.11	7988870.49	5769325.0	3257231.97
W	9480775.67	8805841.26	5615011.42	7626846.8	996873.42	2544574.16	1596903.61	2415297.12	6615353.01	13269617.39	7953455.05	13565188.63	10345384.56	1909780.62
X	8043204.76	7514534.98	7160119.06	7760785.93	1293372.13	737522.81	2889590.57	6343617.42	8689515.82	19315195.66	9962731.51	10195735.1	2085351.92	1279998.19
