 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	25723183.29	20053591.0	15060502.46	11716422.68	3240884.59	4452137.02	9344015.42	5686548.17	16415195.78	21701799.18	15979319.18	4110625.38	14201900.33	13066446.66
B	30696686.77	30385198.63	26348791.54	20595441.72	18766437.04	21113581.71	19880594.96	12322208.03	21617396.98	19716187.53	21725200.58	3466284.41	12732616.16	11326971.38
C	41418482.4	43318460.69	44455233.19	32569751.47	18046787.96	62773467.36	34268580.64	15592595.54	20236210.6	28329076.79	24166258.5	15569540.29	20352812.94	9481840.6
D	41143635.48	40416462.97	41119605.31	45722692.35	56116807.0	29823203.86	37723833.83	10986141.61	12675015.77	17440270.78	20236267.85	14622270.46	7748951.25	17626085.26
E	42429343.52	53832033.33	72800645.06	46277674.2	14494950.34	32515060.85	30812253.66	10537960.58	16452894.16	24157292.76	23344261.88	13795636.77	17054813.2	16372240.31
F	47098932.55	46702425.65	62536047.02	42141170.16	11653305.8	16819259.92	13348979.23	9560467.72	16741529.76	25078514.63	26892448.29	7195853.97	13865468.97	25551195.83
G	30371753.99	25675802.32	32739305.67	31793054.78	4433052.34	9173371.93	14115872.24	7975814.94	13279253.07	26276236.83	23245926.15	6091580.27	6765744.21	4139590.19
H	30635343.68	30699386.77	25096790.05	28510576.57	7004614.23	16476164.42	16663436.09	9438645.62	18720561.49	20584570.25	23583118.75	5198469.88	18173576.08	2269536.0
I	27743869.24	21166729.21	14560649.63	14532783.43	3046751.77	5649637.78	13846594.21	12760182.6	18708571.73	30990695.1	30312059.75	5278012.91	20532134.96	3529781.69
J	28225467.91	17684084.87	12203594.16	12249073.89	2976949.85	4197926.99	10682198.27	6955319.81	18382048.69	26358069.87	24835820.67	14021038.67	18765387.08	3504727.22
K	28945804.09	20649521.26	21166492.77	18290794.31	5631099.9	9647888.16	9018742.19	12816747.37	14760156.9	25555300.26	24879400.08	12567624.57	19246348.63	3304818.12
L	31370308.88	27675006.46	21791019.63	14401446.27	6679822.28	24768778.07	18852945.29	28789738.24	22679052.5	28846108.01	31163680.02	21496533.87	7346981.55	7562665.18
M	48106767.99	44276873.54	69802203.84	26075706.58	19628259.29	17679777.71	21312716.5	51003864.61	18169095.84	38183417.83	37255041.89	16505978.66	27024982.32	10608925.79
N	31110396.11	28344576.59	20893529.94	11484320.58	11893391.36	11942054.81	18962479.91	58689324.26	20155755.04	29581416.95	31537281.57	13748495.89	12098760.69	11374989.51
O	28312076.52	22310865.21	18966705.53	15859360.79	10832524.66	18041788.59	18432811.92	15670024.65	17092458.77	21808620.88	23573075.78	11672887.81	21621814.87	12560423.73
P	29219579.64	25777338.65	17491081.43	17015015.08	23709475.52	11553318.98	17875720.25	24361103.09	14951762.87	23394784.81	24991716.87	12167104.67	2230481.87	4621944.7
Q	26091765.87	22640491.8	16687902.56	17031617.55	45450828.47	15660590.43	18517561.63	30147751.47	12050302.66	18238538.82	20326306.56	9133174.85	2297824.65	3916260.42
R	26302629.35	23361577.32	16883003.06	18838036.61	39644088.54	17007056.43	22388747.64	24530801.63	14457823.63	18349921.83	22964632.96	5428610.36	18073771.03	6130566.44
S	24400558.34	20841074.76	20562097.25	18397449.87	17874614.54	16281534.63	24333304.55	16116920.91	14110176.23	25316540.11	27535767.09	3956219.22	2342600.73	4924678.71
T	27091442.31	23119118.05	24589190.27	29341877.93	5920274.14	18417569.16	23115732.03	11002050.73	16013947.2	26222147.71	25094570.56	7056215.3	6430082.77	4929379.52
U	28266031.28	28891142.97	26562513.04	27174929.84	12321735.28	18328740.61	25207987.4	20319662.4	16891350.48	24093582.21	22314217.75	14966688.62	6094818.37	16181985.71
V	32019923.71	30593286.92	20469179.24	24769138.39	8357838.75	30499244.95	18786386.76	9540354.96	14045025.56	22954996.8	22400408.05	48742235.56	20933680.86	10700747.42
W	35598236.64	33183661.73	23687668.88	32701584.01	6281117.14	63486927.22	12760553.48	16489754.7	16926367.77	26274179.22	25716726.55	41553699.78	23700950.34	6765856.53
X	36781905.41	37677096.86	25215139.45	34062399.25	16109557.31	5293552.86	12865301.97	9998129.64	15487974.98	37492919.57	32413720.38	43536774.11	5868171.86	3566359.4
