 	1	2	3	4	5	6	7	8	9	10	11	12
A	13977815.16	2052225.55	9498515.14	2007114.35	7923039.34	1409481.30	20346896.82	4257549.66	1077186.23	2937061.17	1288421.88	4699692.36
B	2183683.17	2228360.53	4114630.62	2814360.37	14956542.10	2353674.33	20062575.45	5064220.75	1203004.84	2239967.33	1454776.87	3339030.48
C	6664792.32	6417773.95	5267407.33	4640896.91	8260770.61	6443930.79	6332320.13	10046900.05	3563533.28	17855181.61	3897331.10	2564401.59
D	5401946.45	6744188.82	4317606.00	3936241.74	3549146.64	14315433.09	10624345.03	5543411.68	3370077.03	8974357.16	13890865.19	2552018.86
E	6108638.57	6776444.53	3955788.52	2382503.29	5774957.90	7048227.96	10799795.02	11499893.12	3607662.19	14188516.50	7666836.01	2475981.28
F	6283282.03	7619549.17	3473732.53	3065244.85	5865615.08	4599887.83	7129648.01	38641863.50	5416894.58	28099280.09	4131461.98	2563169.83
G	6497458.22	8422961.18	5535278.11	5262776.09	10280480.04	8590735.98	9557128.64	31933048.51	6564986.63	30633677.51	8751392.27	3884225.64
H	7583526.00	7838527.59	6794100.47	5200761.32	10848403.08	15906529.69	10238822.73	11055737.61	5952096.23	16892802.26	6406932.44	2635387.90
I	12976204.74	17088251.29	35533876.83	9848949.81	13234451.05	10360078.64	6817357.49	5778817.84	3711840.79	13779442.77	7010168.10	1472086.37
J	11083565.80	13487488.16	21134282.83	9089827.70	16166554.26	7578994.46	5624782.36	7129049.52	4669241.38	10281041.35	16038234.71	1772288.98
K	7545048.34	12180613.83	13240888.58	12305267.56	7340493.34	7124193.11	10685346.21	17456555.87	5698548.73	23654708.31	4404757.00	1960533.46
L	8995627.84	12272586.72	13460194.29	28344583.66	5966191.62	7668642.94	33977827.99	12468917.03	6055296.31	13896452.42	7492529.70	4455984.75
M	7709380.56	10595432.95	8579024.13	14654228.68	7187771.66	8178259.07	9462218.06	12765661.40	5368680.96	17622272.26	15383904.48	16020397.38
N	10377556.80	10208075.04	8580958.39	13532350.54	5952303.55	7332763.02	7546225.63	10899769.96	6893137.88	15270240.54	10591054.07	15834680.75
O	11197042.97	9413063.55	8568314.96	6953474.70	9035573.73	20683376.57	11019555.49	9393338.56	13565208.55	13264279.29	7443524.27	7542199.09
P	13315861.65	7279124.16	6226547.83	4494029.01	7042880.09	12843694.52	11138196.06	10646640.53	46977835.93	13933209.07	4820450.31	4180223.30
Q	8562147.38	6371656.23	5388891.02	4597152.28	5226046.37	10830719.87	8744031.51	6861063.36	26399270.27	9897938.13	7693252.67	8288011.10
R	7937551.28	7769845.78	5088960.38	6183311.87	7031670.46	12301163.68	8684354.82	5914652.79	12384134.31	13186952.49	6144623.44	9851988.87
S	7646389.59	8285033.93	6823103.55	11424532.75	8548567.49	13341754.24	7304784.43	6948323.20	4264790.55	14675909.80	9439471.68	12468199.32
T	11610103.67	11661588.62	12370741.98	18616503.67	15292130.44	11149107.89	7420174.57	11824249.79	4525488.54	18148142.03	16602348.89	12436934.61
U	11099421.51	8877890.85	6609976.06	10562232.11	7305863.97	13897200.26	7511687.16	23147844.15	6081895.37	14351991.65	8526458.97	5148353.75
V	8546806.97	9483448.20	7008057.44	16836938.07	9530124.06	5856370.67	6756319.26	7268471.29	3408547.20	14832327.87	23846212.26	6523569.86
W	7965439.98	10429599.51	5393088.66	8773127.40	22363136.29	4503651.61	3870843.27	4606265.09	4075597.87	12392167.07	15176759.44	11337863.19
X	6812740.46	8339802.33	6940490.48	3909460.38	10612612.37	2537428.71	5823515.71	2073283.24	3697988.44	14567440.84	12178191.38	10087176.21
