 	1	2	3	4	5	6	7	8	9	10	11	12
A	17242741.30	7541454.06	12849411.68	7155265.34	24227607.13	7130832.35	22280748.69	41835121.55	10520033.18	70062751.02	8500858.85	18889142.17
B	36453028.03	8373984.06	11601475.25	7562287.93	22651459.57	7657997.58	22768025.13	29275006.87	13118307.82	42974822.87	10597844.13	18800557.94
C	28317361.93	25974073.85	23723806.41	18677254.64	21417920.53	20084189.57	14455797.72	25918717.56	34159368.70	31202257.31	39139480.06	35834467.87
D	25752876.32	23154584.69	22250811.56	20190032.53	15665814.38	20595967.67	19739770.67	19185277.74	18175379.22	19932330.34	21721126.72	38696804.60
E	22498623.15	24897909.33	19227735.99	16676038.78	12683990.74	14651409.58	9459519.27	12676136.39	18447899.88	17106220.95	20022159.24	53572133.51
F	23242179.47	23809119.64	19543698.30	20736275.19	13792389.60	9689250.30	9755286.33	14450766.26	23954094.03	19385075.92	20160534.07	40035463.89
G	24699536.85	28564900.25	23306617.58	35550632.13	17573127.59	19357623.74	15392787.30	45399230.85	24888948.95	20126211.74	16207598.63	21875286.29
H	27139782.29	25851384.09	24527409.20	30810412.78	20371417.67	37504681.79	32277602.98	27182648.33	23778223.34	21240570.06	13643716.87	10579255.16
I	33167412.61	26269382.83	30726940.72	26156553.29	21457843.18	69364612.76	28802291.77	33580390.23	33092699.19	23647481.18	28343768.51	8245892.03
J	23672365.87	23236828.01	24158040.29	19612021.39	20514122.05	37383717.30	34746039.50	22408320.09	21718137.89	17620054.41	20557502.24	8301605.06
K	27213202.70	31019857.44	27316726.47	31374050.92	24391004.61	25420903.03	19955612.74	49231797.67	25727087.96	24300623.05	19385071.39	8229790.61
L	30499440.85	30545089.68	22094715.81	21049015.78	21230172.00	30791326.06	16704144.98	32982837.83	33066587.31	24622919.14	20712399.20	11363707.17
M	31066707.21	28838113.10	23703326.88	22111445.09	27207129.62	31925048.65	19108045.05	35489427.20	28551542.67	24880461.51	20758198.92	14150527.08
N	27264665.96	27530282.18	21410114.36	20667019.43	21664792.85	25961610.36	17948445.07	24122508.49	25229377.92	21048685.53	18761877.21	17446657.26
O	22453333.46	24625483.67	20439061.64	24448604.72	22087921.15	29792419.44	40192998.45	23795511.87	26360383.28	20008691.82	19916605.63	20259188.82
P	17375377.74	21387478.12	17666505.66	19750642.82	27639499.98	17165534.92	29229278.93	17526417.58	24596038.25	19618261.86	20355899.65	20267989.91
Q	22103290.13	23073371.99	18321901.31	16062758.45	27284220.34	24616647.46	39293209.72	15757415.79	22062344.26	17314215.60	21449498.03	21485974.71
R	27367904.47	26072943.89	20117037.26	15914156.84	31833785.82	37162683.54	50303880.08	19881814.31	18725304.66	18436977.58	27940869.66	24350942.37
S	52191912.45	77462650.43	96875254.61	65911705.08	39475081.43	72196126.78	1185372181.55	79353617.70	24656047.86	46542011.98	28629732.47	24922334.60
T	39759497.03	48035990.36	55073654.24	79899330.05	24620660.67	42701731.30	410233508.50	84436315.13	30279525.76	25265746.48	19355008.73	26421991.60
U	36785713.39	33743248.47	31374670.16	33728369.47	21263428.72	29654318.96	50330875.23	32039066.41	30528829.28	22172951.80	19086851.72	41376293.22
V	28954336.90	27655129.42	25910818.29	26272929.65	15811696.41	21107644.45	22213911.96	33836349.92	24411013.96	17661799.57	22358948.63	23987555.12
W	35907487.56	35995583.48	34451323.55	59813616.11	13518791.45	14225620.60	13205945.58	46701954.16	32638190.36	20594393.01	21286880.39	22282798.25
X	32428734.25	27404698.00	30413856.83	32283335.55	15394261.64	8140312.71	10179891.71	12553808.22	17163151.47	19178836.75	24406023.38	26096811.44
