 	1	2	3	4	5	6	7	8	9	10
A	14292756.49	14536617.50	13863924.93	14743817.06	13521094.01	13480230.79	13214245.41	13697449.53	23500064.76	45491148.38
B	14297593.25	15148005.46	14952745.63	14792070.83	15402960.16	16329731.91	16686702.66	15772829.85	36319056.17	187209666.38
C	71233915.91	66763477.75	40253957.70	37278250.94	98089310.42	99501737.09	110123905.18	111227074.20	146035219.00	281555337.29
D	31997761.97	58433520.21	38812057.40	28196364.14	29489293.06	76622649.41	82202097.07	113386706.51	122335657.37	96270216.83
E	41359945.00	115740925.44	45719535.18	60240936.68	80144528.72	68148441.44	103273656.28	113051761.26	136764791.66	213084497.14
F	46997065.07	64370405.71	32004757.48	33319315.27	123540463.68	83943091.67	159681692.20	152912762.21	178987905.74	71694905.93
G	61349877.57	104035264.53	109184528.36	95120956.90	291641958.27	281660022.05	250850985.45	161226697.03	170787734.28	341031625.51
H	108773176.81	157667124.12	113912478.67	235397532.55	181158129.01	188707917.84	144700792.20	152550298.58	163259205.88	279508217.06
I	147627420.02	140588862.85	665969955.50	152431762.69	99875143.71	69035375.47	63993773.19	49077789.42	56771420.18	211412324.20
J	47322225.71	136897780.53	191733253.16	185258175.91	254139050.15	79619664.35	68234416.80	78421708.79	84777264.49	195889346.53
K	57739087.22	112256114.50	105614289.38	75738812.11	117049240.09	135019174.26	137213201.40	127951775.17	160623252.54	349563675.94
L	61409185.46	98515627.98	89135436.97	47433651.27	76143815.16	124270657.66	127911973.75	119798637.26	125400678.90	599913723.40
M	100288372.64	107247822.91	102335299.58	67190314.35	124060036.37	156832799.35	113273856.27	124723310.54	139265402.22	209496837.78
N	76275529.85	99080359.71	61946973.55	63516191.35	66445057.94	123950525.52	113238015.39	109296367.07	115264651.64	483095068.20
O	81404986.71	157067754.11	85961927.70	186872281.20	134406658.26	156489573.60	124596892.95	119372486.50	120382857.91	126830362.44
P	388998220.76	99042370.38	45543119.42	76620903.31	122717311.00	131543540.17	87023848.34	119513364.50	87786798.65	64298196.31
Q	117292968.01	86881903.68	37387124.32	57560186.02	54471239.89	127237974.17	66507793.52	90122349.89	78239031.59	45469095.59
R	184420670.62	105645331.76	54094924.95	105100636.64	87141710.04	133300087.77	90601880.21	99008468.23	81251877.21	47595327.92
S	116919839.74	170407466.03	88785264.79	330613450.06	106424927.27	149302265.93	151074560.49	114983195.88	135032483.88	30171040.54
T	135177887.53	212740534.95	132890556.27	278564612.10	187021165.89	328072192.58	646800265.23	382951234.63	362110626.01	51443332.66
U	237449652.89	319084584.76	266789770.86	303961813.97	147229887.09	296775102.69	241425631.80	197981380.39	277700531.56	37079249.66
V	185943126.67	227728392.82	181129087.93	197961620.71	133413460.50	125899483.42	148791499.78	117529217.00	142904467.84	44515102.28
W	80809140.86	232750202.07	120958133.09	71147700.54	124849127.90	153110508.98	200794293.12	236019436.28	181213080.37	56534152.33
X	153311056.66	82167273.99	195583052.89	61856127.43	345852285.99	47479516.93	239016870.45	319052331.21	190250857.21	63376065.53
