 	1	2	3	4	5	6	7	8	9	10	11	12
A	21346010.82	12721136.18	18776450.08	8965397.78	7708719.41	13848308.58	9552102.01	28704545.51	4871528.57	7461812.46	5711492.75	10277588.50
B	8531491.89	10016670.84	7053323.73	8702808.50	5759218.72	5611946.65	13240725.48	7569560.80	5148371.82	6703220.09	5411970.57	9478634.28
C	9935717.25	9378639.67	8898472.45	7759072.84	10032771.73	8677520.30	9787334.80	8319453.61	11146949.01	11271435.96	10545873.24	9001309.10
D	11150418.19	11963021.36	10746146.34	8562443.46	7159564.96	7858125.10	19475974.17	8445567.91	20272147.53	12730786.09	17881565.66	10689123.34
E	7893342.07	10084443.30	7539518.30	9599122.05	8492554.17	7670544.61	13402181.49	6792388.38	11166699.43	10710364.64	18072308.59	10038603.00
F	9703287.74	9033647.32	8072199.50	7045474.91	7709409.74	7123684.58	10725991.57	8292599.22	12263652.50	11331134.26	18418028.86	9866847.94
G	12240146.37	11488887.81	10052357.51	9990910.34	13979606.73	11191607.94	12351365.04	11642490.77	12485046.60	15395036.15	13989266.51	9482857.89
H	13633446.94	13667032.63	11448783.86	11698731.76	15687554.02	15257837.22	14059213.84	11745466.60	13914876.11	14383594.62	12745853.08	8674033.86
I	39274176.87	40690990.40	80962813.37	64332459.53	42105495.42	28733768.95	23273081.92	62194399.45	25243959.58	37115860.91	17121597.19	10672143.72
J	24973322.02	22964936.20	25158687.02	25742051.44	35125325.39	26732778.28	24719503.12	40665625.61	21270632.45	25473770.67	35542433.48	21790008.15
K	15903485.77	13724437.24	12425634.71	14158245.57	17197000.31	12773448.55	17288033.84	15669741.44	16227318.26	23107027.07	19922487.30	37941309.66
L	15510322.98	13970793.03	9394835.08	8698604.44	10997790.06	8220778.92	11518176.29	10769320.17	16912904.72	20817569.32	24828195.02	35512013.57
M	16874489.17	14726694.46	10589300.31	11220404.80	14465604.74	8605088.04	12087804.29	11511309.30	14606926.43	20052399.24	28165593.86	39421271.12
N	17529637.46	12431064.67	7973701.79	9984788.46	10039655.33	6753572.93	11534267.93	9673387.92	14848224.33	19319146.60	31950355.05	32024747.94
O	13300392.23	13289993.48	10000072.22	11651635.99	12056039.70	13185779.65	11560942.94	9319823.23	13134825.69	21007189.53	26393014.83	17066738.85
P	12978339.76	12251330.86	9449096.67	10990857.13	11140398.59	10369942.61	11445363.15	8813815.28	13482081.26	20715748.46	29533377.91	17340060.23
Q	15054035.50	12950520.12	10036778.19	10182438.60	10373843.11	10413295.47	10557998.32	8932710.42	13290889.30	22874641.68	45301745.26	14190356.63
R	16044968.71	12705243.85	8696511.53	10476854.42	11462151.79	14646203.89	12015632.58	8477466.28	12266640.06	21284998.56	27128308.90	17772509.75
S	16686656.09	16224516.69	11517485.71	15690649.82	13947472.07	11897100.59	15624887.98	11465003.49	15922877.20	24119079.20	31491314.93	15345717.90
T	18181136.35	19218851.79	12969183.39	23361308.08	15476777.12	14159477.28	23508132.17	13696373.45	19852177.65	27479657.66	42749669.13	22125734.65
U	18548585.71	15364822.84	14536587.27	18144673.56	15072576.20	16865095.73	19677600.70	12253854.63	16890634.43	24955651.13	26572124.56	13851600.42
V	14615529.72	13810869.93	12187337.73	20480616.81	13060223.82	11363238.59	17015504.63	10590578.02	13773148.33	20278700.21	29473205.66	15034713.14
W	14743476.96	14551384.59	11020187.19	15378824.17	15922699.44	15206882.63	15519910.23	12756173.28	15452689.22	18991499.17	31935015.82	19132842.88
X	14147230.38	12383140.81	10620812.87	11902831.42	19689423.37	44118030.98	17773896.73	18270843.34	12825347.92	21694651.64	33239118.14	20636377.94
