 	1	2	3	4	5	6	7	8	9	10
A	1218407156.85	1484386956.48	1542022052.46	466989631.98	1775194455.59	510680685.73	1803163212.91	964003092.65	692919239.06	39266350.81
B	1118507348.4	948283416.83	1012480999.4	1027447521.24	1252859349.1	1128184713.33	949100381.81	355079503.41	714821510.18	48144408.55
C	617370235.85	643783222.76	643833866.52	780072898.59	316842122.19	267745712.89	276505021.75	333244021.88	321008052.55	47024621.7
D	526608426.06	583153647.93	599111931.96	521052811.22	449623197.24	439112029.92	532712564.41	389059111.94	391859638.98	42629024.96
E	597102191.05	763188778.14	705500845.13	594645213.78	542418895.96	203409268.29	279488944.85	281167725.16	236998085.52	58025600.61
F	730043221.09	709927766.71	762351497.49	649054148.08	1129128869.47	146688286.88	255396966.45	316234038.16	386189518.34	77005287.17
G	548998404.19	630540647.9	613987936.02	661629731.24	921751514.12	249399923.32	830931894.19	485538500.18	466700307.96	190864587.05
H	528653132.66	710320562.13	583429650.27	477228454.09	665365260.04	322111535.27	650265989.87	457511727.76	532312085.41	467771088.78
I	351160612.32	474513616.51	306322617.61	236457025.99	414236531.05	202901184.92	1195441536.77	628372352.97	364572936.22	103473696.29
J	391219288.83	441761546.31	263257326.16	222205203.37	621455472.07	177396564.19	1427495483.6	609319707.7	540153423.33	81676010.25
K	574606051.71	578359251.49	487060310.82	590934752.05	596828093.36	245428405.02	752227608.5	481243958.72	482147195.83	59564242.49
L	573861457.11	603734184.69	906737016.66	816271712.55	433373610.92	790985342.59	279063538.91	399604049.43	476425915.5	146318353.38
M	513828280.06	677427481.61	713269647.05	1084594536.2	481207988.96	335543552.57	318010175.32	411717934.92	359678549.46	219920825.18
N	486910841.94	575883460.34	467956835.74	822094937.74	344372509.47	382203336.14	258058808.36	369446942.56	326044830.58	127500270.8
O	407477793.4	424800612.55	370010745.61	439253751.78	435369989.79	1168091429.25	349140675.64	382662137.03	436497377.88	211166642.73
P	409532845.05	322129809.57	305706222.88	256083525.8	485356171.47	1002802308.24	348940731.52	451775244.07	406942848.05	259452466.12
Q	299560145.29	269965888.43	234381658.7	228973943.15	183403252.6	811958039.2	270113086.2	376582472.75	319711751.85	622209010.96
R	443835717.2	435677534.64	325746467.58	257538823.71	270594253.26	462163382.16	379704475.97	357300717.95	372463604.03	275828163.22
S	1945053527.45	1741285772.37	1626823834.72	1107468991.5	882640229.88	1400651213.02	1660720883.39	1174626160.7	1342981788.68	137577932.6
T	1111587250.03	956093339.7	918749741.85	702959347.8	668516539.39	544325075.02	799969338.22	587966132.61	977356745.06	290680886.37
U	792929934.23	628243071.61	506249528.78	478447045.39	359917899.45	444813492.13	338798409.51	415631393.74	501973934.42	122612847.55
V	515706717.35	491641755.47	475162300.81	438198122.5	412551361.73	280003887.57	295305597.0	370531312.99	443103476.61	250453525.76
W	493211731.42	542801699.87	583514306.11	458566600.7	687951600.24	308382611.78	374462742.3	493020598.89	619637513.13	130859074.97
X	612591700.61	498602074.05	548506736.08	277959931.94	373439508.43	110061175.24	372513396.62	473720591.28	503419328.33	280068344.99
