 	1	2	3	4	5	6	7	8	9	10	11	12
A	1984868.93	14403541.63	4137126.92	1109226.74	1138963.05	8791641.12	1160231.79	1764137.55	648122.0	11330491.09	1706559.05	4742988.81
B	580584.43	875941.09	655695.66	2044424.74	743129.42	741658.67	484951.57	574751.58	598569.4	4565660.54	1481636.77	4708598.89
C	6269933.2	3391879.75	4436306.62	3642887.1	3035371.93	1309456.95	1087270.16	2342882.21	2096042.52	1728976.56	10736770.56	6536166.29
D	6013042.89	5953506.99	7770752.08	5357580.86	2699438.69	2654837.47	1581437.75	1939290.65	2120124.02	1921257.06	2189734.4	6320837.23
E	4184541.18	6399968.95	8648194.5	13863662.09	3341568.85	3197277.78	1365595.71	874309.66	1818461.96	1761188.71	6144391.01	15482944.85
F	4889606.27	6708366.11	9762544.47	22316034.61	4708556.45	1435225.58	1567415.43	1113578.44	2238621.64	2048815.96	5983818.13	6428561.4
G	4696746.21	5317403.11	5733115.84	8649085.55	5653676.78	2478383.3	5199494.03	2434148.19	5962570.6	3451433.99	2191922.22	3242783.48
H	3648656.53	4259851.05	4339466.91	4160501.12	4471286.57	6199314.46	3920768.56	2519484.93	5124428.43	3028824.39	4017808.97	1660540.11
I	4625340.17	5044706.7	5739644.73	4068375.25	4450474.75	5476511.54	7681415.43	3388040.16	7645824.5	4657652.49	2846651.41	1150163.6
J	4702156.13	4421507.64	4299713.8	2174115.7	4850945.69	4639682.24	6487704.85	3219114.65	8195341.61	4039885.56	5306970.45	1653100.18
K	5320759.59	4577554.7	5271949.64	3217070.63	6859253.93	3445212.33	5783022.9	3264929.0	6594872.84	3833365.85	3515866.83	1685107.86
L	4186950.67	4186868.14	2939277.3	2519688.47	2954814.08	2546453.06	7030379.21	4333256.48	5653525.46	5154064.97	3680448.77	4359415.87
M	4447105.55	3903433.59	3267111.91	2159596.21	4321144.56	2383909.81	3907565.14	3313028.39	5197116.03	3897426.96	5047161.2	3609881.86
N	3368982.34	3299660.32	2448114.79	1776442.38	2590978.0	1957596.38	3013192.85	4969671.73	4171346.46	3608834.98	4134571.17	5487482.73
O	3762731.32	3756008.16	2899079.65	2159542.65	3491946.48	5376680.78	4106971.03	4353339.2	4044475.33	2959996.45	6761582.37	3210141.77
P	3222120.79	3011285.49	2392416.0	1598270.79	3275630.2	3687017.39	3229312.78	7624752.25	3439917.8	2697988.82	6387396.88	2615164.21
Q	2571961.58	2214063.76	1866434.06	1400769.09	2683589.81	4665972.39	3156581.39	6356076.63	3477866.05	2007396.81	3085871.47	1611510.57
R	3337541.25	2931623.51	2167192.11	1604643.06	3228902.92	5262263.48	3879139.75	4151765.86	3034893.84	2075253.91	6032088.8	2509283.48
S	10734914.82	15508327.17	8044619.79	12013119.94	14047395.07	8316320.35	5203183.63	4546835.09	4906876.73	5270502.48	4673224.32	3742170.36
T	4440631.34	5874734.56	5396575.44	4370584.4	4050027.26	4102604.54	3724869.04	2070798.08	3901315.77	3222248.84	5522658.98	3567646.08
U	5791563.54	6016542.32	6294846.67	8518167.07	4849989.89	6205252.4	4413794.65	3491725.28	4848803.26	3347041.91	2533890.87	2268364.14
V	4127333.71	4132666.68	3760264.84	2534940.74	3079118.02	3503311.96	2989320.39	1673607.89	3445538.31	2480410.52	4942944.4	3615260.8
W	5356161.59	5369519.55	5862634.24	4391726.68	2190246.55	4272593.59	2019041.12	1859056.98	5355072.13	3038193.51	5469593.58	3900096.67
X	5907531.05	4272829.78	4266387.36	2402682.4	3438088.03	993861.22	3114207.25	1791732.66	3834023.06	5115663.32	6086139.96	3771484.65
