 	1	2	3	4	5	6	7	8	9	10
A	30372291.28	30826759.02	28801547.86	10158085.5	12646292.41	22926422.66	13804296.01	7443424.61	7032795.75	10230556.3
B	10426876.77	10749533.46	10142352.79	8372462.36	9152407.39	8583090.83	9233319.58	9929437.69	11020689.06	33013028.56
C	73774858.69	81709519.42	56334359.14	23114724.36	45738048.15	25886455.21	54930016.2	95530348.86	60266518.77	65533050.81
D	67368968.13	58064613.29	57964626.64	41753063.58	26625149.84	19754170.37	86645569.5	61523567.63	82420957.42	32405224.01
E	61418643.42	63696819.38	62922162.43	21187146.69	43785220.41	10640354.36	32309455.58	91486029.69	73858753.17	34548467.93
F	74204542.99	68948112.25	74351267.33	37024283.27	45599034.51	11657519.36	44629320.31	86432357.63	79003506.92	38162799.38
G	48496451.39	41753170.81	56368064.61	21408204.78	43482474.9	12226951.74	45836051.9	64462317.72	63176136.73	29036907.9
H	56088863.3	50308929.77	52585618.4	28854623.94	70158495.33	11793629.26	45768873.15	60414862.67	61637325.93	29013184.87
I	55848135.4	45909872.93	48216788.99	23641470.49	51736324.38	12245288.9	37803177.12	56870194.93	52669441.27	27809439.76
J	39370173.77	38912322.4	35659179.56	21168460.46	50304199.89	12182116.5	34717313.28	36745340.0	48359963.08	30279174.92
K	50347299.6	51357862.49	59067700.09	21327102.86	57683170.29	12782358.61	46840642.54	71416855.68	66017668.21	30808729.57
L	50496905.54	54868992.05	56336578.55	22703877.95	36970321.85	13206889.07	32212822.84	62192988.2	41301658.87	29605673.15
M	57713518.51	47809931.76	50716995.09	20030747.12	41735667.56	13317439.93	32710293.26	60121409.2	43119154.42	34396944.18
N	45712861.98	42442046.48	54616264.15	22492035.61	38543946.12	20735657.61	34118204.85	55899189.03	50146977.83	33341403.82
O	37731274.68	50057559.98	57607080.99	41392512.6	65172716.09	16784261.78	78551070.37	55461273.05	52344324.98	27862910.04
P	33661675.18	37411536.03	46577101.52	75858423.52	61589852.18	16666012.96	56415911.13	46339052.67	53822399.92	25440575.55
Q	38568258.97	35050941.51	40124495.89	48421577.31	33936596.27	15971010.66	56011073.03	35875617.49	46172247.66	26260007.09
R	47718966.54	41915191.02	39126999.63	55360289.12	40048124.62	16720637.34	66035864.22	43492053.46	48314131.78	28907538.3
S	71569916.74	102665078.17	69755735.46	59572399.46	64105311.33	49172216.79	115420383.47	96147981.13	52622971.47	32072328.12
T	65466175.94	93891131.7	75549926.4	60769747.35	68175243.04	40192731.92	70831362.63	107913158.8	50540233.38	31038110.64
U	85271518.08	88442729.71	99982730.07	70849860.36	57468281.17	25401297.1	74367120.16	71066470.59	71606983.07	38550220.12
V	61213184.21	60689094.47	66373803.63	83673774.79	55431443.74	21431950.0	40926937.9	78442413.48	69257479.77	28610219.88
W	59876948.21	52687476.29	61854077.35	30356362.2	59511359.08	30526427.12	49975325.89	83321034.01	64647506.32	29400937.46
X	69659520.1	61287718.85	65352168.31	82205768.68	75435005.8	524994973.88	23043946.58	33918089.57	88232325.07	41188782.13
