 	1	2	3	4	5	6	7	8	9	10	11	12
A	12479802.98	6075490.99	12178424.83	6573646.92	22960048.64	6030595.05	14341154.27	7253896.40	5484641.10	6642384.37	5506080.98	6993579.24
B	12913264.94	7013004.35	34850591.16	7715728.63	13673668.14	6225417.65	12425266.07	7549190.36	5544273.38	6230854.75	5797886.50	6752341.97
C	9457781.85	8655116.09	9162478.92	7428486.12	8032057.02	7146664.50	7966825.95	8482311.95	7538530.49	9554964.05	13269972.41	7464406.08
D	8415454.45	8264373.67	7532348.28	6933976.37	6573751.59	7550973.11	7850785.85	8040408.13	8984961.60	10564662.08	13019755.46	7647836.74
E	7057926.17	8062583.67	6416088.67	6579581.98	7314223.27	6380648.27	6394518.39	7330506.33	7654624.83	10342701.81	21045890.06	7840449.71
F	7338165.03	7200723.37	6257315.21	6386955.12	7753567.42	5973507.09	6626306.35	8183877.97	8418627.83	10783407.62	17901327.76	7233583.72
G	8745826.33	9335483.64	8230270.10	8599945.36	11492851.38	7480542.78	9176590.48	11260384.79	10596184.17	14782397.17	17207276.21	9099603.11
H	8841176.93	9442318.63	8828232.61	10612035.11	10086616.39	8977421.09	8607372.65	9338287.19	10340471.80	12801526.15	15576489.30	6976269.03
I	13731449.86	13704967.02	25629940.16	17446885.27	15831827.49	9901736.81	19830278.33	14172997.75	11954922.28	20181039.61	13329293.31	6327932.08
J	13262492.23	14041807.98	17504113.26	10700790.84	14402216.48	8910489.91	15763352.79	12993534.76	13279567.89	17949751.79	24724682.77	8302395.84
K	10110441.46	9743646.39	9806680.73	9777276.77	11233331.12	8001646.67	10809666.85	10541095.45	10156246.02	15578767.15	12119310.10	9332369.88
L	9072338.12	8621376.46	8545966.22	10122082.83	7885815.26	9919275.77	8528298.29	10394223.28	8050981.48	13477777.69	14894375.56	12237913.89
M	8838832.27	8562178.35	7216817.16	9615854.86	10345544.02	8702488.78	9359955.06	9372768.85	8183452.92	12199561.63	20675450.16	13926027.99
N	10001139.70	8186477.57	6839406.30	8318170.87	7628736.79	9987186.38	7971327.89	9322885.59	9347237.04	12418013.45	19136358.51	15699357.13
O	9937710.02	8986074.41	6860709.08	9226058.82	9357943.07	10402416.15	7912263.44	8340686.69	9364566.27	12050505.49	18014706.21	12996121.52
P	11806294.64	8236195.15	6658744.49	7029233.71	8464331.71	9002283.93	8516471.38	9258358.77	9910658.25	11864539.05	14463112.87	10232632.61
Q	8441761.18	7397328.19	5823497.89	6422479.65	6400394.97	8229528.33	8312860.96	7579017.03	8992989.29	9829661.03	17662999.69	12003482.47
R	7756485.85	7753146.09	5939572.43	6852151.69	6661576.00	8127507.44	8365239.11	7723927.40	8428594.42	9398865.45	14561135.88	10057817.67
S	12076719.10	12103769.71	10743568.03	11492536.36	9792731.45	11708639.52	11372725.25	9371230.99	9594333.11	13724221.46	11888946.22	12143107.13
T	9818208.42	10117996.84	9603890.03	11434145.05	10684529.73	9449135.67	11871093.35	9748416.38	9449033.35	13167182.58	20321409.52	14782647.45
U	9888773.05	9958417.14	8877668.92	10017770.87	9210244.60	10966764.72	9688433.78	11243615.31	9977004.53	12421312.44	13076761.08	11201256.98
V	9335713.81	9207854.99	8129390.73	9565469.15	9443744.39	7059109.28	7828790.87	8298413.08	8571710.70	10745181.31	23279903.69	10551276.96
W	8807325.53	9339754.61	8426567.05	9084111.94	10578802.53	7134055.98	7785320.83	9113432.28	10082094.26	12259464.12	20334388.11	12228964.49
X	10119780.68	8499654.97	7679048.83	6877660.25	9854865.42	5676556.59	7659735.55	8917294.98	12163607.20	15823313.80	17538052.11	11018367.76
