 	1	2	3	4	5	6	7	8	9	10	11	12
A	86394366.66	12856378.29	81194103.12	10481140.99	28253179.28	97843662.08	12397397.07	19490126.33	7424001.52	58249902.67	7761350.22	28681215.71
B	15347691.99	11564364.92	15627692.01	11415441.81	11903347.18	13902365.90	10628803.16	10957563.51	11136021.78	27491902.53	9883220.77	25288653.65
C	44919463.90	40692145.65	59945481.36	66591584.74	41084661.19	25497435.56	51994880.05	76916160.94	92112230.09	91744341.70	12105089.10	28882557.12
D	39752052.61	50944862.06	54461712.22	36936733.05	30437333.72	23369893.42	38005698.70	45919115.62	103013668.62	153354750.67	38696939.61	27013362.93
E	49695905.25	56038528.53	60487890.32	40224198.57	53424307.95	78425695.71	664633637.58	92258722.14	64225527.04	73897486.19	23073733.81	25505948.41
F	55156278.99	61936407.82	58678127.13	67618173.56	105679542.10	37745333.62	36140046.82	79006712.34	56334071.16	87039629.61	19820452.29	13914462.19
G	43335260.12	39657256.44	43898741.38	60936479.78	83758810.96	39478154.68	14126567.08	30246872.53	27123064.11	31875730.78	13314537.92	17263508.46
H	34375284.07	36701172.12	38919474.60	27454168.54	35662452.41	45961592.92	23176848.76	41814478.90	29039391.02	31014792.12	9828235.58	10773423.55
I	30664318.92	27629503.11	33487329.85	20759375.83	26159255.06	34950608.36	10212652.30	21603438.03	19212888.99	23130179.79	21524462.25	7023716.18
J	33957257.76	27435421.08	26239153.07	21954193.26	22493673.78	29965260.59	9426249.15	18496228.91	20415193.53	19803019.91	16363116.47	11703314.00
K	54060324.62	37641875.61	34661705.43	36582564.44	49112883.51	50666588.40	12789567.83	30911259.67	29391529.48	35253089.78	15636693.02	9082953.38
L	38208318.44	32974404.80	31438279.45	26953899.95	32035003.44	25374414.16	10631853.26	29740163.07	35380822.77	37834383.34	22072181.89	36135621.47
M	25008646.01	27113687.78	30469758.36	28855465.62	26030637.30	23711267.30	10170149.01	27217998.52	30727463.00	38838131.51	23897021.56	71429770.14
N	39510137.71	27127533.56	25278529.31	32218761.11	16167681.07	19600395.38	8818560.70	22335084.47	27757588.01	34439160.96	24138932.68	54192824.02
O	28846308.46	32686346.92	31057730.64	22847749.88	21191232.14	40550263.33	10450472.21	31657176.94	30944349.52	31410102.49	21267509.92	24701545.20
P	31533698.08	30421930.31	35325428.79	19717615.56	18528294.91	19712798.55	8123120.56	38335257.57	26500699.92	34967578.40	25668881.91	26284706.95
Q	28463834.11	29053578.41	22580796.52	22493785.01	17855285.13	18962925.99	7934369.40	40573953.41	34412896.05	31034549.77	17863801.05	22961145.05
R	36320802.90	32275426.20	24906136.39	23765836.27	30861851.94	22527585.14	9155956.92	48525216.53	34230025.94	35438587.13	11913684.24	8306873.62
S	33554990.31	33764813.11	32078988.34	35833452.95	78782545.50	38316195.49	10688532.94	24740730.20	40072899.65	48787787.23	31051821.20	32017403.47
T	115141041.78	88642963.31	74388789.92	42533859.49	139006279.60	156025193.89	58102233.89	29926382.54	37776651.45	54891230.24	20113315.98	22754674.38
U	56694445.51	44318446.02	37592292.61	40563214.49	65955535.13	49441977.41	13970247.57	51284867.17	46567011.97	45377157.13	18720778.91	22195315.99
V	43113394.09	41860774.02	33211285.25	43390289.77	48576837.17	64389422.75	12405146.32	28477647.57	31459485.72	39499074.53	22966936.33	25386884.22
W	39905244.88	46396391.85	53070285.77	43311536.40	50209373.11	58772769.62	10910145.90	18534328.81	48720460.74	48057577.54	24921105.88	22209274.88
X	31931898.77	39131147.58	36712417.93	37581351.40	11587272.12	9229974.92	9194297.97	9030735.95	26137452.42	35911657.90	26185925.34	23168190.56
