 	1	2	3	4	5	6	7	8	9	10
A	193427198.08	191982838.64	170317449.04	17664011.37	41345271.72	87996063.8	263035249.48	22392279.95	7055155.65	10712040.66
B	26773824.08	28665817.41	18899292.41	16164715.57	18781109.1	20314303.0	29264622.67	26064520.66	10891446.98	71562340.03
C	91618356.84	76937398.18	80025605.63	55463900.29	92851182.35	45910879.85	32038218.62	58323325.27	51690552.08	61690890.24
D	124535921.57	114141956.4	96192287.93	74646141.25	67926630.1	58317760.13	51785933.23	69931870.15	72551825.58	59958628.64
E	95847866.77	113600732.9	93626247.7	61729038.49	70046337.6	40756151.8	40335515.68	49266600.24	65560740.82	88122307.38
F	139767613.08	138391700.25	100557351.83	62735632.16	83548564.54	28260981.46	40971615.0	56828339.25	82329695.6	88893706.99
G	127223687.15	146687031.32	174328017.01	113802129.16	132900358.46	98557155.52	109605151.76	119121369.76	120712824.3	149088157.08
H	119299314.3	131541182.16	142862743.19	118861834.61	147688933.59	155442149.6	127073810.18	119317257.17	154776614.5	149123048.08
I	125919030.3	119506829.67	86296639.79	60147968.76	117751242.92	136172729.38	232352958.89	108515770.54	104347194.41	276017649.27
J	119583922.51	134857064.11	109214788.02	54317749.94	131460820.35	113381593.56	189283806.82	113589178.83	164224363.97	262599838.51
K	146961082.04	138952006.96	135269859.99	126457612.15	149537436.0	166162069.61	217307389.88	150816783.37	122417792.89	178451370.63
L	155851997.98	136485277.42	112931339.82	158312226.11	115419968.05	105898534.68	112170340.17	144259562.61	105522396.81	176708374.65
M	111012622.12	105338827.51	115534735.87	155585065.89	124075708.96	98640248.94	143217585.83	129849898.68	95110029.36	151564526.09
N	110257275.7	86561613.96	105904808.02	152014527.18	112846147.5	154386235.1	61928299.14	133896843.1	89044981.39	163575381.64
O	91047799.29	109846496.26	93002560.72	136914910.06	122359788.69	134202838.4	65257620.99	110591344.17	85322316.62	150045358.73
P	89403117.01	87129199.96	82767550.59	83397234.9	104863531.61	77094156.05	57672703.91	100770245.15	85746438.4	133933425.55
Q	74773233.97	67529083.24	54849081.69	53352835.12	70064134.43	78038474.71	45767602.01	86786458.86	80592711.7	125305786.87
R	106174712.12	79430365.48	75371540.66	62236856.28	86824366.23	94957944.09	65333670.27	88794819.79	88906308.33	128809799.14
S	203688720.35	235075697.28	204690627.09	183667622.74	214012647.85	208487290.42	206437661.68	225916548.42	218709336.28	315900075.36
T	216772628.84	269969471.13	228654726.4	174169905.24	180353957.13	198549677.2	231004499.44	264164715.33	213083929.23	273615758.64
U	229719614.89	209374336.79	168222463.62	167994553.92	117598414.14	161205888.64	128047197.0	192713801.95	203424883.96	263837405.12
V	185250203.67	153557860.56	127071395.75	102425475.09	94944288.07	99594684.56	94806536.76	118584664.83	141868981.71	180088170.83
W	174541541.38	178456398.63	144718044.53	96273362.83	64976001.87	100784688.6	77026229.83	159528969.77	163404050.79	239303959.32
X	160704249.56	195472082.53	171304088.99	197837156.85	102310361.89	32271265.39	68886458.02	118616722.68	194426853.37	260212125.86
