 	1	2	3	4	5	6	7	8	9	10	11	12
A	11412138.64	17336513.37	8556990.88	3274121.26	4729202.53	23000332.80	3830597.11	5303520.09	5908793.15	22487770.81	5412638.08	11484410.48
B	3112264.06	3516397.86	6577358.21	2832574.15	3114136.00	2876126.74	2499018.34	1909842.12	7027458.90	33504346.54	5238575.05	13213839.14
C	10797851.35	7744807.86	10382242.13	8451125.40	7306541.52	3063440.12	3243338.50	4408869.58	5029395.60	4163884.83	15117129.19	10306914.93
D	10608599.00	9665150.90	10889077.88	10751965.22	4753700.64	3004340.20	3971150.59	4175051.67	5525980.69	3752780.64	10322652.73	41309433.19
E	5627356.48	7993745.47	5495696.61	4230824.71	1982183.98	1532026.94	3239957.25	2512614.04	3443003.83	3668823.49	18363006.14	13614257.52
F	5537462.64	6605879.22	5184462.06	5939321.75	1944287.14	1578783.47	4234244.96	3085115.92	6533705.61	5641424.90	16015053.67	23813688.79
G	8170185.97	7691262.56	8975296.53	6446018.77	5361567.83	2814825.50	6877662.02	7186329.21	7339948.80	8960314.28	17946254.68	15164838.35
H	7723474.46	10149309.01	7948535.37	5885803.72	7414830.40	4470107.90	10746023.48	7340314.78	8569013.11	8825204.49	13752790.43	5620593.91
I	14264974.78	16355652.47	26610308.19	15993328.25	116748219.99	25402554.53	16028700.30	27348264.83	14064477.67	20578666.72	8292643.77	2931685.08
J	13116535.89	14512637.11	18308416.29	12183903.71	18876390.21	52178687.88	17597675.42	16258394.48	17858873.88	15886063.45	7781179.45	4150422.38
K	10800899.35	10045867.61	10584991.35	6850977.06	7609409.31	6499993.56	12278236.61	9769047.52	9716869.29	11168769.65	12622404.87	8038811.28
L	9871671.25	9560310.77	7819183.65	6551772.56	3928494.99	4858535.82	11251197.26	9792239.13	11380496.04	10408780.45	15899511.96	7964369.39
M	11188837.59	10098664.04	7692112.52	7084364.98	8570109.40	14702448.33	8763708.90	10829342.84	8349937.11	8851807.03	15107821.56	8182726.79
N	8696835.23	9756714.84	7140889.94	6652575.71	4443977.35	5595414.93	7915626.23	8824322.16	7077082.15	8731229.52	15674196.19	9233578.74
O	8315135.13	9722177.61	6142082.25	4116473.81	5277324.87	7295997.74	14058115.33	7015683.65	8605542.55	8434166.50	22103556.18	13241678.78
P	6907473.04	16010649.11	6613258.52	4062199.33	3691523.89	5919709.85	7065149.79	7144170.82	6392679.29	8176706.54	19432949.16	12159721.85
Q	28699237.29	8792041.22	6607714.14	6419944.27	3589566.11	7423116.09	6226014.42	5847908.89	6987195.98	6094417.68	19891036.36	8797190.38
R	10516145.58	9908052.62	7321328.30	11097775.18	3581534.42	5925420.76	5929125.89	6554737.30	6092076.08	5492083.04	15258624.62	10186547.33
S	58903065.70	63611808.11	25529491.03	25910031.79	9313298.62	12014685.50	19908870.85	16820773.11	9974756.68	22496574.45	46457842.74	8201389.50
T	23070903.44	41238390.46	20426581.24	16511427.08	9087397.86	9674733.41	12713905.90	14636791.65	9179357.37	17986182.17	13652479.61	8664961.12
U	10227123.19	12363006.66	18620779.24	13384293.35	6555162.04	5086061.21	10242486.22	7432925.44	9828289.55	18379249.53	16044405.84	6427170.57
V	8945429.37	9368061.41	8420707.06	19050972.98	6463864.66	3611940.99	9369666.63	7385291.08	7014938.06	8277710.60	20474248.93	8784156.13
W	9500255.93	10266389.80	10506362.61	10211734.77	7725100.17	4447406.10	6780853.24	9158547.65	8799046.07	8188216.51	17027976.96	9853664.53
X	14111104.57	10277778.26	10698115.60	16009132.33	6187819.20	7685565.69	5042979.98	6402356.15	6832405.67	9931265.60	14029140.13	8588904.95
