 	1	2	3	4	5	6	7	8	9	10	11	12
A	29414274.12	7710212.28	28899134.91	3452610.89	8126147.29	58252853.32	15972647.97	11983542.02	3549967.13	17474267.62	3053656.25	10708095.43
B	4900894.92	4321726.52	4976413.25	4102267.99	8415943.06	5086251.05	3458198.01	4072530.52	5467369.61	6692185.01	4383159.56	9584937.72
C	9384964.95	7933433.53	10683170.63	10738156.39	11479559.93	4731068.51	3506798.73	4584269.21	5038551.69	4749585.85	7500441.29	12017944.61
D	12219920.38	13054121.12	13091284.54	10023040.59	5898011.48	4931384.74	3164066.77	3846714.03	6047258.87	3903971.54	16482692.09	12048271.54
E	14520241.52	15370271.51	16733979.71	19914438.42	19672791.43	7084170.18	3235515.12	2682691.17	5923329.36	5179351.27	31868975.26	19340083.46
F	16047272.35	14939303.72	15524790.19	14999545.07	11621516.67	4828954.36	3100435.42	3567960.95	6225007.75	6504503.83	31379487.72	12178952.23
G	19503599.44	23114875.90	19806866.09	16961292.77	16356896.45	16491631.66	7552478.17	7149152.43	12998304.92	13479834.96	12692101.52	7513447.65
H	19081540.64	19113988.89	20757658.75	19337924.98	23570134.35	23752806.51	11728816.06	9580036.61	17768658.31	12522657.16	9264425.92	4760995.85
I	29755911.98	26230112.12	23319075.78	23169749.06	15591649.34	48828902.34	38210882.10	57812961.08	30921599.71	34097841.86	27219118.94	3198410.64
J	26788475.46	25592566.30	18286494.57	22161957.50	15851757.47	36249588.89	32883288.16	22549654.60	33094960.69	26804200.32	9231762.36	5188712.08
K	20641947.89	19619380.85	19133223.92	16643164.01	26563896.60	15278223.60	11420421.18	20548916.52	18467674.38	17845362.78	13400396.19	3657689.12
L	14907621.58	16648756.53	14338924.40	10070321.83	13247450.30	9454342.50	10728136.73	23496625.21	20627024.78	16902291.81	11521764.02	5777580.38
M	14325089.42	14367318.14	15430539.46	11895747.08	20408854.73	11483343.60	35224364.96	21096859.99	17778727.46	17085304.44	22358500.40	8937044.94
N	11601963.13	11337051.61	11092942.30	13389613.88	15813046.33	11290203.31	10912638.51	20161419.13	14473238.07	14268100.93	18759217.69	9414039.17
O	11748957.43	12577790.85	14123485.86	12597603.83	15777757.61	20515094.83	19737039.72	15403459.13	16969260.46	13250561.17	28696982.64	17450738.84
P	11539689.53	11613139.66	10829281.91	9155277.93	9617287.63	11617237.31	20757075.71	22345784.03	15935369.13	16841081.98	31016707.25	17120850.54
Q	13291330.56	12256600.41	12990214.46	10394953.31	7617634.64	12908266.81	16243789.05	19769793.42	17757551.13	15901336.99	20760084.23	18555691.60
R	11752940.33	12716050.70	12730161.69	11330373.88	15387941.08	13383919.00	17319992.63	10848846.97	14665915.07	14454226.69	32751136.75	16602372.72
S	16574595.77	19656774.70	17245285.44	17051466.44	23902463.79	21463742.40	8747230.02	7758420.30	14238176.15	14302209.31	35626233.91	23749341.53
T	27535559.41	28690691.12	22376905.97	21790641.68	33716432.74	26424214.83	11186634.92	8566671.91	14237591.86	14030136.57	17062617.20	17668051.55
U	17434018.73	17602590.53	17453218.59	16831148.31	18792362.99	26660116.80	12672010.78	12330085.75	16425650.71	13051416.97	23165197.33	16192448.68
V	16177412.66	16514492.39	14189855.28	12783781.36	17977697.97	14703493.04	4690631.71	6466402.37	12141675.54	11392281.11	20704967.96	15907040.64
W	16829866.27	17426364.53	21588004.51	17109658.89	12588170.20	19215856.61	4944000.05	6606634.25	14378492.20	16004895.20	26681289.17	18392245.97
X	15271695.69	15301426.07	17864538.32	21146605.91	24460470.28	4089113.47	4545901.83	5617115.27	19643790.82	19006359.48	26581636.77	17307929.88
