 	1	2	3	4	5	6	7	8	9	10	11	12
A	25410836.98	1959057.10	17359310.36	4582972.32	111967703.62	23224906.48	2235154.14	3320619.58	1203345.35	2562255.90	1406180.17	2731215.97
B	8036197.96	1382907.42	1662481.11	2176660.38	21046909.09	4045028.94	35952068.67	5681875.15	1507134.12	3402218.30	1543658.76	2859821.92
C	6636016.25	6867693.09	4367562.92	4307799.55	11116994.10	12145166.95	9951013.15	12762948.99	12042345.84	15742726.84	6777997.95	2032386.51
D	5316199.97	5917173.57	4583704.30	3595497.70	3644707.96	8596110.49	10004371.42	9972674.68	15838156.11	22097221.14	21188651.26	2997573.18
E	5455497.69	7236384.07	2929906.32	3543922.74	4974233.12	5947356.73	9039176.78	9794001.47	11507993.34	18158118.01	22780506.16	3248527.76
F	5766215.79	6066874.46	2842557.55	3521519.95	8746038.27	4794625.25	13685481.73	9793576.62	12364096.04	20641490.45	19472780.30	4235975.49
G	7181588.45	8571524.47	4208482.93	7377912.65	13755221.28	7232996.28	12218330.13	8140307.14	10648054.00	19572323.30	19640680.37	6903709.61
H	6853643.96	9206160.27	5710704.01	7587020.87	10431719.46	8490891.63	7399724.86	8264236.86	10822203.90	18345877.83	16242955.08	2582184.63
I	16182520.17	15338860.07	77444079.19	52973117.28	13152694.72	5950536.55	7367457.84	5898955.87	6403675.71	21138763.02	16197594.67	4594773.05
J	10322549.13	11155261.44	8143776.78	10276154.13	12395852.79	4895457.69	6106110.42	6180359.74	8086699.28	16940287.61	32026184.39	41230772.07
K	9859195.81	9891872.37	7271146.70	7925462.19	9153341.53	9359561.75	14431032.36	11293984.44	11667757.86	21683591.89	12572228.28	49917662.10
L	9851631.65	9558262.08	6571573.77	6415193.12	7885133.89	14574220.91	11786231.20	14079812.39	9223133.13	21307720.88	9599459.63	63343870.58
M	6863464.34	8844040.91	4935378.91	5654894.69	10041775.73	11109661.57	10014317.01	10154411.64	6234202.48	16056930.39	23721981.64	34879071.84
N	8303322.39	7358934.70	4199988.01	6417335.07	6575973.33	10016694.32	7806986.43	9393516.88	7477627.83	15991353.26	22065782.31	35333663.49
O	7069120.72	7120326.69	3316533.66	5393344.22	9160814.98	9783714.38	7706809.03	9028691.86	7502545.35	15850312.57	20235939.03	13554919.05
P	8284809.44	5760925.04	2536575.49	4442889.26	6948425.42	7719569.48	5912392.37	8688747.83	6770333.15	14686159.25	14355623.97	10837442.33
Q	7077192.25	5638648.91	2293906.74	3036847.02	3859465.94	9745649.77	7207271.05	7057354.06	6643470.94	11070919.47	14577763.76	13087640.45
R	6377219.29	4947793.10	2202573.23	3034423.98	4473962.06	9598723.64	6841963.70	6319335.08	5532071.20	10074733.17	12363511.02	13536844.59
S	6923349.38	6043301.64	3660486.71	12360003.85	6618476.04	9448468.78	7663495.81	5384641.61	7413186.39	18018758.90	10067592.80	9761603.84
T	10855178.86	10771179.58	6704273.54	16140014.16	11935624.37	12208256.10	23072913.89	10395160.28	11147702.32	33265470.04	20124734.77	15171736.68
U	11258168.87	9374586.55	6658273.11	7390701.26	5775195.80	7655517.33	11436871.11	9543253.51	10612076.69	12375680.07	20248314.21	8372977.43
V	8755018.52	9139921.53	6847380.52	7809927.86	6538837.62	5130920.65	6817520.84	6796990.62	7300734.39	12277301.85	11777979.87	4486110.33
W	8732537.77	9767536.98	4139431.97	6646829.18	9703636.47	4224811.27	5505433.93	8928664.77	9536151.60	13847899.32	23754246.36	13538981.70
X	7317953.46	8573154.00	5699384.54	3681622.79	11454667.61	2664660.19	4236208.37	8198482.95	9471102.85	23876230.18	19672338.99	12555329.93
