 	1	2	3	4	5	6	7	8	9	10
A	56401191.51	205838293.05	60542805.2	6788918.47	1827388.4	2021103.53	2168209.91	2180949.18	2596713.22	5180951.25
B	27257825.25	24003598.55	9534965.27	11123778.09	3301239.12	2523292.78	3115087.15	3048963.02	4558357.39	24076300.99
C	70001693.39	73767549.95	80961571.3	53342828.16	60105152.08	20689865.81	33711933.09	39826506.68	36510742.87	26717639.81
D	83475432.7	81629915.41	67263137.66	47287916.13	31316157.21	31454632.72	38872793.53	54367536.92	51011290.28	25690505.08
E	59751947.51	77599323.23	53859119.2	42339169.85	35512128.44	12273778.78	46506824.77	29148287.39	40913509.33	38178911.57
F	82292781.26	69690775.02	69033412.97	56500553.28	67496285.07	12284352.67	55312475.12	33978475.6	61708237.13	39620163.52
G	70522731.7	78917912.1	87449544.49	74085056.41	98329186.72	46510390.25	76072008.69	73865792.25	80364456.94	61443427.55
H	78337342.23	84036840.63	78452308.62	63862100.38	81828963.11	43615446.62	89264538.99	85825376.52	88905807.68	53182751.05
I	94439746.18	98731352.04	94684243.67	72720459.96	118489714.59	57564441.1	209168146.43	319201682.5	165972511.4	115953965.8
J	98518421.31	93696959.4	93102761.71	61627199.73	106694306.69	60596353.08	190253657.32	212881410.14	170665313.17	128057008.13
K	92723496.87	97119088.31	104424418.55	94430799.2	113442746.64	62667369.12	95043444.62	92386203.97	93182175.09	68110551.96
L	91186017.24	108588304.92	101925286.17	110721143.55	74799722.91	108076470.01	63569477.72	78149365.52	69192180.14	51252126.32
M	87012404.0	95954152.36	97910133.94	150689819.6	107505712.38	68921567.48	67747454.39	66955039.18	56292159.14	56380119.87
N	73532774.66	80092616.42	77449694.38	109433131.3	67877601.62	64000183.47	51766881.97	60463993.95	59283543.08	52818378.69
O	70374819.82	88061765.57	74012096.56	70579858.66	96547279.85	145113710.79	69525217.97	61068859.62	64390475.02	54716124.0
P	62931463.23	68615721.33	64880680.12	60404195.92	78947892.42	157144268.44	61174733.66	65885380.18	65977431.89	53908457.71
Q	67578632.35	63182814.24	56099512.12	62539885.98	35207901.37	116520163.12	47642725.96	51621125.15	57952190.77	48715535.46
R	76071542.89	75940258.85	46741586.66	66286829.09	49236168.75	81058183.09	58378483.06	58625142.05	65130994.13	54413707.28
S	293072171.76	188523866.99	212888522.57	173666402.09	150412079.94	202249484.01	205710925.83	184926727.87	144041763.78	149089159.92
T	133031433.91	134743926.87	109354973.68	108587289.74	118941695.3	81779171.96	104547058.05	90192104.48	92211678.83	81609893.4
U	102642576.29	89440806.18	94300361.33	82762215.1	83520036.87	60354489.9	70242400.1	52473197.81	66186714.99	49750714.43
V	109607161.38	87438322.91	84805824.43	85120407.52	93173844.02	47608284.68	77816685.93	74748436.78	89526068.67	60468803.28
W	105995817.09	91328682.31	98894233.94	83314966.05	138468877.53	43806057.46	84449023.14	72816120.19	100832840.14	67402556.28
X	101793007.55	85197433.07	78734451.76	58269215.63	62257743.6	21633534.53	85606121.83	87584511.15	99092923.49	72600182.21
