 	1	2	3	4	5	6	7	8	9	10	11	12
A	15838051.88	27386318.57	19110460.66	10968157.83	26671899.51	20839002.36	27802245.99	24127951.42	23959155.80	4816587.61	359024.62	308804.29
B	15913682.52	30034934.42	19789841.36	14720669.74	21171954.88	16249647.38	16347447.29	5353842.19	8991675.39	5305777.28	345312.56	329418.90
C	4486434.30	4698321.48	5286242.64	4374101.55	9298579.34	7149483.70	2744164.19	3881326.58	3371132.08	6524221.11	378347.29	295212.86
D	3060263.62	5558223.00	4184418.73	4137808.28	3626003.55	8186351.52	4987293.45	4558801.15	3527968.99	6047663.76	398290.09	287467.55
E	3581868.12	9293382.35	4712900.53	5557406.60	6083810.45	6525398.12	3135476.98	4822056.88	3499872.90	8762464.90	434576.93	285406.64
F	5010814.42	5082128.53	4753681.17	7658864.48	8236035.19	5374060.92	5668283.04	9727554.27	4519229.06	8925172.51	401486.48	296552.18
G	5176377.71	8327472.22	8213592.77	42923249.28	19646381.85	14414194.32	15307873.31	17618257.39	7663046.65	12774823.39	400237.09	317007.51
H	4780140.42	10014030.46	9333390.90	15800768.88	17084077.31	20628338.08	9581154.31	11558547.39	7246950.35	22852333.28	545809.40	307906.03
I	10189569.59	15086786.90	73046753.71	9668898.91	19918848.45	15013092.45	17073549.75	10483959.19	6014216.60	12365565.52	462950.66	317343.32
J	9838193.67	12460859.83	32315377.29	9966716.36	28240112.77	14299907.08	10949559.72	14098902.11	9862667.68	18908179.26	511986.21	323233.58
K	6333242.70	10667818.84	13332551.01	8568740.87	11850003.26	11098164.81	11496503.46	18012100.66	10484441.69	21855396.65	581845.56	335957.15
L	6357974.88	16490451.09	6190436.10	6080037.32	7115329.58	11195924.64	9326720.11	18253319.25	7891797.18	9692238.84	459726.79	342227.36
M	6585665.54	9551186.81	5557461.65	5784486.85	10245886.12	18061107.52	8930707.56	16399782.56	8468466.08	12134563.48	492122.67	337768.28
N	9175053.12	9755319.36	5605483.04	6114469.64	5916686.62	26352451.07	6984667.58	15363259.77	11041390.34	34950647.27	899297.60	329184.93
O	10944469.73	16733066.86	7105867.52	8738325.66	11679863.06	13170303.61	11799696.14	12414175.28	16437629.71	11951817.89	476366.98	329313.05
P	17111127.85	12059374.50	4698005.09	5103134.85	7644524.19	7977929.91	11915557.41	10452996.29	23903132.84	1694559.84	351275.71	316989.70
Q	16716500.34	8493949.44	3819457.12	5813238.82	3252434.63	6689265.58	11678358.93	10231049.18	17132409.98	1315822.49	338685.72	320343.89
R	9908538.01	9907893.88	3427108.76	9015651.46	4676190.55	8231252.29	10268275.84	8471269.40	9236528.45	2265505.71	335652.23	315135.34
S	5186014.51	8513527.37	7808997.26	26520373.33	11434579.62	14373928.37	23707002.10	8399548.46	5105331.55	665611.30	331917.72	307153.21
T	6082956.69	10676174.42	14883769.48	70548162.71	18808633.60	17601719.31	34184791.92	14857857.25	5556445.60	747034.27	313874.70	301067.26
U	11053667.41	13509641.28	9848306.62	29329152.44	11041061.54	17455751.73	13241025.49	16103750.86	13054390.64	767870.71	317561.11	314253.24
V	6852588.24	11201147.45	6562729.92	15364871.88	14180509.41	8691793.39	7526453.95	6518987.24	6981232.71	1023688.77	335596.90	308507.68
W	4999707.56	7216625.74	5391173.97	9720497.95	15841138.24	10042911.35	11539994.30	6520309.30	7893697.40	759717.30	310126.27	307980.18
X	5968776.23	9967478.91	7900944.72	5535439.36	20318011.66	5788441.81	7562741.47	5007685.75	7463279.41	801695.66	310405.73	305092.97
