 	1	2	3	4	5	6	7	8	9	10	11	12
A	1820606.92	969722.70	2154297.38	904236.50	3177504.67	901917.61	2873872.01	3098287.18	950803.20	3050930.22	1328606.33	2607570.36
B	6636727.16	1133260.48	3850106.43	1018939.01	2843668.88	884195.98	3353725.33	3924532.74	1064091.01	2780319.92	1468010.89	2766950.55
C	6460994.89	3338569.94	2253600.17	4757608.56	2002371.19	1389641.63	3984759.21	4144314.24	2909279.71	2232260.66	5569012.48	3488523.98
D	2128670.48	3267817.62	2489664.19	2050311.16	1357999.07	1706013.09	3976345.18	3871242.35	2705053.53	2143320.65	1959200.23	5494457.64
E	1617848.59	5511933.84	3045337.18	6228872.38	1639403.12	1359587.84	5087031.12	4293019.55	4921595.57	3372917.81	5249871.69	2883309.28
F	1695155.97	3271230.67	2233864.71	7877660.92	1811253.16	1421652.45	5364638.21	4678462.79	4189045.89	3054967.44	5738795.02	2654217.28
G	2909152.87	4228327.20	4787112.42	7911791.51	4865705.32	2358432.64	8100331.77	8496115.61	6364453.29	4172019.75	5397283.20	2293592.04
H	5923673.04	6174443.51	5719013.51	14853623.17	4456718.79	1911929.56	7492737.30	7199439.88	6833481.55	4047739.25	4141824.38	2167876.86
I	10105742.33	7041049.08	4777087.04	5431820.79	10359621.72	3450817.64	7520620.82	10411516.21	9983402.01	5392758.94	2119977.26	1511561.28
J	2767294.24	7968511.43	4253143.83	5749698.72	13791485.68	2688447.64	5603858.75	8536454.84	8938081.41	5544838.42	11127945.01	2453763.01
K	3504742.95	5065007.89	3269349.53	5548344.99	7723412.28	2217612.04	6019747.75	7784625.71	6020662.73	3986955.09	2817943.77	4266679.26
L	3327454.51	3974771.07	3493591.45	2831767.59	4935259.96	2246919.31	5560394.09	5554384.65	8889242.83	3982351.38	2799954.53	5132161.48
M	10062728.22	5263235.93	3383022.36	3904724.03	8716736.64	1979521.48	4458958.54	6154422.64	5605199.37	3619889.18	4973175.82	7140897.65
N	4493053.86	5119221.55	4006022.34	3289921.82	6110446.84	1783236.05	4719445.91	4966940.21	5630292.14	3836584.15	2640846.53	3558099.34
O	9133577.86	6829677.84	6432256.95	11418739.19	6213208.09	1711244.81	4672000.36	5049205.04	4992757.20	3478419.09	5380788.28	4655510.34
P	10499735.53	7306988.18	4337561.80	5573758.37	7337788.35	1811600.47	4019474.24	5646461.38	4958371.35	3629509.31	5525439.03	3203107.71
Q	16433061.43	6120308.98	4928031.78	3699660.08	4876361.62	1412340.64	3595811.04	4480458.41	4468425.80	3146128.86	5244448.86	4058938.96
R	10056545.00	6093662.03	5271476.43	3330815.96	4395648.71	1483692.44	5271194.40	7049439.08	4544765.44	3619545.85	4167352.86	3652316.67
S	8315837.72	6612201.68	6810877.54	8442376.88	3531424.24	8910120.32	31325167.00	36243425.13	11986373.78	7300154.84	2007438.27	1372439.40
T	4944311.77	5713920.54	6741480.38	5715776.94	2951131.47	2745785.51	8229140.75	8474126.59	5852227.64	4917605.69	7218837.98	4495943.14
U	4696631.43	5369434.90	5247517.95	5606488.15	3424101.65	3007074.62	6474714.78	8347110.75	6316583.85	3951318.44	3099835.46	2929099.19
V	3001315.49	6957993.77	9202467.84	5269960.36	4320088.81	4316874.96	7284322.40	6726092.35	6945441.59	3745320.80	3110734.62	2505121.56
W	2590563.43	6325834.43	4210322.63	2766177.13	7922825.91	99964895.25	7278540.04	10666925.10	7548893.13	3422480.84	4587020.08	4049497.15
X	7614134.38	5260312.92	8921287.46	2216028.59	12743566.74	6415286.88	5119157.71	7873214.56	6754640.94	3466909.45	2008636.70	1678716.80
