 	1	2	3	4	5	6	7	8	9	10	11	12
A	45595876.83	7178955.49	33636804.09	5019390.08	7920991.17	3774071.39	61275842.20	73467125.16	7354180.56	49845040.51	12334766.55	53310828.80
B	168845957.71	13094087.35	6870740.24	7337961.91	48496236.46	6598398.19	53874308.12	44541796.34	8107415.55	22402206.02	15081805.87	41365421.39
C	89786021.89	68550198.57	60891508.84	43318336.16	94263310.45	20499435.11	19256331.82	39772958.04	27730055.33	20870789.32	162074684.32	120665423.49
D	72754991.44	65790194.21	47299891.16	35882673.94	25520079.20	29858830.06	28121627.89	43204326.99	21850727.44	22101860.94	38206476.07	67565862.55
E	68544396.68	72050254.75	40141631.20	22932818.62	48197267.48	12124929.82	19682739.23	16051813.98	29112473.17	26958432.59	124757650.60	120160030.51
F	65888038.41	73660243.24	37540531.22	35506177.83	51722626.66	12961210.01	25056943.78	20652261.61	28835491.20	32484177.70	111839225.43	53528755.74
G	73118407.99	74091119.08	65456613.07	69058337.41	97502552.31	50094017.70	60440531.93	65732874.98	72871251.85	59494956.90	96753785.98	117483152.45
H	69608410.26	73019647.02	57415812.10	59270652.80	79442651.35	71920951.63	54421710.96	53139699.24	69892569.66	50923748.06	138337992.87	38699269.86
I	93462168.66	87380261.15	82314028.00	125179691.64	120694906.76	176520554.02	257426519.19	220499068.98	168414253.29	147027085.44	77506214.03	12126002.59
J	93052795.48	80443666.57	65987690.88	57176104.07	72984219.80	153015894.34	185381542.25	165631780.69	161001755.58	129938334.19	84102366.57	44290505.00
K	87912014.62	88062929.75	78573227.32	90809551.60	89509156.65	41759961.08	79516177.86	73177766.03	72836207.75	66979745.84	46122144.29	23371052.04
L	80714414.50	90088584.14	89410387.95	110656619.88	65172969.40	52584804.45	53355364.47	58229413.88	70695531.45	44177687.12	55635519.46	28008264.22
M	84529513.99	84843985.33	100417358.71	147530728.05	107035954.92	51939845.10	66556489.36	65084793.26	58413390.25	42263025.93	81998530.33	34485627.18
N	82255575.04	81374294.39	74706764.02	104310157.39	69152539.18	38718937.55	46386181.32	59986684.66	48250222.25	36251930.56	77878328.32	37451926.68
O	77033696.01	72485223.91	77433543.54	62271850.38	101393900.07	104159483.62	54711005.97	51250341.21	50462451.60	39885324.88	180037922.06	75119015.12
P	61523462.18	63271519.68	62840999.68	51797308.67	71983564.74	101560990.61	52404457.90	60478853.33	46926429.37	37964710.19	120482023.12	60950838.69
Q	64019624.46	60460538.14	50793303.78	41991122.45	28955911.29	72828506.26	37266876.13	42945821.96	48282437.50	33428126.42	152405628.09	61526014.77
R	71475349.13	59394013.15	40553937.97	43348817.94	37695903.67	53765437.92	39950953.57	48418960.15	49652937.42	35783508.89	142696959.53	70921883.47
S	357888595.40	206137032.85	149330744.80	150519372.84	168292203.35	245326718.42	222394336.71	165624543.32	153896296.28	199779413.15	144551672.90	93579784.00
T	120834613.69	117022882.02	81716043.37	79412010.95	107434415.99	73480579.24	90442086.66	76703281.90	80653339.34	74665163.24	84342957.41	109217228.65
U	113430186.83	101465520.45	113232827.88	97394997.96	99374162.29	89112426.21	72630248.57	61800816.86	74539640.30	51007707.27	66932415.86	73653485.77
V	93140868.87	75406548.52	74128453.16	72476437.43	84857048.92	55505831.53	59607484.31	65494895.32	64875316.08	43456512.51	75125668.87	83278553.50
W	112576526.78	102827338.89	125585610.15	95910648.29	122974274.79	62191015.84	68798936.24	75222595.24	87341833.56	59719497.93	99494374.19	98221864.27
X	103587126.97	73583221.72	62097433.95	45171120.18	45759483.81	18355088.58	69505219.55	85021320.50	74451129.12	66163411.24	82215469.11	84327330.33
