 	1	2	3	4	5	6	7	8	9	10	11	12
A	12304498.25	4175412.81	9908409.43	4672447.87	9229640.53	5159051.54	10683909.60	20116466.89	4955752.28	20769268.43	5255146.37	18218485.96
B	12032008.44	4929712.62	12813587.98	5254889.16	11082015.95	5345029.07	13579891.96	17994018.35	5802447.41	13057357.75	6151369.08	13775531.65
C	17602805.63	18619732.42	18272342.34	10336150.38	18945576.41	33392030.60	20366260.86	19936199.46	18354465.03	16352314.64	11660344.21	12829396.08
D	15990336.19	16029871.54	18703356.54	27498181.31	14337345.73	35024150.74	22730948.95	15810942.98	23341897.77	22804801.14	12307552.56	10546043.20
E	17329201.27	22004150.30	23592834.63	100555177.84	23185397.97	60914759.70	28895113.24	27270479.08	25853817.12	22935213.30	12237706.09	28526243.01
F	18385030.25	25048085.07	20054937.64	29354742.52	20492874.48	22296785.43	26742437.53	22100590.30	24898666.38	19623026.05	10007387.04	18574386.47
G	14292882.04	12290493.69	14828998.22	10879164.10	13867569.74	11428798.95	13450940.60	15597906.55	14794094.89	13691447.33	6732397.17	7806116.79
H	11147094.40	12114211.96	10305040.01	11264967.65	11690333.36	10760876.75	12711497.25	12904290.14	14856193.77	13302660.83	6869903.15	4830353.90
I	13610016.32	11774792.52	10383356.59	8098376.43	9312653.56	6718264.62	12595784.32	9738914.05	10499543.22	12414715.55	5785184.10	11741037.73
J	14152400.35	11786212.20	8651202.17	6195285.49	7914222.40	5668387.39	10284232.14	7982509.05	9946797.63	11310414.95	9916856.80	92712987.89
K	15466273.84	14586964.91	13653699.50	8390566.49	14359269.62	11670270.19	16722836.44	14043404.48	13511185.21	12975767.16	7468580.98	36338223.09
L	17728704.35	18816157.04	11477842.33	6980631.82	12483624.81	15386947.92	11895022.04	18998655.33	18499693.97	15935961.28	10112410.99	30904790.57
M	15044603.24	17544662.57	12921935.18	6535692.63	17579942.29	15839545.34	17215531.13	17212464.12	13632909.13	15003061.24	10149207.67	24553637.27
N	16236702.52	13477662.29	12543463.61	7114884.32	11842861.80	11152891.76	10349016.61	14487198.11	14801729.47	13768364.62	12826786.88	22874224.22
O	14548631.74	14397239.19	13521177.67	13576477.49	22387592.99	11795808.12	9907237.38	14607908.49	14051661.18	13152945.35	12581597.29	11583582.36
P	12981522.02	14666815.74	11942913.97	10336059.24	18715722.64	10801538.88	8934740.53	12888543.36	10853845.42	10976627.69	9882104.15	9059344.05
Q	13516189.62	14493115.57	11768383.14	7797602.93	13622213.74	12906182.19	8431891.56	11476921.81	11827869.95	10533607.55	6666429.43	9520521.44
R	14396239.30	12765730.06	9723734.51	7043101.56	13478383.17	17708537.25	9262715.01	12754976.65	11519470.21	11390727.06	8464539.57	9198751.10
S	17757525.39	16727672.89	26024102.04	17126498.06	20674489.83	24612236.66	13567622.08	20414949.34	16362584.24	20958708.18	5920566.00	5176712.54
T	14410136.76	16009788.24	23511847.68	16663344.47	18759010.48	16250301.45	13966120.74	17884981.31	13041517.11	20424436.53	7479522.37	11822262.91
U	25848472.08	19952213.93	20641399.38	20156153.23	18443378.25	24645032.05	16922729.02	18269149.09	18200052.52	17724006.81	5546361.53	5226141.74
V	16976931.67	13566707.70	11928316.66	7998543.66	10225596.11	10566982.52	14217308.34	13734004.28	11921436.36	13551178.05	7398387.05	9531915.97
W	16896817.06	17654000.34	16186638.38	10905082.07	7126634.51	10927017.66	20175339.15	13687616.49	14296735.62	12874301.64	8700879.81	9788968.60
X	13734100.62	13345608.27	12447156.46	6151456.70	6774058.54	5558439.55	14821061.98	16535269.00	14353600.35	18857885.56	9560847.71	9999894.30
