 	1	2	3	4	5	6	7	8	9	10	11	12
A	117513745.46	10843703.30	67583775.55	9060194.47	118980702.44	9253234.55	110162829.14	224774331.62	25091940.98	283875247.48	19351733.47	96814663.29
B	46360513.83	14413506.82	147453610.14	19681016.29	87193983.55	12107194.86	112481081.47	230133436.78	33792520.73	309031581.48	26077527.43	130048778.66
C	283880022.36	249368139.86	332324103.36	282491387.70	129685315.24	177756807.02	789279310.52	145429409.26	105565594.37	100967394.14	78117737.44	162266967.10
D	162452970.90	210008330.85	226596937.00	285495781.09	89003020.53	60269061.60	58265343.07	104136044.08	136126655.42	245979920.34	148799669.07	211883838.77
E	144836709.03	146403127.29	151892379.47	148790412.24	81440169.39	95445155.32	30102915.97	178299538.62	130242944.02	68398810.53	92593546.65	229742712.68
F	151099611.61	181856831.30	175440050.73	208282626.28	76800339.74	31169604.11	30218140.83	121371111.14	129019639.37	70746191.00	87483511.55	224050079.69
G	135500230.23	114222957.00	132656136.09	116907634.98	119745477.24	34437423.29	75575850.65	74517397.81	129155973.79	91384873.89	41561069.61	88131213.32
H	123465200.49	111079953.02	111706830.91	108521213.02	94286762.05	108003562.54	77945675.52	125897809.09	120393931.89	92652627.71	36947090.44	29609487.19
I	225874378.45	143747226.64	144076488.87	81123701.22	217685047.42	115060042.02	246010655.45	100440778.35	181568727.44	129640560.21	39486619.74	10087475.00
J	183442694.87	151575625.48	112267391.43	73200192.08	167523730.89	77210530.33	124753380.57	88597410.40	139827284.43	104518497.37	129606141.32	79056314.93
K	164054392.67	135272237.73	149698744.17	94687309.91	133577404.90	91812154.18	201998226.45	137298385.46	137924200.30	110166500.70	61289277.23	100471260.73
L	151359435.90	146351077.57	112418709.72	75402853.27	118318309.10	151285307.28	260386306.28	137330686.01	196531824.11	114440528.39	81030944.46	239093142.09
M	188949113.16	148826562.64	138807567.59	70269873.45	155152622.20	170926024.89	209867089.56	154274451.95	140104653.40	104802222.24	92023809.18	134566113.00
N	173520173.93	151112460.71	107214383.35	87619978.93	120871438.64	144102971.42	123987198.11	133835071.19	119289070.38	113640950.33	99675992.85	129589788.38
O	132309620.65	116687795.64	123536743.83	93157204.95	144367277.26	158523518.48	188440631.18	137548960.48	140755831.13	96117360.62	124573446.77	80238950.31
P	111825815.60	110175157.74	102486536.47	140815500.93	141916932.61	156683300.11	100208612.47	128563561.36	115402569.96	113042810.06	109706034.40	63857894.07
Q	158488391.25	119595349.19	120558023.66	81011301.82	158054181.44	179509926.02	146585538.62	126818397.78	119786096.36	103663290.92	72641363.95	61495630.94
R	149909558.20	121963551.12	95272560.35	88529820.65	142164290.89	148461809.10	124161705.09	134636667.50	105295052.99	113867371.74	113478693.13	77461679.01
S	230455693.25	191985393.22	178269671.59	178449628.54	134866698.62	108085767.78	154137893.56	147464585.10	137536252.09	152134439.34	73081228.11	89360363.13
T	308591197.48	370621203.75	286599140.61	229295210.33	186170358.04	124718042.70	266042215.43	269903567.15	142809617.87	265121578.89	152890050.87	91551295.44
U	243210605.60	198037532.39	236618282.24	243736437.24	164795885.09	147473622.01	225612374.07	201942719.57	163138794.14	133184356.88	72397544.89	51440988.59
V	164603125.20	135582574.59	125205130.78	136084200.41	116029112.61	72501513.25	256925071.55	138624179.44	142517927.65	122479294.66	105951855.99	69606594.58
W	204491940.50	160771355.14	150598356.08	105298716.89	71546621.10	30326379.72	84060018.21	151354358.40	164334616.14	108130535.65	159612712.78	83633834.85
X	157005410.06	113601158.47	105934211.09	147193594.49	102359710.85	11975587.88	42390846.37	62082259.42	174093425.17	189308369.58	166453461.21	84793831.20
