 	1	2	3	4	5	6	7	8	9	10	11	12
A	138971856.32	30556433.20	89478247.50	19211739.26	112077727.92	16473947.31	117227775.55	139472620.00	15633202.77	153014682.95	32004336.27	136983162.65
B	197809715.89	40754392.82	110089570.27	31780656.41	98050274.80	17870269.63	132072982.83	116334068.10	16217500.62	89771536.07	30241505.41	130918255.21
C	172188428.51	133662992.73	136040183.48	110359766.21	93829130.83	58779664.83	41483725.10	86053994.43	77766598.35	84929125.01	277001441.19	239569183.02
D	132524160.10	154437880.95	116985497.10	126022515.64	80098680.62	59787077.45	45346780.48	71384088.18	71958907.70	74003889.22	139655483.06	235731079.96
E	155707246.26	175698331.52	127039356.56	118991572.33	115512361.65	36740350.74	49414449.95	54550944.70	79412760.16	89057991.35	222784257.31	227986187.38
F	153025757.36	196533006.96	116174964.33	153601833.79	159606583.13	38418525.60	82202159.55	63570460.74	90971099.98	101968354.39	242321438.32	140239930.37
G	137131856.79	161596451.49	110473276.97	175364316.32	184731133.41	81686746.80	155554963.03	100444863.33	113557255.43	124423354.41	145541811.20	149304043.67
H	96151890.60	135909756.10	87074893.32	143127349.84	128221546.75	114290456.41	92921157.94	100126552.33	91933310.96	93433962.12	250746901.35	63268845.80
I	147492778.57	154769105.58	95673191.83	115351410.25	162695146.99	99340602.57	281831951.23	171646888.51	178933107.93	182957699.54	88007921.47	32940108.91
J	113264374.06	145833329.78	73566608.95	89378319.69	93229599.83	70450374.84	176389564.19	137582444.54	116341055.37	156315132.36	196998582.02	45122063.64
K	149741831.02	190517560.42	133134131.07	184741221.13	222970177.74	101260248.64	142791605.37	142781521.56	137147183.24	134725756.13	124638045.97	53095807.29
L	113378134.62	249992195.52	141488226.82	130757728.47	70616608.17	140909842.61	89919910.32	195167166.14	133541182.32	126696479.61	100825851.15	71290068.23
M	137957732.53	159267346.70	128949572.52	161078590.24	100821959.39	136708712.36	131799505.67	188591456.16	120928967.49	126647230.40	165815982.13	90249199.04
N	105770346.97	172130203.70	96228829.36	139858521.17	87290486.19	133023535.67	69737113.56	161474939.63	98154781.01	118299615.36	165470866.69	117407912.54
O	105147379.34	128726843.68	129747706.55	178867296.30	144638187.17	222743589.58	116485508.66	202246578.72	122953029.76	131034347.47	203951718.91	209891568.35
P	71376036.46	115999839.03	86182570.33	143176963.74	83764910.43	155656580.14	55154098.92	186540012.17	102168643.23	137847603.38	231228311.98	148181508.65
Q	102615039.37	117008921.40	94752513.76	95628844.21	61580927.15	278686902.73	92994960.77	187016616.61	126567530.17	120127498.06	167447495.00	207675834.65
R	82170565.37	119166663.77	71383459.92	80534857.10	56456037.10	210736625.92	87587470.02	112282259.43	73812880.24	105267532.45	259642891.16	202619310.74
S	227385520.91	271995768.50	173017718.83	312667346.35	173258811.58	187037093.33	189388003.76	201621498.29	124523156.56	300541003.11	87379264.58	160450879.64
T	155848698.64	254417312.21	131647978.03	218712775.85	93915569.88	101460196.86	142981975.11	166154167.54	98696376.54	207453625.74	193618639.82	302525299.76
U	168839776.31	197588317.93	166138114.95	212352581.36	109926477.09	135599579.34	155149679.22	152829476.09	120079746.37	124584734.46	108623208.31	172534163.49
V	130759200.26	164642967.98	119427250.37	149178988.08	82515247.51	63813849.81	123443441.65	103559823.03	82798991.52	103069403.89	96317483.98	162690191.84
W	210842779.13	215683263.37	160379439.65	181429132.86	144141728.48	93236069.61	101364404.15	134999784.58	127419527.86	131687402.45	211332063.86	199786787.99
X	135081845.13	154402505.94	126566180.71	116395122.52	105236718.76	40697885.41	65620618.27	106899587.32	103199523.91	129313252.04	172167195.63	186547118.21
