 	1	2	3	4	5	6	7	8	9	10	11	12
A	74178041.23	283130629.64	88736732.09	10021538.35	23714036.47	144760306.3	47540293.38	58831469.17	6328909.54	57454627.56	9134022.41	47617020.56
B	6950424.11	16595201.68	7806777.6	8054289.25	5647975.42	9044250.77	5612205.6	9957804.79	4443977.83	30459153.51	11818147.53	42056855.41
C	89797361.67	61559099.57	90323872.32	66527019.15	74592235.77	22986473.55	42317561.75	57526598.64	44500378.91	31215690.51	165090959.66	78488056.89
D	96810540.05	97015122.18	102642712.16	85964458.06	58827129.8	57350330.69	56869334.78	68769591.76	52446829.86	62198592.81	41696605.85	62194273.84
E	68043182.99	80810489.12	71313540.95	44452942.27	50136778.13	15272693.64	68671370.67	37426419.58	50105803.25	38878510.58	109875782.64	70532769.03
F	84578153.34	90982961.57	75569678.76	66650693.46	79852358.1	14399207.15	64074854.9	42919445.4	48512420.87	51220649.82	101185733.25	51240373.53
G	92478487.35	93029993.38	109479464.14	91885943.03	139638767.83	55246214.42	85855426.12	66594610.16	90338041.82	62124988.86	96961266.27	75343793.01
H	81397376.96	90323049.78	78464362.54	78732776.08	103963153.59	47871530.17	83791679.23	75573506.53	80786286.79	60012783.21	147374993.58	33280872.69
I	101381594.12	88030110.33	100192033.53	73273226.6	130632256.43	53009911.03	218945445.62	255227810.2	151994614.42	103731854.43	31142893.96	8889177.07
J	83141843.18	85799229.73	88110839.83	63702421.29	117299203.7	54589451.6	177056417.89	217120273.92	169520247.68	102664673.78	99918421.39	54460322.92
K	92250002.81	98143098.42	104729031.94	101197175.64	122486439.7	63865729.22	114846871.27	115213389.11	106091594.74	70433393.1	54694131.17	30452694.0
L	83089125.81	107103622.15	112013328.03	122963073.79	76932613.26	118586347.99	54201903.85	85728164.4	93291297.11	50369093.93	72856072.68	40766701.14
M	93834767.68	104115491.63	95331577.33	166941252.97	109246839.3	76654495.34	74648988.35	71932687.89	71343885.96	52182696.47	93893323.65	53142865.01
N	67976068.61	96973425.28	82473426.18	138717062.0	72736673.92	94898973.2	52920151.51	70582219.62	46550503.69	42500870.69	79502858.13	43938834.23
O	73936005.95	83123278.19	82799761.14	85051666.88	107145407.04	189051136.31	78768212.81	62964687.82	78256344.89	49626755.15	135566900.26	75018159.02
P	62050478.73	70686570.73	72249062.9	70497050.7	86627248.88	235431150.54	71101505.94	80281094.22	65491279.75	54177740.84	116567299.76	70653059.85
Q	75937228.68	71868708.02	68324745.08	68683116.91	35995211.27	155551405.29	60895924.23	67048915.24	85736631.09	54794529.75	157646731.5	73867643.29
R	83272319.68	87533990.08	74760460.01	79788420.78	50131514.59	86584089.19	69906902.14	71422802.08	64862638.39	61789825.48	168026526.85	90492044.58
S	319711687.83	221491005.72	258564441.58	238599472.91	175678533.35	237584310.58	268392907.8	195550147.05	147806765.95	198953255.62	60694685.96	85149296.55
T	143909100.15	142358312.33	138069738.22	146840414.93	118658826.5	86591610.17	119529960.19	91691062.11	82763119.39	90719467.04	106205851.31	108169721.38
U	105553232.23	101830067.33	96230774.84	118820706.45	93355837.86	77981858.01	79263312.95	63730172.41	77097252.37	54840279.46	62059041.23	76357095.43
V	109168361.0	97728735.82	88829604.09	99047103.86	89015297.88	51829225.91	82840448.81	79866552.22	86354086.97	62095416.25	87228212.29	103517641.1
W	102309223.21	107914763.91	103460200.57	106250930.78	157922575.3	57775015.34	99655360.26	88650192.87	112010882.98	78679528.43	88616691.26	92615926.68
X	89666809.62	86903513.76	73773136.42	60238684.03	60466597.73	15808979.94	99781478.79	82461148.19	82252864.07	69347073.05	80245186.22	80524356.19
