 	1	2	3	4	5	6	7	8	9	10	11	12
A	48132317.69	46044524.96	46026325.24	7565035.47	3140225.32	3962801.06	12522985.87	66215773.73	5531456.25	3405604.08	2884755.74	4157273.46
B	5422625.64	6497677.00	4244865.43	4577520.66	2521192.42	2515248.15	4589419.41	5785700.47	3108070.92	6544646.02	3037263.32	5066157.79
C	11322515.20	9256517.97	5806732.27	5182547.76	13182111.15	11687935.60	14883502.34	23631243.98	22343931.03	14096317.50	14695844.22	5197916.30
D	8718949.40	11466088.31	6009891.26	5959623.74	5360221.30	10826664.45	9409959.86	15339227.57	19815015.25	18642526.31	14278377.20	7788975.32
E	7103011.40	12067901.64	3938576.26	3688669.16	8459889.98	6678784.42	7723467.86	18914072.03	14904862.84	13760470.72	25946507.94	6013119.60
F	6699160.65	10951665.17	3681405.05	3928633.70	11040094.70	6624534.65	8352581.83	18273282.73	12790214.48	14530598.53	14513545.86	9634896.04
G	13350268.53	13295085.79	6138314.07	8928923.19	26678988.97	12773151.58	16256423.59	16171362.06	17761340.44	17248125.58	19522528.30	7594395.56
H	11655597.75	14544503.65	11091351.64	8837509.63	15658499.20	14115102.02	9685671.29	15553953.69	13368427.82	17332399.63	10291850.91	6445117.20
I	57554476.45	46665106.83	292847888.52	95944950.85	28680815.06	14632920.10	22634441.44	16715285.47	15022296.12	24589509.88	19694055.17	6757353.49
J	37388441.16	31857403.93	34947504.79	58041878.02	24130883.58	12480403.14	13013441.61	19358872.25	15245725.91	23478963.92	22628499.04	18846085.21
K	15519707.36	16227854.06	18947123.09	15367040.92	21949058.02	12880814.49	23037531.66	22360951.83	19251374.64	20118732.98	14496698.59	22101541.08
L	9810431.41	9515645.58	5627961.33	5392463.26	12127548.33	10147663.35	10583998.62	14778543.52	15909771.07	13348871.35	9842471.82	26229704.66
M	11302308.00	10075070.28	5492763.51	7347630.52	22464934.86	13127089.50	15100302.38	15479952.98	13248408.24	13131169.22	21260320.62	26314127.32
N	9712332.86	9884391.50	3997209.66	8009550.68	13467927.87	33587889.92	11038920.09	16153342.28	11551390.14	13814898.93	15638009.97	25121263.24
O	11537074.19	13501256.07	3935800.40	5440221.73	18477480.12	21597560.55	13626840.21	13794222.96	13590562.81	12840709.99	24173576.54	18447636.74
P	9670956.08	11271363.46	3725594.74	6517165.74	13172052.35	17652427.69	18230533.21	16148633.21	10189439.09	12742479.08	15225679.57	15397061.65
Q	10965246.32	10327867.02	3640023.94	4544636.59	6931425.49	21075261.46	16955993.11	12991624.74	12532934.23	11080785.01	18891947.72	22176788.79
R	10585373.36	11166593.09	3812363.09	5719480.34	8258080.34	16747201.02	14492108.52	12467411.58	10704045.82	11484107.63	15329972.40	14332502.76
S	15202314.82	14808342.07	8904865.61	34807611.39	15566114.80	19671022.23	37485740.59	15200300.03	16008476.29	22450526.04	16011430.11	17793015.97
T	15211777.13	15030032.38	10309532.23	30407904.27	15823583.51	18577043.98	44186982.71	17103336.35	13285720.59	27351384.98	21093960.71	21185889.71
U	15995951.33	15299872.96	11824129.34	14266470.88	14717049.06	16237582.70	25542336.88	22527663.87	18989574.94	20657210.59	55677339.08	14832798.95
V	14966363.94	17162257.73	9701854.98	19864484.93	14284552.72	8733442.81	14747886.56	15084130.32	14671095.14	17408161.88	19782988.31	15887324.34
W	14856002.97	16738737.87	6702555.59	12321361.86	30278814.47	11103533.37	15282198.48	22094998.61	17044707.19	16726516.76	36002781.73	22279824.27
X	13829394.78	18799021.19	7403223.80	6298506.68	21931825.96	12453691.21	13507912.76	15264837.53	19059739.00	26177726.87	35997603.91	18517618.12
