 	1	2	3	4	5	6	7	8	9	10	11	12
A	4651729.67	1313986.46	3357295.27	1081842.46	4380348.29	1050056.23	4917558.75	6732677.64	1617252.51	11358633.70	1635375.95	4087945.52
B	17745782.29	1134265.01	5653486.37	1501945.63	3858292.37	1200731.59	6041482.07	4521593.59	1824783.61	3080237.43	2099608.93	3918970.25
C	12161288.83	10159685.99	9470475.55	11053621.52	14712216.84	3787255.91	2839754.51	5282935.93	5245743.28	4346940.74	20580543.55	6860550.07
D	9777058.77	9921957.46	9628040.87	7664517.14	6348601.30	4486414.83	3725566.22	5069344.09	3242918.71	3851732.36	4348024.81	7137626.98
E	10159869.92	11960691.78	8520987.63	9530004.95	8022244.77	1883527.36	1650936.80	3536519.44	4262826.76	3869713.46	10943847.39	14602060.20
F	12228451.25	12615641.24	8460571.01	9731990.09	12330566.17	1702756.98	2152777.62	3581950.15	4369038.06	4377735.95	11326440.12	3599399.06
G	6415591.81	7540602.54	13720501.48	12289628.46	11062881.12	3394001.92	7828193.05	7981179.88	6063537.04	5215348.39	11873862.20	5479467.85
H	5060462.41	7248301.55	7945188.38	11714744.68	6665128.92	5230269.07	6647329.06	6583238.89	6768169.87	4802367.10	3848106.05	2643484.85
I	7475536.76	6595379.01	5693217.86	4915474.75	8958729.74	5135452.02	13819762.12	17944944.77	10883484.89	8230232.24	3013350.90	1221534.92
J	7076769.24	6395759.39	5269492.87	4239209.42	6584155.91	4129516.52	8314292.96	16187795.76	12334061.51	7527285.25	8040755.63	1805760.45
K	6525229.68	6649722.46	10585183.42	10402477.86	11274868.74	5981953.94	23540727.35	8471625.15	6872603.22	4770559.29	3802558.69	3251638.70
L	5698900.44	5736653.53	4467119.42	6099142.85	4765746.33	9799583.53	5187685.04	5225002.34	6944995.92	3234015.12	4657369.60	3340025.05
M	7444237.53	6219485.22	12072720.76	17873176.55	7380810.72	5933466.37	8169073.92	5365127.05	5476459.51	3558513.16	7638473.36	3714860.85
N	5081407.30	4788910.53	3234134.54	5030822.96	4341144.50	5296769.82	3281855.79	4162108.94	4494445.98	3232293.16	7709197.34	4099411.92
O	3886177.22	4201763.68	3431479.92	3855015.82	6537647.07	6688404.53	5044374.95	4449277.76	4995220.76	3532558.20	10563667.49	4967738.68
P	3473409.58	2758681.11	2586965.78	3139450.93	6284846.53	5593859.61	3041556.82	3857608.67	4060739.86	3347020.21	9510660.34	4742062.86
Q	2582766.55	2183944.63	2425434.97	2419106.41	3021649.27	8321658.56	3590067.36	3217823.53	3815026.02	2547704.69	15266532.32	5964683.69
R	3671140.98	3551780.03	3715460.28	2743659.74	3015121.31	7512824.77	4498434.40	4037808.10	4029848.14	2674135.90	6527901.57	3462452.85
S	21011642.08	19606980.49	16508720.70	20059952.51	8917008.02	11167645.32	23375741.08	18557416.00	11526213.17	16663143.20	4145307.08	4152957.76
T	8592577.65	11298678.72	10877816.21	7518753.30	5663302.66	4266767.07	7991473.98	9519340.67	6882065.06	6085082.82	8478633.43	8506736.09
U	8945312.84	9076726.60	8056086.67	8666109.31	6095087.99	9596544.12	6461733.98	7038139.63	8488343.85	4514855.40	4232731.80	3752016.35
V	8195304.02	6982933.01	5691239.49	5042764.32	5823011.39	2889842.22	4284199.96	7801819.59	6407723.91	4464121.73	5465770.78	4310488.87
W	9368161.13	9333486.66	7896530.19	9499093.73	5408529.20	2508203.53	7226386.88	10341564.55	8767154.61	5046309.99	8740700.94	6870771.95
X	9328261.01	8070952.42	8738096.42	4887744.78	3338486.80	1728579.52	4492655.73	10634313.58	8262755.59	7536051.69	8457004.81	5888223.11
