	1	2	3	4	5	6	7	8	9	10	11	12
A	2502127.44	307931.84	2467589.07	156399.76	229257.36	233634.26	74923.54	528604.7	85799.94	168563.66	118993.22	936207.57
B	148468.87	191924.72	153032.55	198517.18	83522.31	82615.27	100090.19	123856.63	127804.53	291859	124478.94	499197.94
C	901964.37	742977.49	642008.6	648128.78	725901.94	806404.07	1246868.5	1319427.88	1023042.99	3495591.65	301582.39	336898.64
D	790939.7	1017361.96	875259.45	723401.2	490706.04	929077.05	438416.2	645063.21	1087000.59	2182729.75	1656254.32	233596.04
E	936394.58	1414729.42	864807.02	1218026.74	1070783.59	464834.29	309073.49	1271353.65	830328.84	2284559.72	896743.09	163559.41
F	1289340.62	1274909.23	657728.73	1123221.38	1031641.58	394075.32	375984.67	3270797.16	1105990.93	3311215.88	561819.53	182497.55
G	1350739.98	1305873.37	724494.99	1491334.58	1115805.97	749426.38	732769.49	2446278.1	871853.79	2109684.8	552876.63	256427.15
H	933899.31	1128972.54	962894.28	1602185.06	1885776.22	1935250.96	586017.83	998772.24	784015.33	1855021.99	328409.91	155712.02
I	1296385.49	1087056.87	1508119.36	1380708.72	2374982.7	1304757.01	493934.82	1023372.93	631633.87	1758763.24	636484.39	108243.09
J	1179643.54	1103722.87	760081.88	757116.83	1940953.84	822864.93	373586.19	803164.67	593637.3	1451396.54	1974926.46	209549.46
K	1128273.96	1048552.57	1907222.93	1129681.6	837053.78	837372.68	1401988.51	1381258.37	905732.76	2558333.73	656787.38	347326.45
L	961812.48	1559125.78	1078272.62	1062994.94	581294.09	1515886.44	2079517.1	2925305.51	920659.95	2568976.34	622318.93	1454204.41
M	849121.18	990190.92	1164054.22	771106.25	615269.8	1802133.81	1701043.73	1043278.26	799881.81	2027251.22	1064448.05	2105678.41
N	746207.26	866452.72	947126.59	693969.64	447481.91	1802422.28	646887.08	1659828.26	1721157.02	1841849.53	1189820.02	2213511.46
O	752543.17	1078263.88	1169840.21	995595.27	977400.65	2026166.91	393224.27	1014810.03	1452235.62	1601781.6	982493.74	982492.19
P	940345.99	1271727.23	948993.96	806273.18	560074.43	969354.32	524078.5	899162.12	1233717.87	1492547.43	683285.5	635900.8
Q	851075.58	872450.79	531735.86	853136.48	435091.06	552932.89	1166667.6	800185.84	1602695.81	1186413.7	713977.04	925308.6
R	680547.39	769829.05	506724.63	1224388.95	591823.36	716637.18	2135431.71	626432.71	763810.25	1428091.16	500775.12	573861.37
S	803958.33	906638.14	803836.62	3006374.1	965010.58	1305264.87	1227656.63	688343.35	634247.33	2147581.3	936473.1	1656687.11
T	1041909.74	1328260.11	1743633.59	4318775.98	2035303.61	1752763.77	2376969.34	1277758.44	741239.75	3067253.88	2340689.32	1937943.26
U	1324183.13	1323882.57	1108339.71	2466141.26	1079630.7	1654926.19	990364.63	2313071.77	891755.91	2003901.02	868938.43	2413853.8
V	1009940.71	1087034.7	841827.03	1173206.49	1450264.6	1024491.01	1137832.61	676438.19	545600.35	2229903.19	898702.27	1358684.62
W	995973.98	933999.96	835365.05	742940.37	934852.68	638376.23	432823.49	702269.92	699388.66	2309786.07	1085291.89	1465606.17
X	719409.49	765346.2	876156.74	273313.04	1254459	160184.44	276027.12	288299.06	652650.23	1692463.54	1411810.9	1433760.27
