 	1	2	3	4	5	6	7	8	9	10	11	12
A	124265708.60	13806411.89	125084381.47	28560844.14	509236076.96	10440020.82	2166870.86	2064602.84	1814961.80	8037069.27	7212782.50	22273709.31
B	42139901.18	17567544.82	193164059.52	12591784.20	257438660.54	23834370.71	4777877.38	64803732.81	6250547.70	16001241.31	8090430.52	25221236.13
C	45992467.79	45162186.06	32992988.06	19587649.22	58053721.80	43929132.63	55333644.54	71593390.57	81450605.26	84551909.55	26251981.70	8652815.93
D	40806273.29	45959838.12	34682852.67	22599628.24	26235369.53	41143887.72	54479708.93	56950258.90	99703038.23	118551583.04	118932607.17	17039046.59
E	41318221.96	47526154.78	18413701.58	11838519.79	29042291.89	27043765.25	43481170.62	60181338.89	77394740.86	97275419.04	142993177.23	14132862.79
F	43342828.42	38293394.14	16873316.49	13892660.60	39529520.84	25269261.53	85837853.81	66348373.14	81031462.18	97073963.18	104905893.53	16693776.03
G	55172702.17	60647142.41	36273232.96	40143538.30	90056140.44	49803289.78	68086852.80	71528405.50	74579073.63	112033823.57	110729682.28	18228376.80
H	54411672.38	60842247.61	52314317.96	39366679.35	69496384.31	54289294.35	67885486.01	70527606.30	79750662.39	113304710.17	72112032.39	10913990.81
I	120104400.62	138451665.61	560313505.10	621227111.13	126875999.24	56205042.75	51668177.13	60422335.98	55363581.28	105198624.75	97177084.66	21237303.14
J	126132793.03	112294625.25	194436053.60	231547600.40	113558106.60	44314638.81	43994122.91	53640602.09	52982590.33	91084252.81	189151372.03	80487979.98
K	68455410.47	73713924.68	97840566.57	55761671.64	72443119.20	50941734.82	93506231.96	83768570.73	62348242.50	122857054.85	77207059.25	97470582.50
L	41873983.55	34950638.69	24078358.50	16750420.64	34194626.84	43559488.67	56646678.23	55762341.82	39294832.99	92459220.20	110447924.82	128178294.43
M	35022058.23	39033169.54	25926093.99	19604718.42	49741997.80	44177108.95	39088502.79	49464512.62	41583949.41	93212515.24	154696342.85	127855950.90
N	33346050.65	28313297.51	15587304.28	14847062.49	26977190.84	33751734.14	37727180.00	41643353.64	41023941.52	100295370.36	165712974.21	147589676.94
O	33738238.37	45535368.41	14951490.69	17734462.70	50774440.01	60692643.47	38670630.25	45725187.12	44448394.33	100056290.03	118269112.93	87764256.10
P	31251610.28	31004389.66	13438970.26	15532859.89	38434017.10	44123769.44	34993367.86	45413999.41	42433143.80	74062227.20	71583792.65	57144265.49
Q	22119821.14	27441111.99	9291079.74	14182985.74	15713140.87	50338471.68	31599287.65	28241633.71	41967643.25	66653892.00	104384617.98	90530126.88
R	33920406.86	28077489.58	13489374.26	13548637.05	26419286.95	37159885.19	32560404.64	29914605.51	52248669.56	53525121.38	69312991.90	53324540.81
S	42408002.15	52911532.07	36097996.29	41333769.57	46472528.75	50215661.29	46027485.32	50032865.16	67020738.24	112273259.92	90805401.02	93310114.15
T	70713954.81	59563819.65	84622742.12	85130612.65	77841989.20	74490215.83	114298320.39	104753622.35	93938611.17	213560813.29	178857439.22	75682802.67
U	69883926.88	65278694.86	45960046.72	33067581.00	48355690.76	63716151.82	83755397.92	77881859.00	64080192.34	106276342.60	283701910.26	55798977.73
V	66220734.03	66880669.57	45382094.19	30248397.39	51909631.01	34035963.31	69298772.50	54855633.17	53579231.16	106451707.53	294407507.45	49550780.50
W	79537306.11	87763083.17	45790657.83	30957448.52	87362017.56	36213334.28	71323332.06	74695739.23	68363254.88	97039078.53	165530018.26	87438943.14
X	67925283.90	69512591.31	60300515.39	19232552.68	85442656.76	15894235.50	71408215.67	91459162.85	103877406.84	158339736.45	194861659.56	66650756.55
