	1	2	3	4	5	6	7	8	9	10
A	72952849.9	84753298.23	64151834.14	36252011.34	91485530.95	8161106.33	69330306.65	77680229.03	73977671.35	73463554.22
B	107837756.2	118112713.7	110284678.2	50531184.73	50279853.41	10526216.46	41476961.3	42866146.01	60198090.15	47251309.52
C	118491810.1	179520417.7	132979314.3	33950325.87	81481605.34	11070872.42	82538605.78	82677891.02	63310792.54	96177303.07
D	168982001.5	194050450.3	142286045.0	37698924.73	34604800.4	13894143.96	138454729.3	92763214.89	82864139.33	96906036.46
E	133441752.1	181275166.8	150115653.0	43475363.39	104763493.2	10826960.97	41267649.77	105617682.5	82090868.87	96264720.15
F	124978277.3	189673650.7	136301282.0	48687397.33	124382676.3	14293076.33	47477638.09	99279051.87	106267153.3	88778993.16
G	109100323.0	127889141.2	101518301.5	51296487.44	87397476.06	14045921.93	36381710.08	63296659.5	82385183.91	60091588.76
H	90994412.99	134994705.0	124417196.0	55525094.64	129099599.4	53920584.3	66830300.6	84303500.15	73225401.79	67187299.65
I	78727456.65	84966195.89	67573064.26	35376076.35	78057981.64	15006101.27	116207233.9	70698589.37	54278298.39	57276411.93
J	84951145.87	86088224.96	64963287.19	25047858.39	76132732.8	13057524.44	62391860.09	56302915.05	64525196.94	70489388.63
K	104801387.4	114296459.2	96240994.88	40574242.45	103701315.9	12601558.7	57586458.44	92492591.49	85865764.97	88216589.23
L	71687460.25	96912900.52	104202167.5	27936922.45	54367230.29	11107692.23	73060884.96	100048586.8	84289896.64	58667706.69
M	73062170.06	86443715.14	127101067.6	36099683.62	79451768.0	12349425.24	96374389.35	78215808.67	103523012.1	63487716.95
N	91784729.43	121394489.0	129252356.3	45836056.12	85845809.15	13000840.13	55025139.25	40851472.44	103123504.3	85786031.31
O	115802278.2	158526369.0	141972015.1	149534699.7	197804328.2	15995945.49	86638068.04	65166862.45	124759309.5	79270230.82
P	96807414.98	137026491.6	110073824.4	247793912.9	138333277.9	18323370.71	105447984.4	106416678.8	95932368.59	60474277.27
Q	91767410.68	132828434.3	113546073.4	152522331.4	59104364.57	15098454.35	105465073.4	93653287.75	98973772.36	77355919.94
R	64861113.79	122130382.7	154061183.8	153463157.6	71014260.61	31112492.75	189716926.3	116230300.2	137206830.4	107084624.8
S	190777639.0	281292841.9	233065717.5	203690136.9	162928538.5	134890854.5	350617658.5	139569239.2	162969105.1	126960923.3
T	246580280.9	197942043.2	289916393.5	255436459.9	158387425.5	127268855.4	201292163.6	233109729.6	169629112.2	91291682.57
U	120954356.3	152236230.8	160535678.4	286702554.9	117380423.7	33492562.72	115955043.2	109014503.1	117381260.1	68981974.44
V	129557709.1	155669855.0	157196406.3	125078315.7	146737272.2	26789995.92	76482214.39	140283817.2	128167704.5	96555040.47
W	132034339.8	151154102.0	204339048.8	89850080.02	105991304.1	85789675.76	108419472.9	111874012.0	134555019.9	141780723.5
X	95630420.84	129929090.1	134536251.6	376165381.3	258448106.7	1132987494.0	86794172.88	255332504.2	91459652.54	112505994.6
