 	1	2	3	4	5	6	7	8	9	10
A	30036595.74	11789458.50	30049080.18	6371583.29	39395537.66	24770075.43	133931006.99	17661540.78	3780398.49	4394191.53
B	4245236.47	6489779.21	4617268.86	6644048.69	4705829.32	6530299.84	8249376.13	28122337.50	5871196.37	21782531.80
C	11176534.14	13305822.47	14010029.31	9097759.59	9585123.43	9476972.96	7452485.95	11885906.57	16571936.26	21708681.68
D	11003659.40	16004705.03	19308037.22	14230831.07	8168132.28	35699435.33	11110029.18	21172333.45	19376289.66	23545157.14
E	11334987.08	14840471.59	15295838.99	14302338.59	11469217.01	71113739.55	9551288.03	15430308.05	11986948.01	17153047.57
F	13106117.60	18001765.10	14035182.72	15064116.72	9431646.57	43841682.30	11834970.34	31547892.40	13113437.06	21493810.35
G	12967735.19	13567935.29	11766966.13	9075149.83	12384150.85	10376728.70	15645824.43	13451029.90	12652903.66	22434129.48
H	10195777.42	12300159.59	11231714.98	9511567.18	10943335.94	19704480.17	10484991.62	10405026.49	11269107.05	17242556.73
I	14015674.35	12891720.15	21809710.64	13433957.08	15592969.14	7089152.54	11310909.19	7585645.83	10415614.44	24610595.72
J	12627295.44	12913821.27	10621666.78	9136994.36	18280870.24	6665401.76	8267296.74	8408044.33	11089719.68	26669152.56
K	14417238.45	13875138.36	11073542.79	9992365.88	14010695.20	7701823.99	12296443.30	15231984.72	15549019.12	21843529.53
L	16973751.98	19284366.23	17627252.77	10844985.11	22198332.74	8515403.38	19944913.17	18483858.19	21283630.02	31545721.83
M	15637169.68	15885935.04	14063225.23	11222763.41	17254505.76	7859293.73	11037105.44	18778727.44	22709879.19	33446268.90
N	13086586.90	13476307.02	12052998.87	11360145.26	14556955.13	8662186.20	9873740.50	20300613.80	15038681.07	29495783.50
O	12575382.16	13086162.02	11844515.30	14102312.55	16513646.83	11479714.15	12378629.51	10146283.00	13431444.40	23041541.57
P	12268361.26	13399056.12	12358218.32	17711964.54	13748408.38	8452565.78	14099081.03	13100885.84	14181957.22	23737176.67
Q	12314474.98	11651776.31	11243749.29	13523811.42	6798627.13	8240375.82	11559904.97	12955764.15	14604567.56	21241390.85
R	12488297.04	13281713.13	11343142.91	12545073.88	9399585.86	9182959.02	10223366.06	11418551.53	12888259.08	23881267.04
S	16912540.03	15009104.42	14807254.92	14614153.12	14181593.71	14960628.08	12620471.21	10852718.04	14441358.61	27528651.99
T	27418386.95	26041614.72	22854647.44	25658414.92	28621772.64	26690962.46	22892073.75	27407910.03	15690001.57	37804385.19
U	20387954.98	18840618.64	17003557.83	18297686.62	14013217.86	17650860.64	14585362.13	22654896.37	20720077.79	32230063.72
V	16648772.92	14068009.26	11523029.17	13284258.57	15832312.09	10033988.41	18177265.46	13046709.43	13529737.07	28194051.32
W	12370906.46	13193833.82	13303039.29	9879459.29	15500268.76	9442453.37	23478014.29	20493360.31	14642895.96	32373713.91
X	12098942.33	15779870.49	14049114.95	20810963.42	14126042.81	6889165.31	25538310.18	14174600.51	16617625.26	48219271.93
