 	1	2	3	4	5	6	7	8	9	10	11	12
A	5906346.36	5613183.33	5354410.22	1461401.61	1700416.58	5091618.90	744584.02	3821064.74	939981.69	4606685.73	1391569.02	3660703.31
B	959953.01	1028028.92	921748.11	735205.76	725275.53	688101.53	985925.26	1545088.88	1069970.47	2042494.70	1140720.01	3438761.08
C	15119980.98	19627233.33	11957848.87	6609838.97	11917296.32	5674291.87	11170718.44	61919641.40	23092906.96	44870507.55	4315038.44	5165459.97
D	10525498.16	10424676.85	8621742.72	6781493.83	3776046.58	4006765.17	12994186.56	12224790.58	13667337.62	9210197.24	4226855.13	4348844.17
E	8283936.25	10772146.27	11304622.45	2951120.93	5763868.54	1456939.69	4565987.18	13869203.34	9615498.42	4126791.12	2735724.48	4637554.15
F	11101649.80	12269965.70	12449065.20	4780188.01	6459272.34	1931553.25	5961001.37	13898297.18	8960817.56	4310855.60	2298197.77	2090992.74
G	6467390.47	6461133.85	8035218.82	2491611.95	5586180.73	1251554.46	4449308.87	6262748.92	5864086.99	3187737.48	2742017.01	1739402.86
H	9437035.13	8223578.73	7646185.67	3529724.84	8862333.01	1262087.56	4773243.84	6160337.81	6535488.65	2875401.34	1539680.53	1272488.86
I	7621012.02	5936412.42	6636427.05	2570054.18	5750901.96	1181473.77	3226681.90	4615554.70	3919051.20	2713327.98	1073728.91	1003301.90
J	6192501.75	5724527.08	4308031.52	1846505.37	6165183.95	1279277.52	2807987.24	3940992.02	4997031.87	2891500.67	2726189.26	2158197.75
K	8397908.30	8180565.50	7071250.10	2366875.32	6088144.82	1374644.39	4717531.57	7576958.20	7541580.75	3644244.29	1389387.90	2573295.18
L	6718478.83	7580098.61	5487875.22	1793147.26	3778046.91	1284233.31	2974392.67	6551210.74	6709991.49	5474374.47	2490274.77	6292926.64
M	9291465.21	6605550.00	6102399.48	2023557.64	4358639.83	1393944.21	3720413.74	6240781.38	5803860.35	4078577.85	2798464.40	2564914.99
N	7361950.09	6548301.89	5008505.59	2421142.92	3895842.97	2024492.33	3772315.96	6303130.02	5571005.77	4355249.69	2481169.25	1980360.80
O	5821566.18	7342630.80	7427682.27	6895347.54	9313800.25	1639732.60	11217363.74	6872165.43	7194558.57	3718614.47	2987288.40	3374481.00
P	5365117.11	5749766.39	6779531.61	13542644.81	9418408.67	2105986.94	8133155.78	6566358.24	7303493.34	3469624.07	2255297.05	2837562.21
Q	5971771.78	5553607.63	6019821.77	7472063.91	4378087.08	1618544.62	9389527.46	5201167.38	7962696.28	3704076.23	2499120.04	3439042.71
R	6649690.66	6804618.57	6869778.57	7832304.76	5474863.24	1660589.37	10479180.16	6036376.84	6513395.88	4213290.85	2155426.44	2585864.96
S	9277224.64	16314058.56	9338290.03	8948391.38	9246902.73	6808579.38	16569188.55	12380210.43	6339853.44	10847174.07	1308019.20	1162203.68
T	9459595.95	12392338.88	11929140.35	10220489.64	8732560.76	5133065.50	9622540.65	14540503.60	7539160.15	10388733.41	3526255.89	4776410.91
U	10277393.09	10563855.19	11429170.45	9270192.99	6851028.10	2707062.12	9074317.87	9110869.54	8464384.19	4467433.45	1548429.50	1948943.29
V	9212948.18	8647114.21	8832638.07	10859199.91	6670111.85	1552832.88	5113907.52	10906740.93	8346145.01	3751338.88	2728140.54	3485246.28
W	8296778.37	7841663.05	8296718.26	3841818.63	8518616.82	4429923.30	6846000.26	11077412.90	7663834.03	4252815.11	3020544.14	4053338.88
X	10891933.74	9525485.16	10059179.65	13038858.12	9862548.17	83918653.29	3182433.71	4688633.55	11245045.97	6530134.59	3295424.80	3878788.29
