 	1	2	3	4	5	6	7	8	9	10	11	12
A	109842616.71	8819219.77	52673051.15	4879442.93	5229761.76	2973911.38	34382409.85	17855531.12	3242493.70	15668909.05	9947688.06	67479861.58
B	22009444.17	7302273.15	6476039.34	6928532.75	28836661.93	5797755.35	57731620.20	15289093.85	4781312.68	11798141.23	11319069.52	30675414.84
C	97879629.51	82147050.71	72506047.16	78555540.62	129499171.47	124207938.44	58643674.51	63589734.09	65783131.23	65604007.27	24098687.53	19660023.19
D	93487319.71	88015155.36	63675261.37	107749575.27	59561929.73	68653804.17	104900200.61	56747446.60	78834566.99	82063046.01	85488531.76	23933334.35
E	128672754.79	129693072.08	56713597.76	138304131.33	140927949.07	35783665.11	111489221.81	67354174.16	75792869.29	71427723.60	106145125.36	19208443.82
F	155898787.06	153906178.63	90206979.46	160996451.75	119976317.70	28023359.58	72612805.02	49058237.25	70914336.04	69560898.65	83867607.36	19801754.51
G	83878162.07	77658533.09	43223385.13	66576360.33	104263093.11	49160469.65	94909410.10	59876699.40	80163956.74	82497355.91	44103299.39	19943966.47
H	69294721.38	67814397.65	44254918.43	67592811.25	92420091.04	68002935.50	94745743.75	73470702.95	82987832.75	72363746.60	68624132.76	11764753.44
I	74866467.90	54627454.62	30117176.02	30297603.29	84248574.97	27954940.59	189244516.58	93904696.72	88560178.31	104173243.39	24094217.11	6230918.61
J	94128748.70	61407168.99	28989729.38	23765126.00	65555461.17	24324019.63	135737134.36	78439009.47	93297994.25	119443203.09	69962940.16	45352051.29
K	100624021.37	82048123.23	65187482.20	74721786.30	65129622.76	46691183.71	78753156.87	90023265.23	68812177.42	74526028.55	21066017.44	23268161.14
L	104580813.42	139103230.21	82324737.97	46518151.82	48068706.74	55626947.87	43530521.01	78685370.76	74721398.46	55699076.44	20837883.85	50471189.35
M	64775219.99	70012397.30	75879962.78	44770586.54	54549868.51	78875084.67	41685973.26	79745438.09	57480939.72	56478890.49	40530994.29	45894983.42
N	84630009.78	95720980.52	130365546.78	53734235.54	41171095.26	62383697.68	34012707.72	74732055.80	54369374.52	53871860.81	59617241.55	45772093.00
O	62629342.20	63646708.65	87068053.52	71541118.54	64206767.89	86704073.17	48843753.03	70482732.14	60369328.89	60271004.75	131345210.73	61843403.31
P	65636959.84	73698484.89	108440311.32	80838674.22	68364776.40	86446542.41	33735541.43	79560380.48	54388409.72	55626332.76	89095347.38	53864866.95
Q	55514052.79	61640753.09	68743125.92	45461618.07	40637129.38	85265615.42	35144191.76	65975003.36	47824952.68	47098780.53	76203222.92	64263569.50
R	65718999.52	51143983.60	38362208.62	49611189.67	47020811.76	92523324.00	50144241.48	78210852.51	52929702.62	54936990.14	120682078.23	51777119.08
S	72967440.25	53804528.38	48699438.48	92975188.20	75264777.68	82103679.97	87201644.78	51023729.17	64285283.87	84729156.75	34179892.51	30060348.92
T	84494080.60	87233214.85	81899090.85	124674156.64	124698586.83	120503856.46	216548075.68	84405317.32	65275710.30	144282939.07	76331194.81	86154359.86
U	128111124.46	105157603.21	76732602.73	101217105.09	77531863.94	91324942.22	74938609.98	82631064.38	71822079.69	81596179.63	35762254.45	60888248.47
V	113923289.60	90030183.76	59906435.52	61444193.21	81334712.01	45658157.05	83685561.18	70416522.85	77492462.76	79938845.80	41949009.44	55710920.79
W	117648932.64	114859270.52	44581434.29	71755275.10	57292938.57	66553394.66	53367795.98	62893151.29	80772272.96	87917450.97	63905301.74	59982623.83
X	82105285.26	66441379.37	32815720.42	14760480.61	22798552.87	12203998.13	42994226.52	53208163.71	104615529.61	137888563.05	78521086.05	76475452.42
