 	1	2	3	4	5	6	7	8	9	10
A	88699.12	100376.36	104744.85	94753.83	104619.23	78095.67	125675.62	109798.96	106578.73	156564.72
B	109587.76	139600.28	110010.96	126138.3	110804.14	111832.27	144221.41	120992.94	116758.5	163599.22
C	977280.98	2374401.4	1497515.78	691943.32	604485.03	446460.78	1089768.21	1096053.53	605425.8	160111.46
D	940059.41	2454023.73	24219389.68	2553052.75	942885.92	739651.75	372643.46	474425.77	453727.49	167998.54
E	475094.35	667493.69	1764935.11	633637.96	521212.8	544707.58	244204.71	426461.8	381294.54	177995.96
F	442208.84	550860.62	839921.56	407491.2	321670.05	383802.46	250870.25	402714.95	365731.12	188101.03
G	537766.19	602518.83	464519.57	403651.99	540156.5	571557.83	461240.67	655972.86	417925.0	200144.14
H	436732.6	481918.28	337852.7	335778.86	534477.28	429995.48	419260.24	460250.22	494313.0	206607.73
I	662755.18	675129.87	849821.91	495792.68	784687.34	391292.63	520002.06	419503.59	354846.56	191896.21
J	866433.21	695049.81	550772.17	444616.97	784079.15	347793.98	687410.64	447499.43	439781.37	192247.65
K	684690.05	586231.07	384554.15	348523.07	588423.2	409020.95	551819.31	495490.33	409734.7	201202.7
L	754739.98	716788.68	383815.57	317572.94	441001.52	482082.52	591968.47	662140.53	569159.52	199922.73
M	643801.19	662247.32	708732.62	330920.7	540502.8	479225.86	806056.37	594159.84	567536.94	212413.84
N	555500.39	545403.79	425542.15	410586.16	374544.5	362979.74	657836.69	607010.76	558026.93	200417.91
O	493616.05	566859.18	425237.3	356773.47	504585.38	380280.92	471875.24	556072.12	473931.7	199742.39
P	551158.08	680426.12	481253.84	380610.98	425333.78	353291.48	551979.53	471939.38	376880.73	176444.47
Q	593847.26	619554.69	509645.06	374079.53	276730.12	480850.01	475369.22	321054.99	321376.7	165503.26
R	725807.92	702776.39	441304.78	481902.47	348692.77	688961.62	472953.36	340589.96	369022.26	175544.09
S	892863.76	2863710.13	888830.57	600484.11	515279.36	631835.24	541478.22	441594.67	335118.67	170523.91
T	1082169.89	6468586.99	1298491.32	935398.14	880032.21	694276.01	1280001.65	747957.29	428228.63	161454.43
U	1150759.63	1420740.52	1224735.24	1458677.73	1187482.44	1062289.2	1252285.39	1020341.97	706923.71	167086.68
V	650564.47	636485.64	574258.29	1171015.22	587811.73	444485.8	497943.66	473819.02	451982.98	148617.81
W	680154.27	650523.2	688099.13	603164.15	655668.68	333531.73	336750.8	705897.38	416043.53	146405.31
X	500313.15	622734.5	730173.24	1212622.54	603159.21	289632.94	251568.09	362019.63	389720.32	139471.42
