 	1	2	3	4	5	6	7	8	9	10	11	12
A	7441800.11	3925646.20	8353385.27	4261164.39	6286658.14	3621450.99	4976206.17	4437524.90	3605606.50	3750915.73	3936696.44	3880500.11
B	5224984.80	4660088.36	53693212.74	5617928.37	4626182.69	3665728.08	4344126.19	4404888.63	3646178.73	3986191.12	3789910.17	4021309.46
C	4867705.78	5406630.30	5627093.92	4116763.45	4312891.39	4156115.38	4239342.60	4577433.80	4465215.19	5074892.02	4511635.18	3676417.38
D	4940961.61	5165900.51	4124338.42	4388853.56	4681988.11	5168824.34	5702245.81	5269947.95	5317265.87	6193061.66	5821340.44	3877310.26
E	5423940.70	5659560.29	3848393.30	4056313.68	4030227.68	4594871.31	5131875.78	4660041.59	4944727.74	5843924.32	8971093.64	3772024.65
F	5167973.15	5393707.92	3822201.81	3928543.26	4168768.90	4327178.96	5909363.49	4948686.40	5535298.32	6349388.87	8557608.59	3851054.82
G	6163583.43	5710145.65	4189677.18	4272203.45	6097710.16	5554323.63	6716185.72	6266807.30	6996569.55	7233964.79	7212547.25	3637835.93
H	6519906.81	6639677.49	5056663.11	4700901.55	6319225.45	5699350.94	6557827.38	6567239.16	6927663.56	6689918.13	7412260.79	3850179.41
I	10919890.80	9514595.57	52617057.53	6625887.40	8680975.71	8489384.12	12889076.29	10142171.80	9510449.12	8922507.06	6737645.76	4493029.08
J	7216744.04	7543992.10	6095028.18	4933746.67	9657142.57	7937194.32	9715987.81	8895657.31	8465316.90	8483271.52	10348524.44	4928807.14
K	6616303.21	5720041.14	4243639.40	3994171.37	6118157.85	6520520.08	7804502.22	7080541.70	6922276.24	6987734.49	4072286.29	5083240.00
L	5963986.41	5827217.09	3857806.31	3900524.77	4622091.90	5221093.34	5167779.71	5611738.93	7029102.61	7398156.60	4303661.05	5440127.02
M	7083488.92	5552786.55	3935456.61	3834488.15	5318283.49	6001311.93	5949485.69	6338934.09	5852164.36	6593219.80	7235058.09	4943656.86
N	8133129.93	5768925.49	3803003.41	3978078.38	5023693.79	5660501.61	5295914.74	5765202.68	5913049.61	6412090.00	7145809.26	5676044.43
O	6438405.18	5788222.38	3932640.52	4251215.60	7182473.94	5493567.34	5377212.52	5615529.27	6146658.45	6254813.42	9219380.27	6369843.57
P	6543059.48	5611215.77	3927777.73	4993348.21	5943394.16	4815663.58	5738861.77	5795003.29	6056982.80	6255878.42	8434005.63	5631197.06
Q	6445453.07	5453896.33	3847097.89	5271621.21	3874956.71	4664322.08	5635061.92	5397480.32	5525001.18	5548963.83	9222085.92	5630131.66
R	6009962.48	5971017.56	3863692.35	4792565.67	4427653.69	4743414.59	5679001.47	5889657.18	5355841.74	5754055.43	10308708.38	5180545.88
S	6497961.00	5692962.60	3790629.29	4974450.39	6263901.90	6739673.25	6163771.32	5013640.48	7063308.40	8036587.51	8011659.45	4700397.76
T	6497513.57	5701423.20	4055212.57	5780420.68	8378646.85	8563693.13	6649008.22	5959391.97	9929788.37	9562316.22	12344249.64	6853380.34
U	6666513.03	5785744.92	5211080.44	5550594.08	5024071.25	5440425.53	6224482.10	6140617.49	6066469.71	6497946.65	3979281.41	3739557.36
V	6466978.57	6079997.55	5182494.46	4798890.15	5263178.59	9077559.27	5271470.37	5620219.53	5479476.96	5869244.11	3898075.79	3610426.22
W	6723689.19	6245212.58	4417895.83	5529351.23	9399054.68	7328455.48	4882082.82	5400733.00	6711922.86	6118776.92	7840708.20	6325722.71
X	6154621.93	6491701.60	5038849.37	19500641.73	6125146.14	12254054.50	4946659.86	6102569.73	6324172.66	6602323.64	6889319.19	5926885.86
