 	1	2	3	4	5	6	7	8	9	10	11	12
A	109819618.00	101412209.00	116584400.00	15483736.00	12916899.00	49531818.00	30892376.00	169302686.00	15635700.00	60840441.00	13049327.00	32095461.00
B	26581996.00	22712397.00	19072713.00	15278659.00	10091974.00	10506250.00	41904884.00	22806450.00	16178296.00	26729032.00	17456950.00	35899132.00
C	93746188.00	55687046.00	67053055.00	30221896.00	48992542.00	33760966.00	36549647.00	57647487.00	67668373.00	87882401.00	78818796.00	69223387.00
D	94556733.00	80710530.00	74146176.00	73449699.00	39678637.00	28871839.00	37903547.00	40410797.00	63500738.00	74183518.00	87791039.00	44893407.00
E	57038957.00	65433634.00	48311574.00	19812446.00	39722265.00	14353640.00	42210773.00	38073782.00	61411555.00	79779867.00	101388395.00	45695122.00
F	64432804.00	61778656.00	51019532.00	19463090.00	38527727.00	12266264.00	55973027.00	44043927.00	71066332.00	77920196.00	94655368.00	30451761.00
G	83504102.00	60426268.00	70503813.00	51520429.00	62281318.00	23693319.00	85356006.00	61680735.00	90559992.00	88395236.00	63401841.00	24383977.00
H	80128998.00	73543065.00	73970415.00	42423322.00	79083868.00	29711898.00	73148807.00	66095124.00	87668234.00	93976117.00	77998036.00	20134294.00
I	202916018.00	264933907.00	676518646.00	233561406.00	203615652.00	138242752.00	127711299.00	79278495.00	100933553.00	131618951.00	29702114.00	18186251.00
J	113840246.00	111965378.00	117481243.00	62951753.00	143098248.00	37507062.00	116789000.00	66162017.00	100404916.00	113385317.00	129793892.00	72289831.00
K	94976833.00	75902895.00	72712676.00	31848852.00	72120677.00	26365453.00	101331686.00	87451825.00	95826856.00	108137370.00	38802178.00	84263579.00
L	74281729.00	67330855.00	44418266.00	27259691.00	55063534.00	21175028.00	79556621.00	66139596.00	103399187.00	106231484.00	72754205.00	76992389.00
M	114521394.00	62134839.00	41318694.00	26672679.00	65518129.00	20581469.00	69891368.00	57676602.00	81914991.00	103266591.00	85682284.00	107576244.00
N	71361751.00	57411746.00	35644698.00	27927369.00	46424098.00	19655240.00	95074549.00	66097549.00	93008169.00	99406952.00	97322418.00	103220080.00
O	66797761.00	68123012.00	50422688.00	42508245.00	74927159.00	20266403.00	67131816.00	72546242.00	92975184.00	112218504.00	121191846.00	84349255.00
P	75629118.00	75255178.00	54748543.00	60432327.00	55839239.00	24523650.00	76439706.00	89728938.00	89718991.00	98737425.00	111522592.00	72605744.00
Q	79473756.00	67124314.00	43730302.00	70021701.00	43841086.00	31418374.00	58298677.00	68723720.00	87376312.00	96383056.00	86747264.00	77173196.00
R	71446196.00	60652118.00	48958621.00	81809961.00	52811132.00	59095351.00	62176310.00	64429569.00	85292452.00	91611114.00	133644678.00	79767142.00
S	128367073.00	176441817.00	97740062.00	228377771.00	86586586.00	97913955.00	163285167.00	81536204.00	87621864.00	154429749.00	47743838.00	24749087.00
T	118900069.00	169770104.00	107936035.00	249466795.00	116038264.00	81906407.00	188386979.00	86298748.00	104808929.00	150008691.00	161668158.00	93373823.00
U	96661216.00	91874884.00	97357575.00	264332518.00	85005324.00	39885723.00	90535153.00	84554444.00	92858632.00	109137156.00	51451799.00	31629024.00
V	81460164.00	86282145.00	96883313.00	151304693.00	98598543.00	53028357.00	86038218.00	73061985.00	74206717.00	92229603.00	96066990.00	54250965.00
W	89144413.00	96877057.00	132679826.00	61124118.00	103327164.00	66762937.00	112768830.00	89126893.00	101550423.00	107964455.00	118156826.00	86273782.00
X	108885068.00	104954766.00	111798660.00	180941535.00	156267968.00	668681609.00	90641619.00	179030208.00	102016711.00	147768028.00	114744782.00	79891312.00
