 	1	2	3	4	5	6	7	8	9	10	11	12
A	13485165.74	8400163.48	13974495.33	4980441.22	6158193.49	59741911.61	7948188.91	31618648.55	6140862.23	33935191.97	5247413.02	7826633.69
B	4870994.03	5452902.79	4681557.68	4566878.81	4006469.44	13704474.58	4462559.87	5633926.52	4593528.46	9055586.97	4991866.69	7343468.66
C	17560722.28	10780332.75	16227283.72	11737817.25	6288620.75	5257024.94	7330373.97	10299794.60	11792302.82	12680914.46	7016278.51	8854987.42
D	17785999.58	12631841.19	14020609.03	8341419.83	4928601.37	5473431.61	12478508.55	19953156.11	13006759.84	14168999.14	8332045.38	10469958.82
E	9184668.50	11213234.05	11159843.52	8135930.66	4710060.83	4986103.31	10275668.78	13444495.30	8881127.57	9290344.16	9009233.64	35106957.31
F	10377612.75	9506760.53	9528118.16	7536934.61	5081972.59	6782715.93	9858465.38	15368994.53	8248188.22	9819876.88	7340977.84	10086469.38
G	10544159.30	9728636.72	8904869.89	9314948.62	6944469.57	12094714.85	10284552.79	8953017.12	9146613.16	9055864.02	6032103.54	11296912.55
H	10651949.31	10779591.93	9552679.96	10295969.43	7618653.86	75615798.59	12263023.58	9680242.06	10013804.92	8078537.64	6528677.07	5500929.30
I	11131921.54	11243859.12	9938096.54	11171787.72	6956839.94	7283565.38	10051091.61	8849888.97	9369317.42	11139128.39	5539805.52	7387482.21
J	11765927.01	10634538.52	8338522.36	9970924.31	7863376.50	6670993.82	10101404.34	8022871.98	9310734.49	9321627.98	6837231.65	44671317.80
K	13784397.67	13681478.94	10522828.49	11539193.33	8330402.71	6138605.03	11689386.26	11725487.42	11171662.60	10984517.28	7874176.92	24224814.97
L	19391183.83	17008833.34	14335432.00	11121740.30	6466285.79	6240809.82	11855956.74	12379950.38	16643443.02	13253015.84	6582380.43	19439196.27
M	16865220.95	15408338.93	14995671.50	14386510.43	9032369.19	7338625.39	12138264.06	12011502.95	14248989.35	11825844.52	7149787.46	10924590.08
N	16727068.95	14126980.08	14217598.25	13959994.57	15104022.21	7207275.99	11505662.96	12911372.54	13260883.93	11620104.63	7470929.27	10113287.43
O	12488285.40	13591024.85	12299526.09	12535104.05	20610210.69	7899518.10	11296974.19	10435022.32	11324796.05	9663804.23	9519130.39	8883405.04
P	14140695.51	11558478.16	12272146.27	13539601.91	46471607.41	10003710.55	11243604.21	10175679.76	10189177.84	9321798.85	8913756.07	8372110.79
Q	12961548.62	12010321.91	10316324.77	13024095.44	9137255.34	7614954.82	10412605.39	10354397.87	10875540.50	8904721.90	7813215.95	7798166.57
R	15869701.59	12391966.98	13321088.93	12887183.37	8760895.93	7502937.77	12668290.97	10713410.63	10132661.43	8923515.08	11963255.55	8395239.48
S	15842616.97	15956612.90	14107793.98	17178552.87	7565778.33	7388566.34	14346239.60	12633686.06	9949895.78	11783775.72	7529991.84	6098985.06
T	17241647.13	18966168.12	13521044.35	18886223.86	8543802.80	8173679.22	16865022.16	15804497.82	10218701.24	12691225.54	8270006.76	11077474.45
U	22292486.22	21604777.84	19328992.49	22778431.85	15304760.61	14890138.25	21086936.26	20300716.13	16896446.58	17821311.78	9069347.07	7718355.94
V	14326769.30	13435504.88	13357841.37	11553740.74	9394580.72	7295379.28	11508472.07	11367985.09	10252963.06	10509539.13	7190814.36	7178197.61
W	12366616.48	12565308.93	10019257.18	11410063.88	6911860.19	6153645.04	10809707.41	10028794.44	10324988.59	10173912.02	8757586.37	7970849.59
X	13075129.57	9908224.74	8814756.30	8203122.40	5199341.52	6224916.11	14228593.03	9718380.09	10573398.00	15979416.63	8885010.82	8344050.82
