 	1	2	3	4	5	6	7	8	9	10	11	12
A	13330457.15	6673991.16	16690749.31	6335685.22	10556157.67	34368480.07	5993280.09	16586095.84	7830225.53	16523396.43	7403137.65	18648447.80
B	3712541.77	3896369.57	3938852.21	3826877.74	3754469.82	4882718.25	4533899.33	5820553.04	7883708.70	17757390.74	6541462.18	23827587.87
C	13847826.28	11878130.52	17769418.59	11849758.43	18937101.97	14335338.62	11169646.31	15767113.67	16907190.37	16857641.58	10457939.14	12159513.97
D	13684571.82	18055559.73	17679479.44	14322405.38	12290299.51	11858687.12	11419911.55	9032085.20	16993677.46	15545289.56	20700680.25	17894839.30
E	9927683.97	10995073.00	9050409.62	6718844.43	11153401.25	7284665.16	11348941.50	14157727.23	14384164.80	15700913.73	21480832.39	17903283.32
F	8563262.37	10951460.83	8694061.91	6996316.92	8335614.81	8508516.75	12517982.23	13163783.96	12126121.41	13903927.79	17250686.34	15468058.44
G	13920326.85	13536607.80	12827760.04	15832756.36	17176956.67	17281308.66	15583554.39	18975994.61	21053782.11	17977991.75	18707348.14	25198576.68
H	12573614.72	16766666.41	16885915.14	18670400.74	26764996.80	27007377.52	18560543.66	19807884.54	24021692.92	22738397.02	18535183.66	13194889.01
I	23556289.18	34375306.74	47553549.77	50585989.23	44488009.86	34552156.91	55195400.49	34414507.26	35387743.86	35745204.64	25679865.35	9356459.94
J	19879717.84	31635737.34	39750979.89	35417665.15	40408251.98	21716383.75	20342784.03	31569680.01	35446054.55	31424308.50	46240903.07	13391148.36
K	18075539.11	20559053.26	18571792.62	28728545.69	25034509.61	19251738.65	18309350.79	28921713.81	26195487.70	27322478.56	24730302.49	17948865.35
L	16626241.40	17091522.10	17569807.05	15651430.87	21717920.24	24499256.57	15289957.66	30787517.57	33136127.74	28014280.25	38277921.82	19137175.76
M	16414034.05	17073003.43	15359258.01	15487858.94	23567778.81	27959996.19	20659773.61	34403779.59	27667503.53	26008136.55	29662456.74	17142472.24
N	19171319.61	14120812.25	15615720.68	14139755.75	21604367.11	27708015.98	21385873.12	42301337.72	31530134.22	26457736.95	25110793.92	16011861.91
O	16853443.13	17737988.50	17796068.14	11400722.72	29400016.87	36520807.98	24199582.58	24633077.34	28237391.47	22100507.46	32968230.37	24939137.52
P	17911069.86	16689069.72	19224463.23	10688874.36	24588381.19	28711418.25	24812528.00	19689608.28	20964719.17	17649796.58	29441048.46	17923244.47
Q	17481099.13	17860693.44	18685542.64	14200073.32	17997789.20	25178795.38	27942869.96	18341482.89	22262366.37	16989772.31	20529978.71	19742575.69
R	15422245.93	16888111.43	18457711.44	18680065.02	21579019.28	18232452.37	22160216.93	16349457.01	18620582.27	14190064.77	19645676.94	13463710.86
S	15927825.82	20431455.42	19710455.35	25456172.95	24567041.24	22281920.53	22829904.24	14989408.54	18822946.58	18144384.29	18269035.18	15837377.89
T	24431428.62	34797476.04	34377161.83	36495421.08	34158587.13	31048488.56	29880537.58	23542900.04	23443361.08	27441368.82	31558354.94	19959709.16
U	20654517.80	22678283.21	24207085.91	25966343.72	26831107.42	33343891.62	23369055.38	24796918.05	20736860.90	20875558.77	26769195.56	11113367.51
V	16603388.77	15952362.72	17377516.08	17516763.66	16853805.43	16478126.91	18088632.32	17043762.35	16905260.40	17491512.05	34873810.69	16131784.61
W	18683014.05	18121324.67	23307863.45	28918636.96	13327848.22	20484545.90	24960865.20	20160454.91	17962966.60	19084517.27	36463577.61	17310799.43
X	16814425.62	15141900.93	20948788.26	22177036.13	9696952.59	7225049.57	7184659.70	11647571.81	18937534.72	22875588.45	36272008.12	17961028.03
