 	1	2	3	4	5	6	7	8	9	10	11	12
A	167994631.00	21435477.00	104642321.00	15007451.00	91487845.00	15412073.00	82009086.00	118013277.00	14984075.00	89018702.00	22985136.00	153896282.00
B	116666842.00	19271637.00	110120964.00	19305015.00	83763456.00	16866681.00	104547671.00	75009213.00	20758307.00	44132659.00	24311575.00	81334020.00
C	159297525.00	147015318.00	123369923.00	91994351.00	347763389.00	111001109.00	709547031.00	249866000.00	242727897.00	291199111.00	95785612.00	89950071.00
D	131696862.00	136258944.00	102505544.00	78271568.00	70827136.00	123575982.00	216009217.00	171207969.00	288141272.00	383374679.00	137766994.00	61655350.00
E	157554559.00	173422229.00	417578575.00	249597347.00	164771801.00	59133874.00	201193747.00	327945004.00	217520797.00	265329439.00	102665280.00	51714263.00
F	162312220.00	173927166.00	178470018.00	395320346.00	203497779.00	48495151.00	208614600.00	227631112.00	190591959.00	244989476.00	72152807.00	36036006.00
G	159174160.00	128373588.00	103382068.00	269188240.00	147913963.00	55108333.00	106451499.00	138144419.00	111648863.00	161335407.00	60294775.00	39918460.00
H	108992842.00	104552007.00	95496367.00	132432062.00	105482945.00	97395133.00	78102681.00	104301509.00	105255308.00	135909500.00	41433450.00	20019003.00
I	162842453.00	114007126.00	73240447.00	74009864.00	120915345.00	91080307.00	61249216.00	76486806.00	84289798.00	122503933.00	72536734.00	16386311.00
J	172586293.00	117261192.00	65654077.00	52334650.00	86324750.00	54187141.00	37496101.00	61820704.00	72793494.00	102727844.00	94875950.00	76101964.00
K	157004230.00	118921090.00	135950174.00	108254058.00	124610847.00	80754255.00	111549766.00	126178514.00	109009961.00	146687381.00	52983203.00	174306046.00
L	138807152.00	150267240.00	114610290.00	81849321.00	64215767.00	109318522.00	164728338.00	131225322.00	133812912.00	127806187.00	68447731.00	232347703.00
M	134081776.00	111949948.00	94233080.00	141696205.00	127556455.00	169371309.00	146440526.00	127249474.00	106062409.00	123376957.00	89335502.00	330320751.00
N	155072451.00	121127764.00	134855541.00	104033183.00	90650773.00	398251791.00	125160886.00	99899534.00	130589632.00	124221578.00	104451257.00	271798936.00
O	122080960.00	110523118.00	136280796.00	96745915.00	116050258.00	183579897.00	123126985.00	91340999.00	130225443.00	119673383.00	98738232.00	101400840.00
P	122431884.00	138012253.00	132635056.00	81795582.00	109725241.00	111324859.00	100681052.00	99001395.00	144876388.00	109060385.00	60754738.00	71044644.00
Q	114518358.00	113813851.00	63264342.00	45570790.00	100607719.00	103555794.00	110617855.00	86197008.00	110809204.00	92479562.00	61681982.00	99197397.00
R	110728124.00	104950119.00	58406974.00	54725248.00	105379110.00	85270049.00	88197167.00	84147235.00	78401289.00	100186221.00	40290743.00	69131842.00
S	182089305.00	114484871.00	108636337.00	121360407.00	154350508.00	100444085.00	95932491.00	85409163.00	83659331.00	165915360.00	61163712.00	104985120.00
T	214264100.00	149473932.00	144113127.00	161519465.00	146364105.00	118212910.00	121039403.00	106589174.00	78824561.00	186540156.00	93063747.00	100188283.00
U	178446310.00	132136181.00	145442534.00	172425084.00	125747915.00	114398563.00	162626319.00	145460745.00	131044943.00	136657156.00	56749558.00	83173987.00
V	153755514.00	119213381.00	104333467.00	88959546.00	93994978.00	61259548.00	96094133.00	81077443.00	82993124.00	109818765.00	77743761.00	107883507.00
W	166855025.00	132251550.00	106215678.00	86057578.00	58983993.00	51434805.00	51962697.00	91259512.00	97771290.00	125409691.00	103030916.00	100825268.00
X	149642015.00	106197598.00	71832672.00	64636163.00	109587986.00	20550606.00	48572124.00	71227821.00	123586211.00	244438062.00	136293399.00	96505786.00
