 	1	2	3	4	5	6	7	8	9	10	11	12
A	97802639.72	136759484.25	72494370.20	57802015.28	102941688.36	39517925.58	31043915.79	56388480.57	61142659.49	32575081.83	1842646.35	473362.87
B	51648232.47	82189636.61	46606958.17	45510196.48	85581988.08	78552255.97	36884417.81	37143532.69	47463905.78	21674167.31	1839365.73	458038.64
C	13188660.51	18090694.20	19169056.69	15120817.71	22030251.61	24288699.03	24907718.93	19425398.31	22355509.57	71677242.63	3319172.95	475192.02
D	9025754.53	14114840.74	14518543.76	15640488.01	13251283.25	24792404.34	22495009.89	20324421.14	34269412.59	60027210.61	3569464.02	467088.47
E	11406213.10	16409069.49	11609351.17	13228610.64	18433341.49	21127624.62	17238210.93	22047240.20	25671385.39	53566742.63	3284364.04	474698.71
F	15498288.48	17975792.25	13583027.85	12535511.72	25269844.00	22393513.67	54175872.48	23931963.31	28205350.86	27963538.55	2517750.80	486092.17
G	15530610.59	20002427.01	21498284.40	28399339.24	41478681.39	31074049.90	26168399.47	27310067.97	26406208.20	86705146.37	4099389.22	580018.69
H	12338090.78	19843356.07	17344817.34	21944422.89	39732577.98	26113224.42	26302208.78	20803454.27	24395305.02	82985138.91	4336241.66	619095.62
I	33325240.19	33028973.83	91333276.40	35291442.91	29015364.11	11098569.17	9341880.15	13173332.66	12521998.24	50192282.58	3354565.68	618050.86
J	32352482.29	31257428.98	44048327.87	38512517.99	55136123.03	16293191.11	9454775.70	19313843.20	17287039.20	98081210.61	3943984.65	601851.62
K	84949663.44	25512703.56	24674870.72	29787201.96	28355689.82	15964880.98	48963598.84	27225640.94	23576017.23	84844427.12	4254192.65	611783.53
L	17341791.51	19033872.50	12547055.37	18711687.95	15795192.60	21000403.58	22896341.14	30993516.69	20314742.72	59162356.51	3431426.01	571259.86
M	14536887.81	16752090.52	13772249.50	11888108.91	23143916.48	18489217.87	20443735.96	23210658.34	22383975.32	68780800.01	3931065.51	537286.26
N	10550382.81	13225242.82	9134068.53	13878379.20	13815079.07	16367362.93	15795226.14	23174102.11	23382097.21	136545611.16	7183294.25	525080.79
O	9968093.96	17157016.89	8374011.03	9052660.41	22262726.85	28467528.72	9689429.61	18815435.45	21578622.92	58654640.29	3070048.10	491164.28
P	8493961.63	9729769.31	5102258.99	5852402.22	17940355.96	15476317.45	10070530.78	17585965.99	18214347.50	11325574.22	1416880.86	436478.12
Q	6767195.93	8143030.86	4821763.02	4924876.99	6884087.70	16015890.39	13566010.41	18435687.45	15121099.17	8952266.46	1226254.71	415092.19
R	8972367.54	8548720.38	6797455.13	6647212.71	10769157.90	17680018.50	20408723.59	14911284.95	14596451.70	10942705.00	1210688.05	407546.27
S	21257732.67	17335948.15	18735936.20	28342250.21	18615122.60	16667134.13	30303942.02	15225942.54	19555078.52	5401871.60	1127449.70	388988.43
T	53599736.49	38557208.75	57081799.47	69333839.85	31137702.17	37262131.93	73945742.20	33427866.98	28085510.03	6668651.93	1190430.68	402448.53
U	21028679.30	21349744.13	14487919.60	13937358.57	16148708.40	21355340.59	30658250.75	24414312.42	22530759.07	7449444.31	1246871.58	398973.96
V	18647080.95	20795742.14	13751097.06	15723478.53	19439231.57	12719213.08	28536142.98	14400702.75	17256340.16	9264500.26	1256838.05	393390.65
W	19054772.58	28078583.24	17471758.17	22372105.06	48586911.29	26624527.62	53850116.64	35799332.88	24423642.90	7871982.19	1220602.95	385652.58
X	13748380.03	38193877.74	40658707.70	26960537.56	76540078.14	10239637.56	19351203.09	28442479.39	26474542.12	11394428.69	1215316.95	367206.59
