 	1	2	3	4	5	6	7	8	9	10	11	12
A	93813464.81	59861521.28	85749586.33	17082379.61	20897430.63	53003179.31	29407437.68	33508971.19	4611451.48	20041008.15	6597449.20	22623026.23
B	8983034.27	9720989.63	7209952.16	7889684.38	5017807.66	4243488.72	5451977.66	6013020.51	4586382.85	24391061.09	8592970.42	26597210.59
C	33749653.84	25323899.49	29291618.32	23406099.63	21475966.22	18270086.91	20623192.68	30253828.55	22153262.11	24652469.70	41916252.59	19823584.45
D	31827319.63	32400375.88	28381331.34	24532456.09	15358185.39	30752247.80	18529571.08	23709288.12	26807342.85	34177411.22	75850569.15	35468195.77
E	11951782.61	22640536.82	10138338.31	13487631.07	12693187.09	5953116.97	5423809.88	14362510.03	13030364.80	30856995.76	153644911.94	34368959.83
F	13062138.42	18457165.95	9640477.77	12928078.72	15164866.96	6097751.99	6360213.00	14147338.82	14617835.19	34177198.43	131159171.60	43295708.02
G	22706918.75	33328319.86	23866130.25	36483301.62	40511183.60	20860210.52	19684828.31	27364251.62	35900920.08	64188349.56	146055907.95	47392713.50
H	25687448.10	36256667.38	27671421.06	41849532.97	38592195.21	36593801.17	21326323.47	28971451.93	36296995.68	52982920.75	85774073.89	32830916.76
I	65973941.91	93088778.71	254416046.87	195173589.42	101345990.96	86629199.62	186481820.13	124489160.46	100972023.66	142439262.89	87722537.40	12729316.12
J	57114598.91	85553861.29	93650759.04	102657716.38	102364622.89	75860078.69	164275782.51	123774721.03	124320941.23	128300736.70	163763356.19	25353326.09
K	38233036.60	46886933.06	47277863.13	48268566.87	38052384.91	23855207.32	40176762.26	51830283.18	45371896.16	73697984.83	78328084.69	34105286.90
L	47407709.20	41349379.19	26482388.73	48888543.73	19161141.97	25919930.56	20300293.54	36879335.85	37455415.00	44846802.83	81235250.76	57104872.52
M	32614499.04	33232582.60	40351789.03	30657362.60	39353535.59	33530035.60	55165320.69	39330377.93	23653451.91	46602507.17	100941320.23	52642559.27
N	43859545.49	31748569.20	29865779.75	30149510.89	23910539.57	61493577.71	20737815.39	34396306.82	21875223.29	37660919.55	82288575.25	60937766.94
O	25403944.76	33765417.92	23549893.69	23090143.32	33046372.21	42525959.94	22243857.26	24051300.53	24151507.90	43157789.64	131940558.96	77225142.48
P	31869003.04	25896025.76	20125154.36	18592640.51	27619784.76	41664230.17	17332828.41	30881034.88	22093801.14	38360710.19	136896540.76	59845395.81
Q	31917053.96	27953881.94	18795851.90	17168884.30	17898838.65	51558648.88	20248658.36	25627419.98	23372085.11	33030845.84	138378419.48	76920974.99
R	25842725.27	32755532.97	17837081.82	23143816.46	24854467.20	47541071.39	21115633.99	27726530.96	24721403.65	34847479.71	179606619.60	55969888.67
S	33225020.76	42060896.35	35043290.43	41471112.69	35789798.60	41481312.38	27799054.74	27153829.25	34270911.86	63345451.65	108636887.98	57335059.20
T	45965365.80	45938271.28	33386572.73	42846764.09	40799473.65	51199736.55	46525490.48	35703952.25	35756120.78	65402505.26	119932287.22	84543903.73
U	39661557.22	37957621.83	31380964.37	31749150.56	36990046.34	36096547.35	22728835.21	45368715.72	30972645.33	51104623.01	122268045.75	54771559.28
V	39441311.91	45362898.61	28922849.51	33863432.87	42950422.84	18329478.69	18859314.49	32919167.49	35272645.03	57228643.67	111661654.33	63370787.25
W	35720858.45	43785864.74	31575153.20	39714559.32	64517367.88	18992934.89	14396812.48	41812746.43	37698674.12	59275523.19	117578227.69	68101997.53
X	31441286.70	37247639.89	30598564.70	27229697.17	49027037.25	17117366.81	14014089.38	25002177.14	41677749.00	83897625.89	93580739.44	65507350.76
