 	1	2	3	4	5	6	7	8	9	10	11	12
A	1817093.93	19079102.03	5781011.52	1652985.89	201522.39	355023.75	1076956.74	13259732.24	3997401.47	378629.50	239640.91	1328140.53
B	1396760.69	1272876.94	397263.48	496240.15	195849.16	172920.82	1351589.40	2188735.40	447499.19	429855.37	637407.55	1752205.63
C	3025914.25	2925793.64	2380220.08	1733916.03	3283994.45	1282814.29	1907778.36	4026035.53	2301374.23	2053124.03	10466092.76	2694032.36
D	3615099.97	3253956.00	2538386.20	2011938.91	1061495.91	1645138.65	2692153.25	3230634.47	2420599.46	2167952.45	1931911.76	2615826.52
E	1831718.37	2705578.70	1051017.13	789395.23	2134438.62	1841233.07	1916942.95	3269867.85	2719096.59	3036984.54	9304266.45	1723410.34
F	2453103.59	2716433.54	961834.47	952884.91	1579942.82	3919439.31	1769999.75	3165057.00	2465324.16	3093232.98	8638931.20	1702764.00
G	5329402.53	5234898.64	2597841.82	2482847.97	7135178.44	4887332.23	4022841.77	5552117.56	4527390.61	5433846.19	8910790.33	1603029.80
H	3723590.01	4629985.62	3215097.54	2447694.24	8647079.84	3674357.47	3879217.55	4672969.19	4404488.05	4468014.68	5230207.69	1213683.29
I	11933045.70	10173727.49	13453141.06	7187151.46	14347731.64	4205324.61	3520245.44	8312673.18	6018657.74	9140661.62	2546039.79	1394187.82
J	7834665.66	7363796.71	10830189.19	8314917.05	9275209.46	2972838.09	3213195.59	8773218.48	6969156.85	8512741.61	7633821.82	7050709.26
K	6932959.27	5362439.63	5205060.14	4324131.03	10605510.46	2688442.82	4267245.86	6814483.14	4693073.24	5892979.41	3879910.46	10443101.44
L	6330840.49	5312347.13	7040742.51	4055623.72	3561757.58	2545197.88	4314398.10	3765269.98	4092044.20	5414295.72	8408385.36	8876154.64
M	2273401.90	3742818.80	5855801.50	2645292.90	7649492.07	1585126.42	1938377.16	3532260.56	3907868.77	4347137.57	8473072.85	6784481.20
N	3124388.12	2885521.84	3620723.44	3186333.91	2771065.49	814804.77	1701004.58	1719581.79	3597615.53	3963368.26	9115607.02	6296334.30
O	2744299.30	2785831.45	2290243.74	2414438.92	4039987.92	3451556.25	3478086.30	2631938.79	3746070.44	4714912.70	7661395.93	6720339.85
P	2227752.59	2388131.52	2033364.78	2525371.03	2922697.27	1532734.76	3045277.85	3279383.41	3651679.97	4426848.36	6187692.26	5078619.85
Q	1807953.50	1242180.86	1115282.61	2740100.28	734127.01	722330.07	1455524.45	1788359.00	3078916.07	3967697.65	7128979.39	5826312.89
R	2290047.22	1394809.15	2019353.56	1981020.18	1492659.69	1374964.60	3104790.72	3552069.27	3562298.15	4266111.86	3820925.25	5200910.68
S	5532329.84	4567375.66	12931464.67	9855996.23	11928640.60	14293664.66	10392210.94	12779284.85	11157168.36	22476515.02	3014094.88	2623627.93
T	3876036.35	4175208.72	4061869.11	3290095.72	6936807.47	6547556.89	5025604.91	5232358.99	5780026.20	7523897.49	7180074.83	7456886.50
U	6027119.60	4465276.46	2701041.01	4934052.63	5250614.96	13264290.10	5428481.68	6480726.74	4605917.74	4824909.58	6985121.67	4023337.21
V	5262809.18	4250456.98	2851902.42	2350109.59	5733961.56	6403645.16	4017979.91	4456817.62	4156555.60	4220687.28	10038204.95	6435931.79
W	4373422.39	3977836.96	1741011.37	2076450.73	7677780.80	50642017.27	4510017.71	7187219.24	4852550.86	4323532.54	8676302.31	6515635.17
X	4008531.27	4191294.71	2471117.50	2589486.00	7767921.41	4973985.11	4983658.57	7253204.84	6497405.55	4965290.77	10399478.40	6057241.11
