 	1	2	3	4	5	6	7	8	9	10	11	12
A	205524373.0	333833457.0	197489286.0	26383459.0	117891310.0	943749808.0	84061201.0	548999070.0	76863713.0	477468733.0	45984286.0	236534489.0
B	43650449.0	51894979.0	30376615.0	33216401.0	52752488.0	61865223.0	56703468.0	58231301.0	64700396.0	167912699.0	54540188.0	203075581.0
C	179421546.0	142879271.0	173107947.0	163171137.0	186976369.0	89076196.0	89981016.0	118600104.0	112717572.0	98289418.0	295922448.0	346846725.0
D	210476969.0	214373690.0	219973774.0	189583001.0	115301466.0	112608349.0	96255845.0	128662580.0	107670328.0	111057873.0	203326113.0	537144801.0
E	152794335.0	205178362.0	184060204.0	165081418.0	149484616.0	48287760.0	61150914.0	89458088.0	102171998.0	87311759.0	250577007.0	658126846.0
F	173694806.0	231541624.0	151563935.0	175624447.0	274800259.0	33277991.0	74886968.0	78679531.0	94408316.0	97319265.0	231661939.0	190500993.0
G	191708186.0	213641950.0	208905059.0	194966045.0	305009449.0	63675244.0	169875639.0	135525900.0	153553210.0	164194214.0	187263627.0	371323936.0
H	158000837.0	167221605.0	145977010.0	170514029.0	202448785.0	84682780.0	152535608.0	147620717.0	169353668.0	153704939.0	196645579.0	113690816.0
I	196553446.0	199185291.0	165114553.0	115556092.0	210796042.0	74891478.0	366468712.0	233409775.0	279302985.0	331911609.0	58780997.0	28554534.0
J	239520934.0	193248606.0	133886940.0	88775881.0	189160318.0	65390152.0	266976189.0	238453284.0	333009250.0	244801517.0	207672188.0	109227579.0
K	190861912.0	202012223.0	196196708.0	280685332.0	336117953.0	143327301.0	418573066.0	185902640.0	185571801.0	175195172.0	117703154.0	109874906.0
L	197687946.0	192011654.0	181672570.0	361673010.0	146044056.0	171454899.0	184102592.0	206738933.0	192715430.0	154494327.0	163891136.0	123455907.0
M	175313179.0	171907622.0	148690532.0	186976646.0	220903313.0	272941521.0	306936123.0	198768371.0	145292357.0	158973537.0	214215961.0	117313244.0
N	159857484.0	160263559.0	136572778.0	180322486.0	160093617.0	212943585.0	118437263.0	182609234.0	117161766.0	133067490.0	196995938.0	124069910.0
O	142054447.0	152328483.0	149737379.0	141585459.0	212407178.0	132028673.0	129241775.0	160133949.0	132752552.0	142812805.0	267161461.0	150651014.0
P	140267725.0	132072935.0	155802301.0	149638587.0	127320789.0	175176464.0	110214661.0	176499453.0	109137662.0	131684070.0	298737890.0	145681509.0
Q	126739239.0	129070850.0	126267704.0	110105523.0	73986947.0	337653826.0	118040857.0	178063570.0	118340223.0	99009435.0	201842650.0	166638983.0
R	133447966.0	136274276.0	137595328.0	112870608.0	86496376.0	336923718.0	132873336.0	162225011.0	111946676.0	98979886.0	221480761.0	149010579.0
S	395023413.0	331038149.0	293590695.0	386074517.0	220099320.0	324597981.0	417732093.0	259734086.0	182674378.0	290280486.0	68576753.0	86246124.0
T	296148070.0	276750501.0	259204747.0	268196291.0	205536577.0	180191979.0	346205635.0	205127242.0	171931824.0	211088176.0	156621744.0	154412579.0
U	199244065.0	203384771.0	203139657.0	244906646.0	178366239.0	134117914.0	182709611.0	177001877.0	153853379.0	126996384.0	80426120.0	92585549.0
V	193753820.0	163759562.0	164937385.0	157460022.0	146290183.0	61253218.0	122914183.0	137127406.0	154712190.0	119077928.0	124471241.0	131280791.0
W	188207665.0	208089539.0	192868825.0	252948012.0	229045994.0	38009334.0	96189244.0	163136823.0	171888825.0	146872239.0	197445591.0	153069989.0
X	177522838.0	191208602.0	201104978.0	120902250.0	118623997.0	35087662.0	69938281.0	127117536.0	188696081.0	166422086.0	208918270.0	151340517.0
