 	1	2	3	4	5	6	7	8	9	10	11	12
A	28110774.26	5533898.03	51901615.61	14014265.68	38944077.57	4703758.39	22570970.86	6736018.12	3133555.32	9942384.37	5244259.83	7979507.59
B	9113697.57	7792375.59	100082931.15	24395453.76	19379665.48	6306791.01	13847036.53	11278800.85	5036448.17	8296612.46	7280767.28	7323841.88
C	9414055.77	15355795.30	9289062.63	16297080.15	9219070.57	6160215.72	10733941.79	8918650.99	12987531.68	29623679.53	9575909.03	6365197.00
D	7605444.94	8319717.21	6825432.82	7957765.63	6707409.25	6515254.65	14231737.60	7998637.62	14657815.48	17981881.51	32638005.70	9754650.49
E	6819382.21	7903154.81	4863506.78	11464585.20	7215988.18	5031838.67	15014295.13	5630988.18	10885896.45	19720834.94	50580151.29	12276057.01
F	7658431.00	7347649.44	6778663.72	19003952.80	5953528.54	3639403.58	16504418.57	6818002.84	13944919.68	17547145.65	34374654.63	12321098.14
G	8618142.81	10368831.56	5796658.82	13932166.37	12523935.64	8171045.12	13010273.00	10881113.02	12961757.83	30518300.13	32948430.90	16338403.95
H	6708412.12	9377821.41	7973706.56	8087493.82	14251639.08	12426460.05	11085215.73	9554486.10	13471998.96	24549799.88	26186189.37	8169992.78
I	14394405.56	24678756.28	124673840.04	18740727.56	26622947.63	31008493.13	14346616.04	81796124.65	17171238.82	47902831.66	23581110.04	7332345.35
J	15677798.20	17317358.76	13636866.01	15632294.54	26868111.29	20631968.98	12935987.66	19577519.91	18093748.70	36112447.14	41714781.43	12255358.40
K	9488256.61	10298226.29	6084841.70	20103273.20	14748246.72	7511954.27	18198226.15	9530110.97	12144391.82	34823114.61	13841972.90	12244005.15
L	10337170.17	7921481.05	4176594.39	7201788.69	5145077.20	5557284.32	6581346.33	6177282.52	10887895.38	18858892.69	14975392.41	14960100.96
M	8242160.61	8311127.59	4305942.79	6935832.01	6999140.20	5034604.15	6865690.27	6002046.18	9156262.73	26106967.55	37964999.96	21632174.54
N	9941326.96	7685376.21	3972861.12	7439144.58	5833352.02	5161582.22	7075246.19	5801800.61	9102138.22	19487599.26	49100819.60	26293644.02
O	8867466.39	8869576.13	4050541.38	5845150.90	8847260.66	8260949.14	8083566.30	6824447.81	9499286.53	25192146.12	40518910.59	26434659.18
P	7841546.31	7807537.77	4362272.99	5017321.92	9076778.56	9307480.12	7047957.29	6284073.43	9604624.03	17344731.38	29803595.39	22909078.53
Q	7912131.37	7932725.44	4982215.59	5954783.94	6777556.80	8099173.23	6651148.21	6284308.85	10121432.71	16488442.76	40052041.52	16052480.62
R	8742907.39	7107719.39	4591316.24	6305059.10	8551473.38	9620293.56	8085688.42	6260568.81	8660100.35	15496991.63	24529999.97	20547248.93
S	7092229.02	9019132.07	6352160.30	11340091.00	10971012.56	10123299.51	11037770.40	7263065.57	10505721.65	23856503.80	49946678.93	20052468.13
T	11181116.05	12768252.19	8786500.44	30749738.48	18261335.40	17244894.03	25997713.02	9544905.47	12786397.20	31093713.57	55556788.22	21935357.58
U	21304694.66	16678567.65	13518558.95	20694877.36	14892458.90	17695770.61	19810016.00	14125577.57	20531641.99	36122583.04	29300557.84	24571055.76
V	15033135.54	13063003.28	10859172.07	19259572.62	13748187.11	11334725.05	13908028.69	9318910.06	12768874.17	27894506.28	28183750.37	17477308.54
W	12729538.55	12299898.33	8488685.90	15696243.71	11745829.87	12560736.64	11698265.46	12448579.50	13822052.88	29971000.97	35743225.14	21967719.01
X	10044311.50	14866719.11	8030544.58	12006175.25	23232975.07	63316514.21	15099251.80	23132768.91	16664857.66	37707168.47	40193967.17	20002170.53
