 	1	2	3	4	5	6	7	8	9	10
A	2446043.42	3015834.91	2476556.64	2667158.5	2355065.83	1214765.56	2408716.47	2382256.52	2085023.18	2085295.51
B	4197753.6	4495990.41	4287680.28	4214118.42	4597242.62	3207514.29	4271863.13	3384016.11	2817253.2	2125600.27
C	45353661.87	54066411.28	44043676.22	51094707.11	71422462.94	26131092.16	79487506.89	43699062.03	30196025.36	3127539.18
D	50015588.57	58528113.77	56319181.13	54028638.16	38449386.69	26784397.8	25982184.46	34049411.3	34339135.12	3588173.2
E	51661756.93	62347486.97	41396229.64	85757991.3	33178370.45	6694050.82	8600333.12	52022913.37	40936553.47	4146808.89
F	51340691.6	67612142.05	47776034.42	187835263.44	30423844.43	6987303.35	11374338.72	38164042.24	36496354.23	4691630.44
G	72315418.61	97135060.84	103189603.68	163690526.06	73281337.48	20288192.02	17128235.18	34504048.19	48088895.6	6703339.52
H	46442546.59	60149838.34	50227181.97	52802335.93	85802517.95	28794291.33	14649936.41	46715750.68	58721280.29	7584550.3
I	60413437.84	59337399.89	59618125.04	50925139.41	124683784.43	21823696.36	12554499.24	36253311.7	41272677.13	6051075.04
J	71988004.91	65721603.11	55936442.12	48311317.96	143895341.64	20491727.73	12770555.37	41865879.58	60980386.18	6602156.37
K	68169743.74	71442572.71	44401166.98	78157165.27	66499555.17	33505785.04	93334280.91	61402806.35	63196629.02	7078717.87
L	68144742.82	57682670.16	37526274.09	68143995.11	45224887.75	73013394.4	163429111.45	109454692.71	57517870.36	7563466.98
M	47746653.1	46929448.21	32814215.18	59793606.93	64269216.9	68665638.89	200295420.03	85643885.01	51588752.19	6716885.54
N	49144928.18	43459609.9	29793984.69	56237268.57	41819892.32	164061021.79	128304334.96	70325358.01	49989550.87	7258683.22
O	40961469.73	56185917.1	45357652.27	45860005.51	89339805.4	121116899.5	52753156.96	71300840.36	61116989.43	7996678.4
P	43393562.51	47008264.16	37428243.62	27012079.54	57764120.7	80524845.22	78484021.89	79402945.08	58574113.96	7957224.78
Q	32754102.67	39280266.26	25015414.04	26828304.27	23369492.48	82936989.15	81000557.82	83567762.75	58777073.34	6960211.89
R	48979488.47	48826806.23	56746732.64	29872824.6	38417081.81	53553686.13	65493282.78	81077779.93	56203570.38	7238344.99
S	71365650.13	81205052.42	89022798.08	60404643.66	78819916.68	67198975.02	57032196.25	42017380.28	58749651.71	6778337.59
T	111202765.78	111226571.19	87274667.95	97403618.77	107572280.7	106918098.09	104375472.09	63267691.0	56431228.04	7092263.64
U	89496502.8	85004055.26	66044675.25	106373267.32	84665968.17	78421657.13	138161022.91	96153670.47	76105915.52	5954582.78
V	70899502.98	78204016.8	53700385.97	48030180.1	64163449.62	22795889.78	27453571.43	48405256.68	72038291.59	6074134.68
W	80312225.22	89273706.97	65484276.28	91757910.3	139864662.04	30259218.39	13984515.27	48865024.19	81308656.4	9285051.94
X	52105561.14	78555649.49	103416707.74	32978491.31	22293892.32	8329504.48	8183675.37	22641028.6	89725111.63	11636532.51
