 	1	2	3	4	5	6	7	8	9	10	11	12
A	24716074.17	10779131.74	20395444.43	9877189.25	35536345.49	8849248.11	27930253.08	18129385.69	7355563.70	19293380.89	6763772.35	17877284.23
B	72486691.16	13432381.13	35650298.44	11146379.33	25955926.23	9599307.19	19726145.22	20819325.23	7467751.77	10584128.43	8202089.43	17226263.83
C	23897632.81	19541235.80	18993710.11	15899848.52	15199772.65	15138491.44	12648402.03	17258659.45	14788063.16	13892392.48	48608229.17	32010389.49
D	18851351.19	18829483.53	17167369.89	16478744.73	11573918.84	13366355.75	12357375.17	17749528.41	13994796.97	15442813.08	12851664.23	43387962.83
E	14982263.42	15758406.84	13833684.77	10059693.60	11085918.44	10882631.24	8297480.93	11410995.17	11471598.20	13266784.59	25490182.42	25756243.57
F	14125308.23	15014359.96	14097698.29	10865472.02	13695961.87	10470761.52	10272361.00	13341472.48	11764851.99	14548202.31	23624089.66	13379031.87
G	16791503.87	17641071.97	18408612.31	16834471.22	22033136.73	19475231.20	17338091.27	21390080.77	19071784.04	18998395.53	34091655.31	28707310.11
H	16450695.58	17982267.13	17333992.21	15385743.69	16401424.41	21343688.30	13041345.77	18147658.75	17387952.81	16883223.49	16349627.81	12206614.51
I	27750724.36	30598159.93	43326480.91	20944804.66	42307589.68	37462044.06	53521110.44	44167138.42	24746190.95	29357368.30	28840121.32	11234978.71
J	21756329.06	24504818.84	29795411.29	15902917.15	37807249.48	38044638.02	26459234.30	34890253.10	23717900.12	22411548.50	46161227.59	14542086.78
K	21025124.46	20799226.33	22648976.59	24828994.69	24656679.37	16224043.07	18817253.36	22281294.84	20081318.82	21604693.91	18640329.27	15132614.37
L	29710014.51	36201810.72	20798435.09	26915406.17	18852215.21	17091835.36	16695260.80	20100565.88	18637142.39	21221698.40	24942144.63	15468811.94
M	22217191.19	23677080.14	22320148.58	31907646.95	35451850.56	18272466.14	19586280.63	16966289.63	19887248.80	19814933.64	29093843.15	18548065.14
N	22037038.23	26898309.54	21949418.20	41129853.95	20158326.63	17421781.18	21573540.88	16964610.55	17090407.38	17612411.59	23344629.18	21021855.13
O	21215112.84	20961246.12	20347934.68	28470803.70	20760468.57	21506249.68	17510667.46	14886367.28	16163764.07	16398942.51	30564577.34	19464529.06
P	17363441.66	18454115.57	17761800.22	19880485.36	17407481.37	22968601.43	14449530.02	14488932.39	14736803.38	15143996.09	24723468.63	19659987.19
Q	18337860.78	16619797.55	15447810.36	14415117.78	10325756.18	19857542.92	15340712.67	12456775.99	15918483.73	13089272.22	43319705.98	18247166.83
R	19640717.65	18543645.43	15105186.82	13875651.60	11862166.22	15486193.29	15262326.01	14218448.66	13465441.02	13413687.44	25747547.58	19651210.55
S	58564499.47	48480729.85	50903876.37	43992750.39	38103340.77	36582494.09	34788099.52	37369466.61	30933006.02	38718232.58	41944140.09	19750610.19
T	22030245.43	27071880.68	21451772.29	22356655.15	18247404.03	20245074.18	18937670.42	24556372.99	16272485.21	17762736.55	40022905.33	22357089.11
U	27640187.59	27173195.57	27842451.38	45203162.54	24982606.97	22199190.49	24220300.40	23288025.82	23125487.08	18904667.91	17378384.47	12927691.41
V	20423780.99	21573643.62	18646837.48	22041877.05	17585819.35	17328856.23	15947759.36	17443894.57	15467477.55	15486345.18	25901306.10	18198700.83
W	20077518.67	23204368.61	22240520.85	24904232.76	25136456.77	16353158.17	15184295.85	17142654.89	16458875.89	15907793.48	27182592.72	16930503.83
X	20000548.46	24056633.21	21035605.89	19869203.67	18873586.40	18762451.98	13318644.25	15758977.33	13528837.75	17877956.45	23128256.97	20709761.42
