 	1	2	3	4	5	6	7	8	9	10	11	12
A	3208320.49	1209002.04	3164753.96	748345.82	166628.90	505471.84	442877.76	2957390.76	255969.21	349370.29	99587.88	729549.15
B	133084.67	867772.39	182725.28	838134.30	76915.06	93874.87	103980.28	271384.59	96125.36	382549.69	111733.30	474343.20
C	660095.04	571229.96	584416.40	384678.20	382507.13	834447.25	853950.70	933479.06	1264635.93	1378444.18	566021.52	422307.82
D	405219.92	579052.07	516569.21	414620.00	274210.99	696664.25	416664.36	616684.65	963234.83	1444776.27	1425371.36	596362.95
E	398360.52	463555.83	591179.75	341113.23	673015.07	475237.90	486764.73	657012.21	1251111.88	1720108.20	2923336.87	478113.40
F	319360.73	481947.87	374594.92	488579.38	649087.29	281950.43	486335.23	735663.72	970826.39	1899834.18	1085624.37	569216.21
G	550916.70	921815.18	879913.10	1070909.22	1181758.63	896842.76	615945.76	903203.62	889047.02	2005276.39	2436265.43	418318.90
H	536584.26	724482.18	756113.17	784054.60	1162448.33	1614728.13	597986.22	999195.17	830204.12	1750623.54	497185.74	365322.54
I	1095213.74	2001933.85	3272794.60	7196053.18	2643976.08	1448002.30	933523.73	1617842.36	1205687.40	4010561.54	2927577.49	552226.32
J	748878.21	1545358.09	2765029.63	1951826.37	2656181.47	1366775.47	561669.90	2522496.27	1217084.06	3308450.90	5667791.23	1030981.36
K	542862.85	842086.36	829646.86	808487.89	935879.10	833900.06	1177296.79	1163720.95	1097198.68	2590334.45	2530299.73	1267834.42
L	501744.92	681866.59	447662.85	557763.48	459384.07	1062463.64	1066790.55	1194481.39	1194991.55	1698346.34	2068249.80	1771524.71
M	660478.07	683080.14	593480.60	592967.05	727291.73	1514769.59	2478538.95	1281860.89	1046082.51	1859516.04	2614321.41	2353905.22
N	646645.19	766861.11	416727.71	481410.03	468507.69	1393562.78	669894.91	1080319.82	627479.17	1534554.02	1147738.20	2397435.27
O	780049.76	789554.77	636754.66	480619.96	843074.34	1865192.17	831860.43	1085695.93	865654.52	1723924.86	3210478.11	1860307.08
P	961132.54	801932.88	371076.79	379374.06	582322.87	1100686.95	564962.26	1295173.70	696854.13	1663752.35	1297746.94	2379917.31
Q	1057481.80	747828.57	415863.39	453296.39	498791.21	1861642.13	1006785.71	946906.07	1055915.37	1643819.76	3679122.58	3733471.43
R	1003709.85	850647.47	421754.75	597018.85	663805.05	1601113.87	1003325.85	979588.55	810690.79	1608962.22	771642.52	2421594.98
S	614174.75	1192602.04	1117944.20	1607402.55	979391.03	1311631.51	1186474.23	1101218.14	928152.73	2638751.65	2303555.78	2528188.59
T	840757.85	1534111.90	1431857.74	2469778.48	1316191.89	2201470.20	3654748.33	4067003.84	1108719.88	4329785.23	4553338.78	3830532.30
U	1146199.49	1260992.60	949676.43	1129473.89	800902.24	1561859.30	1453930.88	1658138.02	1269682.80	1938243.03	2534025.59	2357578.33
V	921501.22	1371724.32	897827.45	1240649.18	1074262.37	673066.32	932181.16	1263668.70	1015686.90	2382586.34	4458770.25	3215900.27
W	768128.02	1892408.29	1647812.67	1438790.04	1664566.62	576707.60	691889.31	2370105.10	1179760.49	2433832.71	2464115.21	2914461.21
X	715279.83	1486560.54	1422575.88	1244128.88	1504548.23	501116.42	274856.04	1093262.84	1188340.97	2656799.85	1231020.58	2105080.16
