 	1	2	3	4	5	6	7	8	9	10	11	12
A	136555018.37	125775198.38	135261275.67	8997977.31	2356478.10	4982474.43	13017281.16	32084407.61	3539380.69	4890243.50	2603321.03	3798998.73
B	34816128.77	29384178.50	19300987.02	15049665.20	3463829.63	3880309.51	21254780.98	9364684.18	5136306.76	5412597.62	4312265.17	2598332.13
C	18546335.41	18512668.55	11919231.75	20075358.61	31700444.91	50997899.05	77334093.64	62458907.68	55927243.02	79401732.69	85157493.64	15766501.34
D	6869622.85	16786608.50	12268811.32	7328468.41	12035068.66	51580965.43	54265650.31	48736206.90	61451814.07	73852794.78	83028498.52	17491456.32
E	10950913.84	61834556.84	52814583.91	51413398.57	45369650.15	60917086.48	61557916.35	67035175.20	60758235.27	96616649.70	90136714.40	15258826.29
F	15859515.77	38530572.10	21885524.40	20366490.97	68087220.28	64243219.93	78798039.68	92815356.97	82136136.13	112342531.21	79324980.55	14956068.76
G	15130134.77	48568195.78	61409561.46	74753605.46	107787139.88	102217251.24	120018949.03	97574786.63	84541600.03	121102239.54	90405083.75	12911781.65
H	17687315.40	57597733.54	61574228.76	61599972.55	87054083.44	73944470.15	89747475.67	76107983.65	77134088.32	104337441.42	64287089.98	13503625.56
I	31788348.78	76043508.39	213317586.24	47060587.16	62764053.64	37185653.46	45697062.85	37855741.73	37664413.79	84341215.95	116811376.80	15460045.79
J	16973234.66	78493609.82	146036856.68	46683318.22	98687642.51	38147491.09	35101815.50	39051495.01	47309278.44	80673801.36	215031132.00	31013392.84
K	21385208.52	61775501.04	125062126.59	105959748.41	81232423.63	74999994.23	91096586.73	79935235.53	80688580.03	121198508.85	77877428.94	43490063.82
L	55168690.05	44733638.97	53045584.87	63262861.36	43662780.72	58350303.94	66561586.13	78646472.13	60149171.96	89062144.01	103454070.84	47296740.66
M	27674762.86	48681621.47	38177818.81	73365180.68	61669103.91	53952528.06	60805167.75	66150765.02	61035785.24	95131869.19	122936597.58	61928137.76
N	86269704.23	44089108.35	24169173.34	60915163.60	40770605.74	88775555.86	47503370.45	48605137.81	51925637.73	79450468.55	28174570.36	53010862.11
O	83120480.33	67761102.26	38687059.95	60103164.16	57699865.79	97529461.41	61747213.87	65481465.33	72691481.17	100212290.03	71811083.67	90620781.26
P	121331452.94	49635876.41	17380367.52	38797841.78	51546117.00	60864493.00	49947066.72	60331657.68	81242156.30	96551261.75	74012469.62	85775087.41
Q	92694495.29	51385356.63	15668223.21	29448499.39	25361744.24	49736773.97	53380040.23	55266904.28	66645425.34	85270077.08	80335989.77	105632267.40
R	52167036.28	56806783.09	19993446.43	36885165.59	30764551.62	42589684.81	63399784.49	53315810.62	49063065.81	88825582.91	67416434.40	86446500.87
S	24370249.85	58261132.82	65010582.49	91609724.59	46539059.19	64266040.08	82992073.77	59040300.51	59876575.67	116701142.16	82726231.58	122947858.88
T	26775603.68	58557260.39	80667536.05	88089423.69	58758657.05	70499646.20	93838562.27	73951541.77	58545508.36	126955495.09	151593978.29	133799119.68
U	43359771.24	52283862.40	29479993.53	58430740.27	34624252.37	57382383.53	72453834.46	71906752.79	75533542.58	92133195.76	82377078.19	100509894.63
V	29562750.72	63266901.74	35873227.28	62274643.70	49867771.20	50024897.37	68649940.17	54722101.36	68644641.21	100929857.84	223164922.15	80652750.26
W	13857605.35	43787384.38	42400726.40	32570918.62	58622513.14	75346943.86	64578267.36	77217132.66	81051057.45	129403751.78	100447680.32	113772322.42
X	20544727.59	24711325.55	85084201.35	28777719.65	117664552.61	26652201.83	64261499.08	79591948.84	107819424.73	141580053.94	28856575.11	39932600.01
