 	1	2	3	4	5	6	7	8	9	10	11	12
A	31157585.91	3783377.36	26021435.40	4814037.69	116157185.80	6128916.62	54602662.27	6731358.31	1673803.98	4281651.28	2649559.49	5149689.21
B	12045882.23	3659616.22	3265741.47	4504391.72	35895311.64	6594420.67	57680557.34	9120080.68	2125267.83	4434515.55	2870314.95	5011866.67
C	10572852.62	10638207.74	7445875.39	6748686.50	26948700.14	15984960.90	70257747.44	35014993.52	38427598.18	47426818.92	7603925.10	4230063.91
D	7863240.13	9762144.94	7190253.78	6516643.60	7337974.76	19764742.02	28143842.38	34377814.68	58432500.70	86141914.97	14245168.29	5760770.17
E	5995843.85	13029317.08	6725807.87	10260800.40	17443300.47	13813642.17	35859581.74	36336275.34	24210905.03	28525774.68	12479042.07	4592691.30
F	5879403.58	8027851.34	5100360.69	9273739.25	24689311.18	8513029.99	84249786.23	34809734.66	26229972.09	27940131.01	9748784.70	5483882.51
G	8041839.83	9107911.39	10234509.03	14635005.49	24797001.04	9966139.03	15793927.62	14820717.51	13055710.26	17370021.55	17826364.70	5667027.73
H	9710719.56	13760205.79	13077850.93	39709969.76	20551596.56	14682390.70	10782083.68	13660311.94	13410785.00	14638174.83	11774293.52	3347102.67
I	16558179.30	18536916.94	78065048.33	19692667.56	15259084.18	7668458.42	12100207.67	10710671.23	7447834.84	8828835.12	11801783.85	4261498.94
J	10312116.19	18749481.78	30925102.33	16260712.92	20464307.15	7499301.70	10755047.28	11280943.51	10575372.33	8102933.80	27618658.34	22275176.62
K	13595536.76	14347428.10	14177333.74	13291081.17	15722367.48	8845902.76	15123857.55	14883491.96	14693385.25	16526227.44	16327901.40	44333978.96
L	20620167.33	17327204.81	12129413.87	16228200.54	7504441.87	5498323.90	7004095.31	8905381.96	15331139.51	11258465.61	14781905.21	87864116.10
M	14928860.33	13486403.23	9640891.69	10250345.38	13569968.72	10459498.58	8901300.37	10866107.86	13496610.75	13329187.26	20172754.31	77623291.51
N	17732666.04	11472087.15	7679383.48	8309733.10	8505028.50	21520655.64	5921648.27	9324917.39	10655184.35	11098609.71	14573767.21	67135747.15
O	13733808.00	12697931.94	7495443.23	14389655.97	11296421.77	14768126.54	6002664.89	7235358.29	7587575.95	9921985.86	10052581.33	13904365.49
P	23342267.91	9687378.62	5472550.32	5356922.07	9435856.05	11366330.09	5136703.27	9024063.08	6853447.75	8890521.26	9045197.80	10251080.68
Q	11259185.01	8675192.02	5349639.23	4149598.13	5610686.70	11355358.19	5177538.58	6056262.61	6823884.82	10549930.19	8249900.60	11999871.31
R	11277223.85	10266141.12	5492488.46	5220271.51	7895682.24	12752070.10	6820433.92	8627444.00	8866516.87	11614806.94	11034918.75	9464199.03
S	13861233.75	14133870.81	11157297.90	14140466.20	11335262.48	14138053.61	13794313.67	13962241.54	14650802.36	16705334.83	7850045.14	8053409.37
T	16343667.51	16832332.68	16805482.63	26290970.79	16353028.39	19287685.09	32543522.22	26372303.20	21271061.65	25384950.78	19392676.13	14287954.47
U	19047826.47	17315816.04	12108251.51	15472925.34	10269085.62	12447931.02	17887680.71	19079200.64	18439892.24	19325166.56	12639691.49	11367729.08
V	11977194.15	14328438.26	9994337.85	18334524.94	12145548.06	6354232.66	11506338.50	12437235.78	12434536.02	13393076.02	18823922.01	8220237.92
W	9858565.50	12438954.83	8573093.40	13679297.57	11831985.86	6161706.98	11047675.10	15590895.34	14796294.45	17743390.80	13905287.14	10791651.81
X	16296830.39	18897988.12	16328942.05	8835601.54	28160575.14	6199663.68	11316004.33	14214271.28	20650382.87	28228217.77	10540565.99	9524041.79
