 	1	2	3	4	5	6	7	8	9	10	11	12
A	35653224.77	29594726.41	32126120.95	5999658.56	3724972.04	6711856.05	8624010.40	26924084.38	1981654.21	2759280.83	3930249.61	21799591.61
B	9525791.05	6207169.85	4472475.09	5264314.85	1759758.57	1571823.77	10150231.67	4433694.66	2057884.61	3038910.05	4976029.52	12664949.39
C	19848224.63	13097875.54	15125074.60	13655743.16	15269925.26	9532481.80	175274324.58	29943197.19	30597770.85	17592538.84	22449398.61	7939617.18
D	21796241.90	17717087.06	16784800.08	10801659.70	7299168.00	9622315.53	14046738.39	19198987.58	22009242.67	15833894.15	24914279.04	9272401.04
E	12473893.39	11464616.23	5242508.21	6329076.14	9512643.11	2216577.28	3648111.66	7057542.52	16141553.05	13360817.78	49876819.65	8032064.21
F	12862463.52	12167574.12	5088454.57	6670667.16	6531057.14	2129368.51	3897832.56	6778965.76	12800640.90	13577052.01	29136927.41	10457931.53
G	19488565.80	17114735.73	10694375.42	20303311.49	16272973.89	8129747.82	8839453.48	10260129.36	15561638.73	22991298.38	28761764.25	10856770.95
H	15056884.15	13841841.13	12350629.25	12100364.55	22154486.77	17266031.01	7946968.24	10358299.82	16879279.65	18697480.35	9956696.72	6413858.26
I	26417500.58	23887263.80	24459763.96	20573749.53	48164686.64	44047883.35	17372185.13	46645243.81	21714115.54	53070838.12	23882690.02	4204440.64
J	30260853.34	23304836.62	13614175.16	12717843.77	43077478.38	30687609.90	12221008.44	31477823.18	23943851.45	37335037.41	57104319.06	7241665.72
K	21932365.82	20018850.08	15776178.60	21378515.01	15521719.64	10480629.43	27357880.94	20520544.25	18973751.76	26675598.68	14946981.96	9689028.05
L	21453653.79	33344763.60	18231642.52	26650975.88	9273700.74	10810653.01	26927876.77	19243459.08	20457694.89	16755122.97	13994442.33	13831524.64
M	15277135.69	14911904.72	17146890.35	24459640.18	15679327.67	13908232.64	48357972.29	19356078.28	14976783.42	14607476.73	32751387.99	20343434.38
N	14936153.23	14382032.51	22616742.09	29992731.09	10870682.07	17561583.17	27664948.33	19077583.62	14288232.76	13782435.43	35556182.65	22625769.67
O	11489962.76	14056248.16	20951555.30	15231127.98	18993124.84	19188698.04	13062668.61	11850461.82	15523354.39	16156094.43	40029273.58	21565779.08
P	10600982.23	12960653.81	23936364.49	13309479.52	13504109.67	12578691.23	9797935.67	10292547.82	13599773.00	15619683.38	24357267.46	19245035.58
Q	10559568.74	11113084.59	10099341.61	8445302.97	9547310.34	18680762.71	14332645.57	12597458.62	16833054.40	13669048.76	36150806.34	18678488.79
R	10785913.42	9832701.44	8205225.37	8736278.03	12426498.14	18212705.64	11934057.75	11296433.99	14180909.34	13373180.09	12919257.55	18837818.93
S	21947802.85	15951983.43	12751516.11	21114397.52	18079727.01	18351220.00	16713709.26	11246859.77	15641775.24	25163563.62	37771728.81	17889739.68
T	21007940.72	17003530.46	15349079.23	18738251.58	19536490.02	15014871.23	17881637.84	12333824.85	16107454.57	28802167.30	53261277.56	32451981.87
U	20167312.56	15937874.79	13274269.27	16680332.67	12869344.23	12469542.25	14540808.52	13779525.87	13636552.17	15597163.48	18362772.44	20159400.33
V	20625179.09	17289206.45	13369006.85	12921730.01	14965106.63	5763327.20	9448339.82	9024247.79	11911501.89	15297464.50	19348383.88	23733774.50
W	25142907.56	20751307.88	15938332.12	15188441.37	11239122.43	4596738.59	6140942.57	11632896.05	17448420.41	20526288.79	32252738.30	21036794.51
X	19634353.28	15537509.67	13518713.05	6621442.98	5085070.15	3061458.22	5898677.81	8830716.98	23352869.66	28652059.38	37685345.74	24270033.89
