 	1	2	3	4	5	6	7	8	9	10	11	12
A	11384523.04	1295994.81	7351569.38	1242408.51	4574068.63	1085330.73	13806112.71	3600420.08	769451.17	3291457.60	2329783.07	2924729.54
B	3170186.77	1564724.63	3228588.54	1989988.27	18171032.35	1646694.39	5133414.29	11889487.70	1067003.07	6572397.14	2805926.09	4904074.45
C	3968989.06	3310856.54	2167574.68	2228452.66	3309740.56	2608653.80	2879752.03	5015699.48	3418918.10	5356187.13	7387628.24	3607542.10
D	2847812.05	4435608.95	2608312.94	2479893.08	2580682.57	3955029.60	3491936.12	3647885.83	3941852.02	7453445.69	14251898.15	7704421.53
E	1978720.99	4313081.84	1410415.99	2122069.15	4345446.32	1422636.81	1210526.49	3116343.88	3314920.24	6458391.50	24502010.61	6075201.27
F	2023932.96	2846213.80	1273520.05	1671655.57	4953541.09	1519709.56	1318920.52	2481239.13	3496481.32	7664122.04	19233277.26	9507178.85
G	3783674.70	5767728.05	3172395.73	7750806.24	9874573.94	4017163.70	4674414.81	5565427.76	8265726.21	12347832.74	20091373.67	8698466.66
H	4972923.72	6773512.77	5897038.28	8798241.27	8075981.86	5151269.48	4696248.48	6505943.46	8865338.99	10100820.63	9796832.60	6868595.05
I	12420254.91	16172183.40	82362687.44	28094392.94	12906470.82	8303363.12	36051097.90	17715483.20	16517392.33	23191081.42	8967816.35	1989083.86
J	9297780.20	13904777.27	20136272.89	16772521.10	13029920.67	6518725.66	17562842.28	12896976.82	18181928.60	17987604.81	20533684.32	3461056.32
K	5881136.48	8271768.07	9144449.46	9734598.51	10412561.31	4686554.73	10858513.74	9035578.94	10899993.23	13936552.93	13896466.38	5491862.78
L	7160549.67	7980077.85	5848686.42	9213049.66	7675825.68	7385545.46	5487074.69	13241800.93	10222187.54	11028743.48	7826307.90	9936998.99
M	8791660.09	9097631.23	6054938.30	8185580.35	10578885.75	8615420.31	9899188.22	13486968.70	7739655.20	9600167.37	18127639.48	11076912.40
N	9177596.78	8536411.58	4600230.03	7111646.17	8777475.14	39120917.14	6005389.20	10077491.61	6611899.69	9827086.54	10108923.78	14172966.36
O	7475163.57	8582786.58	4871718.71	7448897.19	8935849.53	17989267.84	7280697.98	9332621.57	7287107.63	8986216.05	22220105.62	14587666.79
P	14189551.05	7412881.30	4590479.30	5343661.28	8299794.43	9366341.00	8945914.48	9330109.71	7069440.28	9249270.89	20837048.26	12052795.92
Q	12379476.89	7075960.14	4105445.80	4663927.59	4567328.88	10486489.16	6380865.15	9207213.20	6702658.78	8578503.73	19743736.85	14928113.57
R	11949579.12	7971947.00	3767324.02	6538435.08	5303449.56	7076378.98	6090185.03	9031726.68	6030210.62	8931397.56	24910762.54	11379807.89
S	8468875.85	8068819.72	5526224.75	10347454.61	6183735.13	6658453.19	8759021.43	6054194.08	7254598.21	10522006.79	11511145.86	8633154.78
T	11457923.16	9961759.80	7201609.78	12777447.51	8399368.17	9770542.48	17153013.15	9294198.28	6704679.73	13971764.42	19342922.22	17846195.37
U	8772464.09	9476420.22	7691902.34	9176546.01	7538855.98	8389965.07	9259867.08	10966377.77	8085337.58	12196927.23	24325439.19	13155888.86
V	6682608.74	8119000.77	6754643.11	9456908.00	8814083.13	4390010.14	6057363.57	8014299.03	8918964.78	11029670.15	23336174.93	10343458.76
W	6100959.25	9175130.61	4160371.02	6504663.51	8568001.70	3000322.64	3226914.18	6925188.86	8722497.01	11830459.06	23940575.40	14062201.22
X	7117921.54	4741976.30	3303415.11	2908375.38	9929631.53	2213367.47	2416435.67	4357640.39	12441927.86	17031807.37	12551152.53	10928028.23
