 	1	2	3	4	5	6	7	8	9	10	11	12
A	5685283.50	816414.67	2966976.45	851771.45	4286776.98	753514.75	2049598.07	22688372.49	1461366.92	10135276.96	3607432.36	10709081.64
B	4773437.51	1011367.75	1195539.41	944443.50	3603183.43	941536.28	5690578.65	11215465.21	1581946.35	5873189.00	4546782.97	11449098.23
C	18280954.50	10117392.44	9641614.43	3636143.56	6515825.10	3846361.17	7111309.49	11887314.44	9990162.64	8626529.03	11348999.23	36321608.92
D	12897263.05	9551124.05	11777544.08	5178420.75	3519784.82	4194372.75	12514747.47	9106969.63	7650489.62	8074930.32	9338108.36	22356616.63
E	12853035.06	10528020.91	14141161.81	2665043.44	8664779.63	1313112.64	7425984.58	7422660.78	9939003.67	8134690.20	9150515.96	13937659.34
F	10452290.54	10165046.28	9627427.24	3555317.88	6356050.72	1422853.68	7674150.88	6786272.60	11610219.56	8027357.76	8819071.58	7128213.22
G	10784338.60	8985909.87	10249057.09	4583485.59	8341636.68	3341652.65	9072150.66	6238371.09	10612374.59	8409038.47	5317338.35	10148003.91
H	11970801.91	9633311.78	10312512.60	5737532.07	11323879.27	2690322.19	10283347.36	6864553.94	13266490.25	7638861.92	6639081.53	5779493.76
I	14162664.46	10292007.29	12868686.72	6291947.53	14681335.82	4118012.31	16411677.93	9445635.40	17947826.74	9917611.69	2127467.86	2030976.99
J	17004778.98	11734959.74	10498054.00	4964710.91	9513048.47	3300161.96	15165910.05	6679589.45	15686957.63	11041827.72	6904667.11	6999543.52
K	13759635.98	9214190.46	11657996.46	4170574.74	10906933.35	3354672.35	12600885.62	8628452.59	13200367.27	9003641.86	5436396.27	4319823.68
L	10243826.66	10142723.78	7402670.01	4243476.90	6572546.84	3585566.88	8544011.71	11191496.84	21115688.35	12468753.26	6270117.24	4244549.95
M	15903942.29	10029079.93	9323753.76	4116384.83	8928704.42	3007725.46	10399621.02	10179473.36	17962152.82	10730082.82	8330962.17	4113494.42
N	13703654.06	10876981.93	8885299.23	4935904.03	8198139.02	3906733.49	9829576.52	10238212.30	21811440.08	14253781.32	8343505.85	4093544.78
O	14424967.11	12387392.50	12398394.30	9568220.58	15943232.28	3959893.92	11008106.87	9446241.59	16473437.04	10735872.96	12104507.31	8186494.51
P	15976425.83	12933382.05	10059033.91	11961516.45	14336014.27	3994093.37	12727279.20	8952201.95	15868042.27	10407926.30	9081570.18	7242349.27
Q	15428967.23	12438483.48	11062176.23	7780575.66	6691277.29	3271191.05	14643572.71	15610388.36	14762108.37	10093586.78	5516711.26	6896141.04
R	10399609.91	8231763.97	8401342.60	9148743.50	7785990.49	3552347.69	12378506.34	14625984.23	11875538.30	11590622.84	9574779.16	8562889.43
S	23065898.17	19644030.47	19345902.27	17128627.29	15523255.78	20022260.68	20745316.12	16846370.38	14405226.73	16580495.65	3552359.15	2987787.26
T	19884207.37	19850599.21	21753719.94	17115086.60	16578637.59	17574816.28	15056741.74	14526994.79	13516846.93	13713979.54	7559304.38	11039094.49
U	19792786.32	16315006.32	22429978.20	19227531.97	12789324.11	9751112.77	17016883.11	14703138.68	20122675.05	12507808.29	6551552.72	5189104.81
V	12944858.68	11268420.86	15631109.55	10555581.86	11490728.89	14847547.98	12672930.68	12571772.76	11264400.61	9548247.05	6563686.93	9117345.88
W	16163954.08	12497372.67	19340459.98	7616942.51	13875921.34	11981981.29	14745069.89	11908318.61	15565642.78	11708565.58	10394947.26	12460260.19
X	17419626.22	11082130.25	14645919.26	40314294.78	11750731.97	93257598.04	7931696.45	16694710.49	13039112.84	15150394.65	10259919.97	11221761.33
