	1	2	3	4	5	6	7	8	9	10
A	6039435.36	5236814.34	4250528.44	4623078.8	3839198.87	4749401.22	4465087.58	5428306.36	4592267.0	6053523.52
B	5850032.18	5306420.96	4467214.68	7025556.08	4142674.04	3957310.2	4739278.47	5000836.23	5919934.64	7303074.73
C	9671765.02	11415154.1	8706611.0	8422409.78	5606047.19	5402118.25	7287222.67	5401604.05	6733983.6	7103106.01
D	8575155.23	8025228.06	6558017.14	4944830.56	4625731.13	4022780.16	5077687.7	6762221.15	6417453.47	8524221.01
E	8096013.86	7761083.75	6664677.78	6607581.65	5507173.44	4245383.31	6809020.46	8581239.07	6271058.01	8328694.36
F	8663835.37	8357249.08	7860338.75	7104673.31	12784916.61	4706556.07	7890827.5	11760174.85	7396397.13	8619411.06
G	9014069.9	8338882.56	8535794.91	7429162.06	10409822.0	4673657.0	7163357.47	6337705.19	7497693.31	7281792.63
H	6242275.07	8379245.47	8383343.0	8208440.55	6472612.56	5436555.56	8008701.22	6289232.06	6479368.63	9025563.02
I	8735083.42	9377210.68	8378836.06	9307590.91	6069925.7	5442626.38	8518681.2	7029271.12	7080869.17	8077746.91
J	7578162.13	7898317.44	7575486.39	6643874.14	5295768.52	4666840.14	6192488.46	4870204.07	5816617.18	7761207.87
K	10105837.98	9079043.4	10619788.43	11887506.94	10109111.77	6008766.7	8381849.78	6820133.01	7781743.15	11280166.25
L	14729350.1	13908900.76	17526458.6	16355323.34	9773567.4	9374099.77	8243122.59	8034530.38	10125520.0	10007307.38
M	25008459.39	14737077.6	25046387.07	26013312.8	16462807.0	14980984.93	21641650.8	13203141.71	11358806.28	12700758.1
N	11402696.32	11217909.1	12646646.4	11937469.77	8406884.45	8795361.39	8834363.45	12839711.72	8582998.85	9204767.07
O	10098047.22	11300078.78	11020459.05	10242368.95	7889606.88	9990380.94	7576381.27	7984104.91	7353076.1	8935722.97
P	9660152.81	9322057.05	10510394.47	9617614.67	7469514.59	17206136.94	6810827.4	6918684.53	6474331.18	6697152.6
Q	8683931.9	9130790.82	10815274.55	8049058.41	6409587.79	15403720.33	5881336.48	7304584.6	7324242.49	8447555.24
R	8430649.6	7886254.77	9253028.96	7839573.9	6650117.78	9530437.05	6233791.73	7430844.77	6782448.99	8005982.1
S	10840094.13	9895845.34	10373422.5	13325121.79	22395646.37	9199704.87	8544631.35	10801599.27	7487028.23	10146716.84
T	17325761.72	10952415.1	15571737.29	20205849.32	19309187.2	26689784.05	14694313.06	10592860.26	10194794.47	9575324.63
U	10414182.29	10685938.26	10274228.62	11219554.16	14777201.9	7616537.06	10874343.59	8652622.76	9940629.45	10059226.11
V	8742435.33	9382375.57	9566806.27	8874823.78	10110169.52	4787587.04	6082994.25	6090363.11	6625088.64	7633221.39
W	10253402.14	10855959.77	9136758.39	13445698.89	8990141.98	4787752.69	13087439.65	8479562.88	7682255.67	8345391.33
X	6637930.1	9672268.74	8973502.17	7548109.53	6981606.35	4533787.75	6911669.51	8606014.33	7932050.43	7749187.66
