 	1	2	3	4	5	6	7	8	9	10	11	12
A	6276450.21	1820089.54	5662032.96	1362538.95	961910.39	3292179.21	1564847.35	31002058.83	1411100.79	2380968.19	1176382.37	2055562.66
B	1514922.11	1217720.44	1591616.97	2505122.36	1087848.76	1307874.69	1536506.86	2208184.72	1032202.99	1555342.72	1126449.65	1741275.05
C	11316266.85	11717819.1	23767519.19	70904867.5	11323709.49	12032750.51	7027833.05	8376444.89	6638163.41	6678334.67	1825980.5	1848152.86
D	6983814.31	10540922.73	22326771.46	20951241.02	4782343.19	25998032.95	3980762.38	4259442.11	11027795.85	9410026.69	4450628.38	1635959.2
E	4866740.69	6848076.03	11822508.44	15901335.83	5622317.74	6444855.36	3134498.33	7518881.1	5237661.28	6395898.99	2999982.17	1656535.16
F	5648171.54	6661049.37	9924479.4	5989677.05	4321983.2	3926037.69	3139448.87	7184095.66	5787784.55	5366115.42	2399202.41	1443475.27
G	3846357.25	3589512.14	3322305.17	3334924.92	3530006.85	2727440.13	3089762.39	3488929.16	3955790.81	3952099.41	2184655.95	1357305.97
H	3080961.32	3197123.02	2606403.51	2859805.71	2924128.96	3799998.41	2760960.54	2691883.68	3384269.21	3392216.04	1548218.68	1476166.09
I	3794396.15	4237714.88	6308886.92	4427003.67	2843718.54	2375261.11	2168902.08	2386583.18	2735155.65	2868280.18	1811980.41	1277599.16
J	3348887.14	3244762.84	2475086.07	2304018.03	2283000.56	1876711.62	1804328.0	2323898.17	2796343.22	2474049.11	2618590.82	6133134.27
K	3779838.31	3435220.81	2481086.31	2947988.88	3675821.95	3577932.87	4323377.18	3902176.91	4070710.53	3719892.23	2100744.18	11803268.68
L	4153696.66	3137076.13	2327016.28	2565577.93	2064309.24	3419505.79	3350160.77	3488657.02	4820286.26	2985330.85	2360483.04	15006365.65
M	5008618.77	3262318.71	2380995.6	3098522.06	3882514.75	3790998.88	5229822.28	4549232.67	3826028.1	3141022.65	3051012.51	14142527.84
N	4487278.13	3344010.18	2620106.55	3494007.34	3173505.94	5016493.25	4183530.54	3337246.58	3299355.76	2785129.63	2866930.99	8131481.56
O	3920604.68	3852150.82	2676116.1	2913075.35	3631728.85	4577329.73	3194112.55	3702279.6	3832491.82	2984376.71	3364599.53	3099866.21
P	4203093.28	3249854.83	2376854.13	2686150.33	3396955.87	2815620.8	2490673.66	3395848.1	3199087.7	2850050.32	3054982.98	2437496.12
Q	4317589.28	3292660.06	2552426.96	2237718.35	3168594.86	4681467.35	5101626.3	3530383.32	4251726.62	3090893.39	2606793.41	2483638.26
R	3631517.29	2806992.08	2370589.54	2388732.48	4000271.41	5711090.01	6051081.0	3259913.61	3250900.74	3047427.6	2882754.29	2577849.45
S	3565724.63	3228036.09	2693556.48	3640386.88	3462076.34	4290145.44	4281858.97	2956154.55	3288973.42	4785687.87	2863375.33	2425550.77
T	3882971.82	3912799.62	3840784.86	5435101.21	5878299.24	4902137.63	5702362.73	6162768.38	3530183.75	9285484.02	3063111.07	2528822.39
U	5060026.41	4192966.08	4647795.78	4104865.16	3605177.61	4891676.81	4969383.44	4527142.3	4434165.29	4281019.31	3399791.14	2471428.6
V	4184894.85	3861018.34	3818927.84	2906875.95	3168843.09	2875793.58	4903410.7	3212536.12	3346715.79	3719463.95	2794872.81	2294786.66
W	3659498.99	3704049.98	3233065.05	3061343.58	2441077.26	3153016.72	3417075.55	3920607.84	3873462.61	4259022.2	4073549.15	2845990.3
X	3202891.75	3750019.12	3567193.55	3252689.0	4874958.69	1754320.94	1749630.04	2415128.6	3901576.72	5548506.19	3535704.37	2929022.12
