 	1	2	3	4	5	6	7	8	9	10
A	808325.04	759031.23	768559.73	892191.54	755621.49	728513.88	737175.36	767875.37	737291.99	711927.74
B	977119.17	1001058.37	889929.57	815179.4	780711.08	819120.75	918900.18	913213.18	680815.01	721955.76
C	10067389.18	7744846.08	4922089.73	2305197.69	3912926.4	3699912.74	9095467.4	6954203.12	7255294.37	1239991.18
D	9987782.57	8676218.77	5496693.19	4111278.21	3067836.39	4546390.52	5786552.23	7363083.53	7858218.1	1499607.83
E	8219430.75	7965735.2	3385470.1	1964261.85	3705580.86	1762778.4	8118732.72	5154219.27	7247667.25	1378579.62
F	9096700.84	7673918.18	3717199.0	1792467.28	4898742.1	1987490.61	11452436.26	6426423.73	7498673.76	1481687.61
G	8010524.14	7465945.35	5146738.11	3410815.11	10894029.94	3650769.93	11437242.94	9096232.79	10642325.1	1818450.63
H	11328320.18	9158277.32	6910716.23	4287447.14	13143910.98	4461265.45	10176703.18	8898310.43	9603433.1	2203535.23
I	15017789.1	26368693.38	114778117.53	25245016.55	25949276.63	8620587.12	11700329.03	14446792.78	15816012.28	1748193.52
J	10914849.78	10818789.93	11747272.91	8485600.02	22197734.95	3676004.87	10956369.37	13528461.63	12921675.93	1900863.5
K	10972980.6	8732322.8	5775636.36	2739193.37	11383928.53	3492389.84	11867730.65	12969478.28	12720444.16	1743941.56
L	8002705.81	7397232.95	3204439.44	2092520.37	7135973.99	3736798.34	10712331.34	7885416.83	10757334.72	1859317.99
M	11513358.98	7391741.73	3428009.03	1943381.89	9130301.14	3110527.16	10869159.61	8187132.2	9720315.61	1568403.82
N	9533706.84	6452424.85	2704912.97	1726461.93	5774468.06	3640354.76	8265929.75	8446381.63	7536043.1	1535353.64
O	9431534.52	8187132.95	4168363.22	4420046.04	12384562.61	5055247.86	10610399.97	8869516.42	9394323.62	1787487.01
P	7977421.23	7207083.28	4797836.16	6885507.57	7395103.33	4473512.97	11200290.94	10458585.19	9124354.84	1826578.65
Q	8222174.58	6599703.01	3926952.59	5185586.71	3650688.13	4895162.02	7979529.28	7730629.63	8399458.77	1642417.07
R	9056309.38	8266875.38	4067707.72	6874773.68	7308219.58	5169276.62	9840895.58	9627482.81	9384793.74	1730156.21
S	12077335.79	12376478.14	10269684.47	14438894.0	24518066.41	19692544.07	10511334.97	21537170.85	45844745.66	3813185.98
T	13706427.14	12990401.38	7541287.56	10783271.79	23814655.64	22127960.32	13536059.43	15936248.64	25828187.13	3970020.32
U	15409355.94	15638077.71	14901629.78	15477510.85	13168519.39	8573536.44	17129834.16	13395388.0	13456774.22	2017321.59
V	12837494.33	11841559.55	11259035.22	7050985.15	13742685.99	24776634.11	11559752.57	8903340.07	10647534.19	1766812.38
W	16538823.01	13540633.01	8803104.11	6863105.64	20899600.95	22932115.34	16898871.35	14903797.66	15931521.75	2441021.71
X	20952180.25	18340796.43	31339646.9	94224301.47	17463232.5	87519308.87	10692931.24	11875411.33	14532648.69	2875052.85
