 	1	2	3	4	5	6	7	8	9	10	11	12
A	1040625.91	2572609.26	987486.10	349227.14	950288.45	1690931.66	1349407.71	1491962.96	327880.10	1670079.88	439762.22	1446264.09
B	435496.90	395367.97	245174.59	247977.19	318247.73	269487.60	354200.00	413043.24	448476.98	1644312.42	523977.61	1498173.11
C	2008107.32	1282518.40	1361513.73	1185428.51	1416478.87	755627.81	825202.66	1610064.03	933871.80	632819.93	2551984.49	1740034.12
D	2318657.87	2320162.02	2045914.90	2183625.31	1396774.18	1352707.64	2096172.78	1437094.16	811831.48	999984.81	1272307.63	2372820.46
E	1094028.12	1457686.87	1119916.51	753930.43	769662.62	414817.65	650230.37	754766.45	827668.87	731810.15	2448773.91	2661271.90
F	1218838.60	1383714.31	1072148.78	668445.36	844628.01	291701.34	851406.01	762691.20	843294.25	768112.77	2361335.23	2590185.98
G	1714781.37	1631486.52	1505919.15	1968937.35	1596865.09	761648.33	1303906.62	1272673.69	1596705.30	1231143.40	1890274.41	6900951.47
H	1779860.48	1764294.67	1614793.48	1658646.65	1588876.16	854244.74	1405495.80	1572945.18	1859995.31	1039211.04	2124114.93	1727593.27
I	2197369.09	2141416.16	2728868.25	2210276.58	2890038.63	952609.10	3697469.27	3543325.17	3486308.22	2733797.67	799600.42	452999.35
J	2271812.38	2022957.94	2167388.16	1492773.25	2357803.73	752440.30	2829960.50	2332708.14	4191762.60	2279590.01	2641883.06	1686249.87
K	2110413.24	1952683.54	1843568.99	1529896.64	1744920.21	1368121.40	2403620.39	1896884.42	2161364.28	1595675.28	1385782.49	752716.47
L	2943821.48	2757179.05	2465740.10	1740100.16	1932827.28	2758774.05	2271293.66	2097517.17	2345424.08	1488433.77	1642442.07	854035.96
M	2264981.03	2138251.98	1717423.35	1512973.36	2226062.27	2861109.73	6085773.11	1984986.57	1729940.08	1303687.41	1617693.58	898699.75
N	2447112.39	2019109.66	1763105.69	1546980.64	1922440.27	2711415.60	2160510.43	2257348.60	1515444.07	1239427.76	1768764.02	1007205.60
O	1886300.08	2049708.80	1629774.36	1611603.01	2101041.12	1905740.86	1766411.56	1671257.82	1740576.36	1181225.67	2703374.29	1463461.98
P	2061138.83	1628031.04	1750492.05	2116981.01	1761004.86	2517227.41	1669063.36	1782887.33	1534787.51	1093493.28	2782014.98	1182245.66
Q	1899478.36	1767187.57	1453589.86	1666480.97	1137974.74	3283691.49	1083370.20	1851903.02	1688206.97	885100.98	1670595.33	1459634.51
R	1823904.38	2044774.96	1562321.70	2263724.37	1127820.35	3102470.04	1312031.85	1690331.72	1444649.83	923984.26	1945579.21	1219730.09
S	6542769.02	7951352.14	5690827.11	9044279.77	2862230.13	4494165.35	11723243.92	3847856.01	2304775.70	2748818.55	931289.90	725732.31
T	2824323.85	3898285.41	3121420.04	4303846.22	2174725.11	1681990.48	4175925.78	2309774.75	1946335.45	1339712.56	2214738.99	1598634.53
U	2208913.20	2740483.60	3247853.41	3753402.46	2606637.30	2347126.76	2082510.89	2153690.28	2153449.52	1013066.32	1305708.64	1006031.26
V	1693146.52	1751301.65	1934678.55	2251755.07	1539764.42	682364.50	1132271.89	1482173.35	1372561.68	877975.88	1569990.13	1301853.84
W	1867746.50	1891111.32	2007895.62	1565969.19	2673384.19	592865.76	1327198.75	1424852.13	1573576.27	896750.84	1567937.33	1121378.42
X	1828765.37	1556359.38	2019126.97	1994011.05	1732975.63	448799.72	960677.27	1320971.50	1487604.61	1224199.63	1525696.84	1158306.07
