 	1	2	3	4	5	6	7	8	9	10	11	12
A	3803877.87	1649738.11	4221690.79	1934540.85	5317893.49	1493739.68	3178134.26	3944492.77	1699096.49	4540998.96	2966041.88	2819392.20
B	2233711.51	2195787.88	10411186.56	2710401.29	3183486.57	1930326.60	2892186.56	6942095.00	3248503.24	4772493.32	2735078.20	3908819.22
C	8139149.26	17418044.75	12169566.92	5739481.40	5005160.73	3975610.13	8961921.06	14338475.67	8110819.60	9364627.01	3567157.76	2484947.41
D	6580789.47	20667077.90	218546754.05	11531646.41	6876415.35	5314205.87	2735761.59	4521869.90	6481034.45	9049124.66	4599624.87	3506347.10
E	3290421.38	4424650.24	9190758.93	3188988.39	3258348.19	2746290.02	1970122.26	3248004.27	3438320.04	3693126.79	4536780.53	4688069.87
F	3255204.91	3576651.49	4303935.07	2302074.63	2498266.52	2179951.45	2432222.99	3131759.94	3368885.60	3651522.34	3688365.89	5439749.79
G	3686586.99	3865034.88	2861835.06	2566879.87	3326772.56	2348666.92	2393126.73	2867658.51	3064796.41	4014913.76	3889921.88	6684296.72
H	3403943.12	3484180.24	2782796.43	2860759.58	2927530.97	2524893.87	2491208.56	2916428.65	3602944.01	3932900.85	3759998.90	3815029.98
I	4991842.99	4626731.06	8469251.48	6761838.98	5134029.15	3945145.64	3518956.18	2890641.45	3542143.38	4370059.52	3327415.23	2178443.47
J	5356164.59	5001173.25	4609566.29	4351574.92	3998092.18	2785913.00	3463933.68	3048910.72	4312112.52	3787717.68	5767848.94	2954193.35
K	4158060.85	3758295.43	2985159.14	2405836.31	2990610.27	2344520.08	3339749.58	3242323.60	3386879.93	4065534.55	3821238.59	5936350.06
L	3914646.13	3811516.94	2667405.18	2191761.69	2514017.99	2425903.72	3604038.67	4190075.14	4901556.38	4205685.06	4074261.51	5425357.17
M	5267766.63	4334085.03	4446958.56	2370178.98	3136324.38	2691606.23	4763101.61	4159161.21	4223071.76	4273781.87	5240856.85	6186799.90
N	5350883.38	3886693.16	3188113.98	2606889.26	2910233.97	2794175.44	3824733.59	4223494.60	4162808.67	4400176.87	5427867.34	6769490.06
O	4581220.55	3866356.31	3050887.97	2698828.04	3763865.69	3243123.71	3470904.95	4218488.49	4260903.37	4421980.96	5382032.79	4394326.19
P	4590110.46	4336194.45	3294763.85	2906338.59	3380845.50	3752480.17	3283219.00	3855913.98	4399295.90	4514529.36	4875744.29	3785306.76
Q	4630299.60	4535883.69	3922354.85	2725992.96	2931770.71	5883379.71	5640864.49	4289713.48	4056499.45	4369807.75	4056307.60	4358101.07
R	3903984.70	3848831.54	3303718.18	2860715.67	2849656.50	5937096.45	4691627.90	4097835.87	4013244.85	4250052.82	4952054.42	4072547.91
S	5796582.72	16075008.84	4255543.82	3828032.10	3051665.77	3805147.01	3785746.40	3592393.69	3736678.13	4325380.03	4480391.50	3852696.15
T	7158566.81	34065827.19	5802529.75	4384089.73	4311603.50	3587397.27	4470262.99	3952989.05	3661323.79	5950809.97	7141473.68	5024985.37
U	5279217.97	5543905.25	4941228.39	5227882.25	4270314.07	4884639.72	5278074.96	5281565.94	5355452.69	5752426.58	6591626.50	3412911.45
V	3888365.57	3790768.54	3844308.83	5425107.51	3629072.73	3061233.22	3623526.32	3822246.42	4116840.87	4232859.93	5979620.56	3309301.97
W	3786753.38	3816739.71	3163663.81	2634807.08	4043381.31	2678160.21	3016594.99	3872154.55	3913828.61	4728180.84	7227298.55	4495866.36
X	3688790.33	3514644.19	3013486.10	3841531.11	3417617.16	2267945.72	2403857.15	3263154.15	4326093.76	6169482.58	7504617.34	4919453.84
