 	1	2	3	4	5	6	7	8	9	10	11	12
A	190775923.76	45842397.15	149012186.29	21432696.87	49406256.39	64994070.12	7252972.90	19966265.30	5922102.86	55061680.15	15253850.54	85802859.28
B	12733876.68	19226586.98	17366494.89	15017414.50	9306694.19	8855071.84	7439784.90	6380813.53	10705806.21	43844513.98	13901345.06	63160290.34
C	67459697.01	59509577.03	61291324.08	58359622.42	51810835.28	41218604.16	41432869.17	51020668.10	67680246.75	121798355.29	27228967.43	58640630.93
D	78640320.81	89371152.92	63890297.48	55599379.15	36340477.01	62332468.47	31684070.44	36166025.06	72012615.09	99623004.79	122582669.99	57848009.88
E	85824278.12	100528142.31	51356753.60	36667790.92	39859154.36	50887664.03	34656693.70	82132772.66	72160754.67	102199085.58	100449875.15	43754121.09
F	98787842.00	110936856.15	46699110.52	43361775.34	44914211.70	34030336.46	30565252.52	161931326.15	70133863.30	124807308.91	69228686.46	57674694.04
G	114178986.39	129764902.90	62252024.74	91527833.44	70653993.51	66249462.12	43802361.93	114803292.25	59766847.58	166001999.38	49841669.26	114098349.43
H	80872767.88	91827284.26	67840977.63	60283534.60	95642284.34	190451690.75	58891459.78	64364538.31	65517639.56	132762344.77	35269604.95	30044906.80
I	124810970.97	126219021.33	223585716.85	102231397.55	135873234.80	100379278.04	55597436.28	78465737.23	75240598.28	241409188.18	55154540.98	8989338.23
J	164442973.36	136671277.79	89662607.76	79596514.54	111939176.66	59395228.28	35487634.01	56462257.23	75760223.10	177910018.48	142924288.76	18332059.67
K	122838516.14	104820647.76	74248498.43	97555117.23	69646039.66	59077549.71	77807736.97	120236175.84	63725031.99	120666499.61	56094312.19	19293228.28
L	102140964.02	112418055.32	93886817.15	167310991.95	61099165.36	90934972.12	165790972.09	374546788.27	78438277.52	98338572.72	76734554.67	85896726.02
M	88211142.05	85977345.37	78234244.10	105896580.17	64312452.93	83990159.62	134605479.97	104682109.53	52281826.68	74880464.89	106435035.96	119867826.22
N	89642629.80	89856308.02	86599102.72	186744113.52	54215673.76	120160465.96	122321550.50	168367181.16	80101193.50	95213849.20	121065349.40	128328731.55
O	84846097.75	98078110.81	88776434.97	84170850.23	75032494.33	158489034.35	91508479.19	90646041.36	109025750.10	103318611.61	136650482.54	82862444.35
P	95843879.52	92085932.70	68014639.49	62924778.62	69610818.28	94701297.11	116553950.57	122871309.03	181826151.06	107406768.66	82456339.00	65314898.15
Q	90209699.44	80789396.71	69220490.99	63298848.38	47883919.25	84510924.84	126940902.91	81692671.30	125792547.79	75132197.87	55469477.11	71266000.19
R	88535512.99	81475937.38	76887980.52	65397409.46	69330122.27	130681814.26	130959274.95	66884005.02	108821192.80	88293637.66	42264669.08	74042822.07
S	86933834.84	82088424.68	79063571.97	108632391.71	86154947.00	134098841.54	75840138.32	50736369.39	61571593.28	107036077.24	81778775.49	118394335.49
T	189274621.67	184263137.01	162786133.79	214856261.21	231078308.31	158389776.35	110094519.97	85737791.94	59272958.48	148862358.95	137297152.48	106762911.65
U	154739584.30	122078971.93	75242767.13	114875562.45	84573384.04	139623043.68	82073645.06	138853850.41	65809635.97	102351981.28	78884364.45	71450609.98
V	135736085.78	111165261.06	76408031.39	133096428.55	99210601.54	79091995.64	103163166.02	65467937.96	68331686.45	123672905.83	121116394.58	85363675.77
W	113843478.55	126316561.19	76165632.60	122314382.79	330557903.54	68315336.17	36130178.98	57877060.18	68340623.77	127003112.44	132065324.60	110114865.80
X	80799668.78	94214663.40	76974358.32	42425033.34	72536896.97	35017365.06	42904370.40	34207538.43	64343372.83	145613869.92	144145399.11	108193575.43
