 	1	2	3	4	5	6	7	8	9	10
A	59405588.62	20390520.3	55323570.33	2731632.95	965237.95	1140716.71	1070620.37	887600.88	1177510.16	3585125.77
B	3359556.02	3941797.39	3510863.11	3231356.67	1746371.93	2277388.14	8059458.05	1409839.56	2338119.6	36739388.08
C	28896312.97	34696521.9	32194682.09	22220199.68	28470091.57	15855127.28	33328188.49	21506489.75	28621743.4	40625482.97
D	41745321.03	51271912.98	44179247.38	45107432.84	39708798.56	31723418.63	45536787.88	23097038.05	40463677.62	41971492.62
E	26317521.48	30935879.07	24989013.14	17644161.59	15251970.32	17247439.52	25877762.09	9304530.56	24791585.84	37652895.02
F	32229962.05	29467250.56	25659001.33	23978461.25	24595045.55	9286993.39	15104411.54	11051207.49	32374920.05	35200467.64
G	33404351.8	41401232.02	34140785.79	39478345.69	43899962.82	18534443.7	34761424.5	19669923.16	36284460.35	40287889.12
H	32546475.75	33047483.25	35337383.88	29030353.72	32194205.69	49638444.79	37082598.46	16550126.61	37191829.71	37462560.0
I	44323247.55	49723631.5	53458527.85	75950175.67	62708606.0	66056723.56	46516668.4	27777880.42	45460938.6	59382286.76
J	56157881.02	54949188.59	49428606.95	32679324.36	73976019.58	38401507.17	48458097.64	17592552.52	48995841.14	51826446.79
K	47933433.53	42417120.01	42902250.82	44289354.3	46300978.59	26132085.98	46241693.64	25535581.86	37441292.0	44068586.91
L	38837341.06	40355185.79	34066631.89	24937059.84	22584915.25	30462411.72	21462377.2	69617653.33	43998248.6	64304627.75
M	38044260.12	37833501.15	28097015.17	25240359.39	32385851.99	30905925.58	41151229.56	61288099.85	35640664.29	57656418.08
N	41094477.52	44294054.11	28353982.91	22619572.04	24000039.64	77687319.54	32107392.23	124526154.67	42276814.09	69773728.77
O	37761126.6	45597058.77	35279293.74	31600667.36	39782171.59	60734601.28	37224065.09	65451678.12	39232294.29	48603202.51
P	35949198.73	35266750.06	33289005.55	41234614.22	46184676.45	35136863.95	57447959.98	105378504.51	39328153.66	41967112.78
Q	40936327.62	38329793.9	30024781.14	25594226.92	39274755.66	60179425.71	50840318.87	69485531.49	39595605.6	39848127.48
R	39043472.7	39143522.82	26408912.84	23902638.97	40284268.76	47258022.55	40523261.46	27419414.99	34237750.42	39950117.13
S	58049509.48	61948688.28	53651383.95	62723863.53	49851972.14	49130989.47	56095378.04	28430774.8	40068781.13	54814526.24
T	86424424.21	110796679.51	64771785.46	108444190.24	75502972.15	65963001.76	56680736.84	46270153.86	39400700.6	52472182.89
U	59383941.94	56176239.33	56026629.3	39017661.52	40722319.18	35312772.09	33517181.2	40727006.45	42937511.25	47381087.03
V	45580832.44	41604063.72	36663627.39	29823376.92	27616023.61	32095385.33	23931001.6	17519882.03	40774176.04	40010111.13
W	44385913.36	47384208.7	59729887.7	35398367.84	16904686.19	33642605.24	26535481.2	26822619.83	48160072.77	46289564.6
X	35233565.34	34800236.37	35788348.48	59455892.27	28378965.23	5550570.91	19505630.53	10514874.22	48567024.35	48541169.6
