 	1	2	3	4	5	6	7	8	9	10	11	12
A	32741670.56	7718493.55	35604806.27	4723383.11	1901288.18	2966522.5	6056443.11	21833963.24	2787325.85	3154652.63	2284351.06	8487261.84
B	4610258.95	5432847.95	4652428.41	4717161.14	2171717.79	2261029.64	5515562.94	5879621.53	2726789.88	3985536.53	2657035.8	5414534.63
C	8999548.96	7077635.48	5726664.69	4785371.02	3888024.32	8251679.58	12351919.08	9136544.52	17891529.4	13397322.98	5681840.14	4092735.05
D	6472468.46	7590783.57	6553268.12	4964852.81	3676070.64	6351607.56	5900976.69	6814138.26	13626681.12	13251964.6	21775546.34	5089894.31
E	3860371.5	4398075.2	4037714.09	3578578.25	4516326.83	5729268.8	3293586.35	5187255.39	11089880.86	13755817.26	38199235.41	5097547.79
F	4111410.21	4290452.95	3610171.44	4149593.38	4691368.13	2748285.41	3497826.46	5242160.23	11363715.09	15398914.42	30512035.86	5723698.25
G	8334836.24	12744819.0	12311100.2	13195912.18	11955290.33	6181833.11	7658161.98	8767326.32	13785817.86	22307588.87	24003771.15	4046733.7
H	7279295.06	9856465.89	11869868.23	9574150.12	13090623.44	17142445.44	7444474.85	10347262.91	15890163.12	21559346.98	11351311.55	3860124.47
I	15831943.13	26661931.32	44944297.75	72116784.69	38406313.9	12779532.67	17823004.54	23513062.76	18258754.81	49833390.2	19772462.92	4055301.94
J	15060327.69	25619936.27	46451141.43	31404645.31	42670858.03	9893495.57	9687193.69	26302777.61	22344621.41	45067938.89	83860885.28	6038508.78
K	8272138.07	13240126.46	13334737.37	9591667.11	11848723.37	8476679.88	17121635.4	14895145.72	13879746.09	26432850.43	26431012.31	6503603.11
L	7953139.42	10615402.87	7040171.78	8785064.65	5466385.3	11370279.31	16738961.43	14200988.86	10141705.4	16201665.49	33624512.2	12408368.82
M	9607160.59	10580468.94	7143064.58	9291988.67	8649564.75	14144126.52	21749777.2	15697592.17	10379113.78	15947265.51	32194351.52	18493403.83
N	6941869.68	8029378.27	5022927.56	5556400.45	5209035.63	13440472.92	6348533.64	9323643.6	8674642.51	13772255.06	20938998.73	24295874.48
O	9263896.43	9308532.66	6329667.62	5069167.68	8169350.26	17635729.69	9349839.43	10715952.44	9884692.32	16166890.46	48496935.87	15892030.37
P	11437279.58	8918942.35	5054733.76	6661546.49	7950408.9	9417403.46	8503435.29	12196617.41	8869695.29	15109156.73	29169102.16	17423559.69
Q	9550502.8	7423683.24	3670896.58	4775936.85	4013791.43	10010977.45	8210009.24	7214892.13	8438679.61	11958691.41	38249660.23	22859248.09
R	11970028.25	9019589.44	4082328.17	6677217.04	5660381.46	9452233.16	7326986.72	6118770.35	8649342.75	13922098.02	14652489.33	18362543.53
S	7282090.79	14152524.16	14065868.46	18122594.82	9776240.85	11994061.69	8898524.81	7181149.0	11232427.68	19418789.55	18666161.74	19421597.09
T	10172916.72	15371209.09	18499591.78	22207737.88	14253135.36	17943566.55	30030550.06	21633541.18	12763457.8	28608081.97	50962552.32	25274790.99
U	15602828.39	15996304.8	10958116.69	12102990.84	8368008.8	14025154.61	15134521.39	13626180.73	11108474.07	17793893.81	34212137.08	15796540.43
V	11945839.86	10469258.05	9534456.65	11053840.15	12651037.44	5420426.11	6029025.11	8009973.53	9318242.15	20991983.81	84492384.32	28659167.67
W	9032595.8	15403838.19	15598827.55	9435203.53	14802168.71	4408408.91	5005073.01	18039552.16	11877942.55	20857269.73	29008204.63	15879130.2
X	11989282.9	15248078.86	17975710.14	7056164.42	24741011.25	3280201.52	3624172.23	9742047.79	16014020.86	24984157.06	17717044.62	15053061.18
