 	1	2	3	4	5	6	7	8	9	10	11	12
A	7505793.08	1277351.71	8121109.29	2502079.70	37937435.25	1795998.34	12091547.90	1850059.63	633614.65	1522304.18	646253.32	995564.68
B	2389386.87	2300561.87	54917566.06	3633651.69	11273303.51	2019486.15	11390453.83	3036500.26	747414.01	1423877.20	687145.87	1102027.38
C	4985987.33	4921689.15	5896871.23	4125396.42	12155939.32	3988408.07	7171501.12	7993666.16	2679824.85	13041064.62	3547874.66	1087338.79
D	3492230.39	5248729.19	3516522.36	3166888.06	2832950.86	11406216.88	4461734.07	3772238.68	3869430.72	5808257.62	9364395.74	1805453.80
E	3174747.03	4920400.98	3353348.33	4084583.52	5209538.24	4084298.37	5086453.00	8156948.24	3138614.12	5176391.67	8146290.14	1354464.99
F	2895117.30	4002982.99	2998518.86	5264747.15	5660433.92	3975838.37	6059272.72	24381121.43	3631040.04	6802484.08	3818108.47	1650217.30
G	4089746.60	5071843.83	5347014.17	6145514.96	6542952.04	6815344.58	8308390.70	24254197.13	4711382.16	11834313.30	5625325.82	1186912.50
H	5322982.07	7148436.71	6775317.68	5002594.81	6936418.94	7420952.35	8521073.18	9896567.38	4025436.44	7243569.69	1678904.52	951976.92
I	12901703.43	15882159.22	55333436.91	11561336.91	9301578.06	6201455.25	2702757.97	6281635.60	3240897.88	9797459.01	2817427.07	753574.16
J	8006021.31	14694145.23	21649045.16	8519580.09	8628721.97	4427510.03	1937666.00	5763409.38	3365475.66	9251540.34	6654340.92	1037060.36
K	4917735.58	8612166.56	9880085.64	6810672.34	7542124.26	6079321.23	12445637.11	8813456.33	3517002.73	10955554.13	2467953.16	1111420.63
L	5855106.58	5618195.20	5980987.22	7633764.09	4849671.87	4956470.93	15311853.12	6923362.51	3329499.52	5644402.12	3944685.92	2004132.84
M	7352064.92	5267773.18	5259138.22	6704515.69	8769228.04	8594260.38	29488432.36	8981379.03	2623409.76	7407302.61	6754651.10	2988467.02
N	7215407.46	4702158.39	4683115.39	7078415.46	5010740.50	10482898.88	10652992.76	12063016.58	6136600.78	6465205.25	4756004.86	4063169.06
O	9970809.57	6012788.76	4899311.35	4274390.99	8164001.15	19296699.12	6366475.02	5286941.32	9401865.12	7076641.20	6872997.24	4266494.54
P	7014832.67	4060771.95	2872162.94	3240031.21	6621220.38	7045645.63	5085113.07	4557921.70	16627321.47	7191586.11	3729107.47	2449959.26
Q	6056858.11	3064995.87	2110180.08	3635071.75	3441168.39	4006608.18	3289317.92	3043009.21	17651803.31	4814202.68	4295938.97	3914125.26
R	5504882.15	4919267.10	2787896.27	6871637.91	5223889.38	4593294.73	2883335.78	3489718.47	4859679.19	6244614.72	2081399.76	2250604.20
S	7128780.04	9286854.44	10775741.30	24207117.52	6963046.65	7729403.67	14179888.91	5798342.56	2895551.10	6810313.47	3456810.92	5187594.92
T	9846225.40	10308414.35	18107299.77	68631604.04	11047958.03	10431826.98	30667889.86	8277866.75	2891974.18	8710075.30	6965416.69	5806083.20
U	11310801.37	8034775.89	6276637.47	13478666.78	6757827.55	13553732.61	6691834.91	14198633.00	4252962.71	9968349.16	4238972.79	3115676.24
V	6722967.35	9320704.37	7005115.43	16339667.07	7151766.86	4236523.80	4352157.01	6006632.59	2878621.94	9594933.84	14511728.87	3439174.86
W	6174347.28	9328449.63	5529292.28	7638517.82	8662981.99	2885757.39	2644511.48	5772902.34	3227801.89	6168928.41	14213815.70	4192383.16
X	6030894.83	10727792.94	6038080.28	5004454.34	10665906.45	1925251.87	3534512.26	2755428.35	3542903.84	9057196.69	7887960.97	3774373.32
